,Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_11_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_12_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_13_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_14_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_15_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_16_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_17_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_18_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_19_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_1_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_20_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_21_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_22_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_23_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_24_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_25_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_26_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_27_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_28_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_29_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_2_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_30_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_31_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_32_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_33_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_34_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_35_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_36_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_37_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_38_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_39_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_3_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_40_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_4_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_5_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_6_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_7_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_8_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_9_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_4_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_5_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales_linfoides_mieloides.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales_linfoides_mieloides.csv
Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,0.0,1514.9070945365065,1287.9467680052085,1101.6937563018932,911.4431466645866,872.1816576228518,887.5679908160811,869.2989276411391,812.4779922628343,1208.0840370069723,3221.7545558965257,1447.3982749391755,1110.0011954529627,946.2365698533264,727.9664806926675,1680.2655263871602,1758.0551156237323,1336.9074234554503,1374.5050993427458,753.5338657122398,1041.721573287752,2961.311448827772,618.7929953921739,970.923579382125,1960.6593541051238,1487.5808454946146,1520.7492375598138,2277.8639372816974,1036.2380612656282,859.1101390096259,1547.7047843042524,1708.425496783829,2605.1190695222344,1464.1847088064787,955.2275250905662,1114.4948594786454,969.8265828123385,995.9257798025482,945.899940995874,751.4505237559011,1479.055451063568,1706.3747824539678,1951.6699117899768,1457.988588374697,1216.9312261588534,2751.8712515608267,3117.341278197,766.6533726863987,2395.556345876065,4155.435725320442,4126.90870085047,2961.9752312318337,2591.102321916826,1392.7706853963525,2434.9633421074186,2892.0336726843757,2051.8125300381985,2005.277695182461,3422.604514843514,2470.002103920188,4018.9887324008505,3866.8194727298687,4613.12915296748,1442.651078509787,1018.5754491370751,2477.4529490707523,2743.852455584873,5776.910533083321,5283.239210789534,4943.022262474424,4066.056505127355,3519.0789754939387,4166.567485855486,4304.9890032936155,4972.813360772457,4833.453079191248,2629.0935491912833,2938.891885720451,2903.026557041495,4215.660979911326,4983.74050355027,3842.776284909208,4679.569160743566,4784.9222222622975,6446.4338934937,4027.232835714281,5584.070314465408,5183.960915882522,6714.199738886438,5178.703022690096,6024.210794879668,5997.380344073403,6312.719267469507,5848.200590408167,5364.586264349787,4589.766637232533,3339.28438595158,4262.730216161725,2813.6987800705706
Carcinoma_AGSCC_2_11_tumorales_linfoides_mieloides.csv,1514.9070945365065,0.0,1545.777452792426,981.0365770447287,1481.534027084066,1521.4928727118681,1216.8440027543515,1758.4917059869706,1375.3421136141849,1198.7124070877,2465.011643069502,1627.583237351952,1882.3181800263005,1451.586639191948,1443.9020212463106,2010.0506919726997,1884.4782599741343,1352.8043236035182,1508.070301213416,1546.5464657747239,1088.8237533353927,2117.400763302496,1460.68214363773,1317.1265954682817,1994.7764144037476,1194.0148059615758,1140.803016373825,1772.071993070119,1632.756671159915,1314.0550544166474,1031.2524853340005,1333.8922202702863,1947.3057194619055,1880.5759889862868,1126.1585974631612,1055.9002059436646,1448.6282916501436,1213.267113090569,1083.1826074360038,1247.8033808741247,1709.0473085103006,1834.216615074715,1496.042545359346,1238.2919430383251,1246.8329477111963,1851.1498970837508,2288.853683157132,1655.037287986041,1866.4619198540772,3288.617729449487,3160.5064353033868,2060.8926363054693,1796.4942498146097,1034.2734477818933,1531.748970901138,1960.5773791916506,1368.256235478498,1736.4291233509784,2473.64320661669,1633.7871572140375,3142.788017304873,3211.6079801153005,3849.4337639992978,1337.3024974144796,1231.4762874570051,2060.8679491978205,1993.182120365836,5115.242070341447,4585.933221899528,4265.500719335858,3301.531925486894,2598.3679788568807,3319.4573711629223,3482.6172739492567,4286.488436010875,4283.522626963466,2261.8407073816215,2688.448408181701,2437.8212656888063,3428.6245074992908,4508.731775917538,2948.8174201862435,3922.4754069229234,4254.629760712679,5955.375799450169,3336.502859124539,5279.917277858718,4768.659206980526,6291.2927048131405,4812.649127937912,5601.476373086831,5443.706394303592,5633.853260031903,5208.657712003019,5011.03787526309,3784.8230238053916,3091.837554391618,4052.4925826549247,2142.3744464398314
Carcinoma_AGSCC_2_12_tumorales_linfoides_mieloides.csv,1287.9467680052085,1545.777452792426,0.0,1411.4610093491665,789.6992404910864,953.5099083128115,1460.7913013321404,1771.292985292575,982.7882145449769,1720.9965237217436,2658.606302349353,1160.3396140182203,968.0222948128036,1178.7180131074854,1220.8602893156728,2544.6069514865976,2482.242033134679,738.2272879851882,751.4402323811861,1050.4779990725726,1100.0397132231656,2403.1174374602033,1252.380992084154,1681.0017281146354,2653.4412389303416,1108.2602936511075,1236.8429599700744,1420.44984795435,1145.429829728656,1491.7715861644444,1834.2878168756417,1279.48353538474,1871.1918498931964,2321.897883438487,1457.0108776559457,1582.3144209691732,1623.6140445240367,1604.0068226684596,1393.2285921310659,1249.670095187849,2190.335309253302,2394.48331085967,2361.3428180027486,967.9562759186956,1799.5223320726927,2539.4730983798936,2712.1688278049232,1199.8573940516455,1698.1106610834393,3553.0368145324314,3555.650331651846,2763.0937115142488,2150.91699165327,1426.6248163978812,2341.914047420614,2769.0445321968564,1967.3512549802863,2521.6365803596605,3157.7576589908085,2426.6994923360544,3648.19033318885,2971.414168131056,3774.660178138213,1360.6394772659567,1383.66360367343,2780.55320756882,2817.9504762082133,5903.108124036791,5363.63352806826,5048.902528003852,4099.047136154316,3366.8641746384556,4129.154506301125,4325.400979907789,5098.369956479823,4975.908572198523,2911.2830311027487,3381.4337801838933,3119.624854774018,4211.417499223214,5131.871350893701,3703.9483651413907,4686.895833026153,4938.446478532127,6615.505762590956,4139.3867592454135,5750.750218433463,5348.858560146165,6865.619985000539,5349.841496229912,6170.65001720747,6148.531199931968,6443.861655592555,5975.4425730231615,5530.841001379365,4631.783605175062,3796.388465104011,4767.474973963072,2946.5905488209874
Carcinoma_AGSCC_2_13_tumorales_linfoides_mieloides.csv,1101.6937563018932,981.0365770447287,1411.4610093491665,0.0,1196.3916507233298,1280.6497048277085,919.7915358343166,1308.3310528589977,1142.9599595025575,962.9664133984404,2823.8080364810903,1517.3879483512899,1622.1788569248583,1213.3573143624355,1102.4986827241476,1731.9050389118438,1660.9296569949502,1325.4779427630779,1441.8528444448798,1245.311975929009,986.6412761676869,2509.3545407421593,1085.7826901849114,969.317566144649,1834.4238820821752,1265.0940744109457,1238.7961303707568,2018.4018721806035,1401.4244715116424,955.4131482047908,1097.1372509422404,1430.532763562276,2261.556196638044,1579.7262233400224,870.205915339322,956.7256486165111,1068.9159021822247,953.7258034661435,862.1619525331687,881.5546955353269,1468.7199977515331,1642.331979765345,1590.258342611704,1270.133716422063,1073.2691434681037,2252.4804695131465,2699.342504121044,1311.1609016791404,2136.885735032806,3705.661447702599,3620.391265677735,2438.5484229117783,2153.841280740881,1038.8845974175485,1910.9033280885265,2360.7160662278693,1653.948015146184,1667.6436448839925,2908.005750678271,1985.1759917091513,3535.999515590643,3504.0021529797923,4194.07747607017,1248.4666084738303,1000.1648522233018,2167.896037668838,2351.397416625282,5421.285197126681,4900.837068308191,4562.560836605493,3671.8388071125873,3013.2066707944737,3670.852707923941,3870.345445908999,4594.818239061127,4505.539792969653,2377.83078651282,2747.1750419609557,2612.5541253986944,3795.5127599953653,4718.095761977816,3341.2031523918095,4260.3950577268115,4471.9167508291075,6154.696038718462,3692.0024836640496,5425.250860123818,4918.1362197425005,6464.204701749518,4978.025968199691,5776.538580068829,5665.247073744058,5942.0068057110975,5505.755218037989,5185.079531569493,4166.376680115079,3131.2300738101603,4057.4940251400244,2407.3282566735193
Carcinoma_AGSCC_2_14_tumorales_linfoides_mieloides.csv,911.4431466645866,1481.534027084066,789.6992404910864,1196.3916507233298,0.0,804.1759262797341,1117.79177405663,1330.7598512603556,738.2809237106658,1398.2338906453645,2848.9729860421726,1117.79844119291,850.6156290254696,985.5572882718429,942.5125757597456,2090.462273848252,2052.7855910467792,939.3213743569531,928.609713572836,791.2881965747252,969.8006465008458,2643.566901485748,906.57950486892,1328.3887634137986,2255.326266667345,1156.9771505080769,1233.3835365525529,1760.4020216548888,1052.9738059386193,1127.6971535213365,1650.313205753751,1380.3426360914698,2179.1514282775474,1873.514656257049,1198.48734802611,1344.2404808044698,1241.9968356061866,1252.7766095262734,1101.2534048877478,915.3745050566179,1781.1910616362188,2009.0327681571948,2097.340096919187,1105.4538397178721,1424.8000789132811,2587.916365696509,2892.9787038974055,858.7190694818216,2008.5854794313695,3795.0199048164823,3830.8450310680623,2802.8956321699998,2281.4570441644382,1263.912536279909,2331.6635001264876,2752.5898782990907,1903.3763005714975,2160.191947041634,3241.716077592047,2370.6538569623576,3765.1700926895764,3334.2162463264785,4116.662486495927,1335.3195694574185,1117.3538923137457,2536.7132860702313,2692.6265955552362,5803.594046762539,5286.309470582432,4954.741567789099,4042.3075041950788,3413.2834321625082,4115.4861048301445,4276.825834378321,4990.136949255398,4850.660523149985,2658.778733596013,3045.2423381922436,2922.452403976876,4175.193729967462,4991.247232718578,3741.372800168924,4647.532756169262,4801.5067813038695,6454.10978124121,4058.1363631582008,5567.5713896522,5192.276632702088,6731.313718039446,5179.061462875563,6034.378148536456,6018.9387395556405,6340.56438618399,5877.625243975557,5348.088848918385,4580.562368137461,3454.3490561738536,4418.9847579300285,2817.3743423865094
Carcinoma_AGSCC_2_15_tumorales_linfoides_mieloides.csv,872.1816576228518,1521.4928727118681,953.5099083128115,1280.6497048277085,804.1759262797341,0.0,1232.4089468256057,1250.7814148627197,755.1530228834408,1476.416633945707,3058.786218317011,1009.618976678289,808.582239712783,775.7862582829354,773.6799701622222,2216.0900160025935,2255.2839447492565,1107.1236643341963,1008.6021545315765,748.0765689062382,1082.151562782283,2801.8640397352815,875.722275334995,1344.8995034268794,2415.9790121348433,1348.1983742312116,1386.943187471804,1907.9395606676055,760.5577832860708,1211.6368350662513,1746.4333567343785,1533.7964156675707,2374.224934584669,1956.992700902094,1203.5596690137436,1352.6043578435624,1333.1053810381509,1310.3424423227966,1148.0102078655589,1018.8320442961763,1935.7428637355454,2156.647279877254,2237.186102452432,1347.4239087112112,1574.9759334616895,2729.20233315611,3037.8101300832745,856.3555400879245,2184.726684126472,3981.061924759356,3974.2602459421373,2931.9592242129957,2481.795992139261,1504.060827821508,2453.897545362326,2946.346992070664,2101.5694030261825,2375.496606409393,3398.476802926913,2511.961925733058,3983.5400700569326,3528.395862321588,4316.8442912845685,1504.896666615313,1266.575057308335,2717.86812226658,2866.1331745246,5913.234656771036,5384.438063835586,5047.514439251863,4151.342007970986,3503.716465771277,4210.292256830038,4390.938837264075,5090.164489227122,4974.582167324483,2881.303150090357,3289.7508933048425,3080.7240843469767,4279.800689406134,5135.217137440583,3827.9368500311634,4775.792794396393,4945.870579247079,6620.222881175494,4154.526363031723,5774.42347963357,5363.9364994101115,6870.1506870591575,5353.745349080036,6190.3981511344755,6161.37518011324,6435.937888422577,5971.82768923305,5554.162749794074,4688.029368009171,3722.926510969596,4684.691274696885,2951.668968966514
Carcinoma_AGSCC_2_16_tumorales_linfoides_mieloides.csv,887.5679908160811,1216.8440027543515,1460.7913013321404,919.7915358343166,1117.79177405663,1232.4089468256057,0.0,1003.5800521312989,1028.8018057076802,832.3967183891102,3151.902505318021,1762.3446618606915,1513.9719757563898,1274.2377742433578,1043.4956777996597,1316.1376183105044,1333.9015622853003,1406.1807852448985,1567.7831167286877,1118.9275966477915,1076.673290942016,2802.2326849180754,861.3547736193077,763.7887800160717,1480.8885365649642,1461.5264109125358,1527.1468017474579,2323.943102075565,1443.3999253570494,695.3838319905445,1141.2066943513128,1727.0656993876983,2504.9506620321254,1243.9045161506356,763.6563746338791,855.0994753008403,874.8509880546584,715.9351469390645,783.9297002023176,678.2961715652543,1026.2653524321763,1213.9289674848599,1449.183177182598,1296.7818186620864,813.5903441533021,2509.9862346577697,2946.1435306181365,1058.0538447672673,2347.815325453478,4038.09166071893,3951.0152865528275,2763.1688556128543,2427.417218545486,1245.4129517636136,2142.788847871064,2597.904625102407,1878.9278342861849,1483.3006641839581,3224.6511871188677,2259.0892458833446,3890.122461279291,3852.2747942291667,4581.185909661024,1397.9642941846193,837.9256610028829,2025.8721629790418,2316.442625721066,5527.816878218977,5031.199986583972,4687.924845837122,3809.3456548518916,3268.0084107888097,3916.984703050797,4034.516806663495,4720.280161777733,4580.757746300642,2180.572657529952,2469.257486526102,2496.50041979026,3976.94420390936,4731.905869790824,3628.720470715888,4422.296903750266,4534.180890224921,6202.135135107691,3782.65133042557,5355.435864921014,4945.5874302029315,6469.248760273848,4934.722713151713,5777.381873824783,5746.572878934841,6065.210307073255,5602.075667338133,5133.531272547853,4335.590521529279,2841.2076115704886,3752.000116470081,2365.921595099213
Carcinoma_AGSCC_2_17_tumorales_linfoides_mieloides.csv,869.2989276411391,1758.4917059869706,1771.292985292575,1308.3310528589977,1330.7598512603556,1250.7814148627197,1003.5800521312989,0.0,1179.1259285313247,1224.5928756617996,3698.254822907979,1841.6764676152031,1520.3693000729663,1247.36706292062,998.2962842028986,1393.9576421307377,1583.3167739789276,1797.9597695900788,1834.4170001799378,1110.1593315490295,1414.9774162803242,3387.2145076557176,877.2864068695654,960.1720345565169,1722.0885766259273,1953.9101197309544,1933.1623338816726,2752.638873321765,1370.7014068776018,1006.1277765894056,1614.5003634225866,2176.0809427521513,3086.7336264897585,1183.4288525793904,1070.84090392388,1212.6802341689536,1038.2175963781492,977.0416571788455,1110.4217519883043,985.2946034661538,1228.2983480478492,1469.6761661557061,1879.7967549871912,1872.3896689471956,1135.6991492297414,3057.204863684824,3523.362940215317,981.4505174908232,2894.638778290912,4615.367828704788,4537.3213534759425,3308.4276717412527,3026.6709937635183,1726.8494751878816,2682.197461469756,3161.9143730902474,2394.0252618240615,1960.6388661289361,3786.481803936602,2776.018430013574,4460.471535398029,4362.753563517294,5122.351339582937,1826.8705419039893,1193.5263352510115,2452.855792483357,2839.6452283100507,5861.510276462424,5413.0093039200865,5015.428689856484,4201.622387142945,3780.5650544196874,4338.284229926004,4454.429102799741,5038.838061228277,4913.620717457314,2615.047981476951,2828.880380390917,2926.5481872701166,4408.265685600502,5065.856140797075,4098.607440103791,4835.872997605388,4863.358532572595,6507.19372487419,4149.313498979401,5662.533371400892,5261.559035172965,6796.861555589073,5249.210723710887,6089.191759299977,6076.5896239471285,6409.028133814162,5946.788412369338,5441.026864301142,4747.646181591277,3199.193433287941,4093.2222429583085,2865.387347421558
Carcinoma_AGSCC_2_18_tumorales_linfoides_mieloides.csv,812.4779922628343,1375.3421136141849,982.7882145449769,1142.9599595025575,738.2809237106658,755.1530228834408,1028.8018057076802,1179.1259285313247,0.0,1273.6715531811979,2840.1607584996063,1131.2270593401454,964.7898420668953,881.5143861000594,791.9892224555467,1965.4736031963425,1988.790004404538,1086.9504485928398,1056.7838843861898,668.190274327435,884.974568851233,2662.7565635630167,764.860156450193,1169.3928280755274,2154.7937653023982,1169.33324754989,1220.8739089307674,1902.5779791981568,952.5708009742237,1073.1877695020894,1483.5668594004844,1391.5516481377588,2265.361646835343,1728.6978115103402,1005.8566580909512,1164.6139389639677,1108.7976167658724,1070.967987586301,941.6635382080299,817.8411091684834,1731.5211396801549,1972.3771613605345,1948.1852666130292,1206.4718725631474,1378.5221944878606,2467.179480519605,2839.148739289701,810.0529705048519,2091.160566775271,3804.862656056681,3817.185743939187,2707.109590906901,2271.5817832802213,1205.5968155620228,2207.229110529084,2665.1154781023847,1814.8085990814736,2103.1473809313884,3137.4035761996656,2217.9195569747176,3701.6672732134452,3448.5406057716687,4188.034061924341,1318.8775758022027,972.0339911505955,2476.5043115941744,2554.2702913083954,5649.12501524975,5120.642378581622,4802.526954727986,3877.9369139519836,3283.840940797102,3957.309689360105,4104.917913585993,4845.2310833468655,4726.153904603026,2632.3715006589127,3042.79415861084,2848.8199166138756,4013.0581712453877,4897.436513636108,3610.6102923472727,4489.397281666888,4701.854640417745,6383.521846325495,3888.3142254588283,5541.042711492095,5125.169874758812,6639.166901049753,5123.345098749403,5953.9792759203965,5915.328041867103,6186.31325713159,5715.453419483602,5316.977013454221,4415.619576759313,3438.6352587187585,4396.515689620718,2675.656812990951
Carcinoma_AGSCC_2_19_tumorales_linfoides_mieloides.csv,1208.0840370069723,1198.7124070877,1720.9965237217436,962.9664133984404,1398.2338906453645,1476.416633945707,832.3967183891102,1224.5928756617996,1273.6715531811979,0.0,3055.807848774613,1906.9001988819093,1842.6947622823693,1406.7594170459815,1251.277419513713,1284.872115782074,1214.1488688277161,1632.1681140010476,1781.4732663881005,1408.908310014357,1244.5968497248864,2784.867874269886,1111.5045107699445,828.7973302888705,1360.4090316862746,1495.642887550132,1616.63029060527,2426.3242041478647,1650.4508162769228,870.2665961820489,1039.0083878878327,1783.6359767413906,2525.4598587834253,1114.2971944144515,853.9550875135252,840.9079920701638,1011.5001958204192,772.3052022093295,782.4898472398888,964.4003227258299,1069.7527701425456,1228.995038156145,1301.4208739819846,1483.5425936534518,808.5923477116972,2365.6230722714317,2852.4706948525104,1416.0741538554096,2431.065798687983,3935.327346552743,3860.5163681356303,2617.544955033065,2409.1802092539465,1327.6900866477429,1976.6305445333717,2487.8997513792624,1786.9119645038702,1373.577831848517,3091.41037389743,2138.302417934783,3793.1969300874543,3887.822788436153,4524.776290058678,1456.5981468575399,980.480407630974,1852.1168873510273,2117.535148785707,5446.9321359884625,4925.912956488115,4580.939018726322,3693.106879346659,3091.3315059501983,3750.3842877690886,3873.5612387147085,4632.370716182783,4530.348416327649,2050.881397313372,2385.911704776736,2334.1235419605414,3814.71850741209,4678.266249467392,3411.8475236665045,4320.149197918474,4473.7420633157735,6164.29728738936,3667.217513674873,5360.9938232237955,4907.13384349292,6436.051065136998,4900.449132598401,5728.973719139349,5701.323043891545,5970.366831963226,5500.539443303429,5119.750892601251,4214.060526353437,2692.0410328014214,3616.0898710092965,2155.0814012708674
