,Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_11_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_12_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_13_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_14_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_15_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_16_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_17_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_18_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_19_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_1_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_20_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_21_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_22_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_23_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_24_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_25_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_26_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_27_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_28_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_29_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_2_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_30_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_31_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_32_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_33_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_34_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_35_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_36_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_37_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_38_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_39_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_3_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_40_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_4_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_5_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_6_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_7_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_8_tumorales_linfoides_mieloides.csv,Carcinoma_AGSCC_2_9_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_4_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_14_5_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Carcinoma_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides_mieloides.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales_linfoides_mieloides.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales_linfoides_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Dysplasia_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales_linfoides_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales_linfoides_mieloides.csv
Carcinoma_AGSCC_2_10_tumorales_linfoides_mieloides.csv,0.0,1775.6732784714102,2223.1716737328074,1139.5019821562325,1159.837110731723,1384.4994840248457,2150.0446668604127,1292.2292140185646,1477.7054340087755,2248.7206150505795,6430.97767454005,4417.261014218906,2859.6494969931437,2393.6683032118185,1414.3740535309523,4238.884799985609,4866.551289358954,1621.9124711669494,3149.554734545566,1193.2525114104812,1088.8260882905674,3752.337990193518,865.2938906768651,1843.324748075152,4680.938472415235,2290.0685330894776,1859.2023674690972,5032.835013562918,3042.3721046166506,2024.578551918824,2918.505600520046,3036.6748329843294,3414.4479670187043,2991.4333079946214,1580.0929515770604,1884.3853537333302,1655.7282502855696,2077.06495815459,1767.0035422688527,1131.4022749251906,4807.65203782252,5393.950572708241,6945.187472782374,1463.0236140937777,3817.81521403139,6180.199786913272,5750.973843672919,1302.2488806761794,4617.14440179163,8945.479256004013,10737.468594729391,8765.716222866435,6920.9420042615275,3136.1562180684623,5402.649639991188,7402.7615334267975,5064.05646736885,5826.791367993477,9530.851823623332,6764.572924617166,17477.639054318814,11808.749136599428,15432.700904036063,2546.733450029244,1270.5555560256207,9891.284326571169,10488.742167907545,26762.090641878003,25027.205436323096,23227.766444786284,17915.178729349176,13629.210102242076,16928.073778147525,16701.15488154349,24503.074850553017,27371.182247116707,11530.1566856241,11943.547374872158,12344.657267202507,19768.770793627315,28395.409385274455,14090.756438233746,23285.75208751005,28182.4484730758,35130.401533690594,17088.08382841628,38976.18217130897,30112.977495652405,39666.60347800695,34075.554066004544,37943.197203334305,33227.81878628876,31473.631261074952,32680.86092924209,33325.373811679616,18871.023118582496,12871.888806351946,11410.734841114445,10411.398984192876
Carcinoma_AGSCC_2_11_tumorales_linfoides_mieloides.csv,1775.6732784714102,0.0,3364.4693137459817,1153.3576707737946,2356.500255279492,2647.4971841904035,2367.4046493518254,2634.3424768571513,2893.0328403031995,2258.155569993979,6957.480120230895,5409.190581054665,4193.21211730249,3415.8870220079357,2725.1671147959096,4100.97569222846,4482.369323755743,2919.05409912471,4146.716155099485,2676.4164186232833,2107.5475234313167,3937.5252433691294,2088.5084492575297,2007.9190464693565,4488.513802772083,2727.970412739672,2383.6434936088517,5959.340128948778,4442.863972896454,2367.2864633144454,2175.770429633033,3970.1343239322614,3906.3592384545077,3166.1853487964295,930.8247075946695,1591.8183923629354,1430.2845979703354,1915.716958488211,1226.7168568920931,1555.384671423105,4367.634199023442,4903.8575742403,5558.553700624639,1001.0123949215283,3079.2160187684653,4753.9370497846385,4895.148511414297,1913.957189412627,5259.21705748235,8417.493639289385,9980.140039883889,7617.661352987839,5741.921532352954,3387.1332542963605,3772.1942966232386,6232.7045912162885,4453.835312726614,4153.803670679324,8614.812675667064,5941.133196548577,16618.615015460586,12362.133708130397,15807.76079124648,3495.9600045790544,1966.9265726205363,8561.47684288077,8852.035000750655,25282.182505915225,23510.13102103382,21686.492584783777,16294.963389167002,11954.366847113917,15372.627888576813,15158.516742852975,22953.630556467444,25809.42725392478,10214.481575320346,10705.72459717708,11007.569172586638,18216.458678070525,26838.150191158533,12483.54186514803,21728.625144423895,26623.65225659712,33609.445962901285,15535.582402703601,37440.639224273466,28558.478920447124,38080.08804921935,32501.562033406502,36387.34912026593,31700.57081054234,29999.354662215686,31143.658589398012,31768.98121070901,17279.063185397084,11679.466421613335,10646.5107870623,8939.457935233811
Carcinoma_AGSCC_2_12_tumorales_linfoides_mieloides.csv,2223.1716737328074,3364.4693137459817,0.0,2806.238875658636,1108.2605065516063,964.7922166743862,4208.863865654273,2661.905961008299,888.007209646682,4335.855247247919,4522.358660449693,2262.797633576894,1031.9912995884365,968.6374624192268,1336.1898207632996,6373.492174059751,7063.768924164366,693.8183404771246,1197.7311011135723,1419.2786786255372,1564.1366935456274,3243.115931567462,2571.996934110916,3901.305032697401,6800.580219374703,1698.9886942828334,1634.007840778872,2846.817889127642,1430.47320066249,3998.367919733222,4502.289762891458,1371.9425613647775,2225.08429383619,5069.879351484949,3487.8623454562926,3863.802360593017,3763.8137835781677,4241.388713575505,3862.2406853907423,3234.276341757603,7007.249312336515,7584.028102142067,8789.230022831125,2924.2816852604847,5969.778662284513,6455.873194562599,5454.750879009226,3201.952191297098,2896.071455384635,7954.0792627571855,9970.903112908441,8833.858138063375,6993.891636074458,2866.0064158174873,6013.33402913131,7402.699063575845,4749.285237637394,7160.099354210313,9075.557784324963,6387.047610165294,16688.71743143359,9747.843013937645,13442.4377506644,1481.0799615496048,2089.674946958747,11794.140863173208,12193.015933030949,26818.29605747822,25140.99772199899,23420.83424306428,18311.898616446135,14215.514397423402,17366.407539098003,16965.228098499927,24744.344487378843,27762.07329056755,13472.572516785876,13982.714777094483,14228.369711955884,20038.547172803294,28815.20292124831,14523.392273078043,23593.355660279747,28645.855086414565,35264.865132206476,17691.41107542508,39851.130635739064,30641.805226011773,40000.42846857332,34607.721103276774,38468.21326717592,33385.309083104934,31515.365003456027,32863.9152548592,33838.8094351196,19148.164692318038,14951.971260864384,13619.747333260693,12012.051629855314
Carcinoma_AGSCC_2_13_tumorales_linfoides_mieloides.csv,1139.5019821562325,1153.3576707737946,2806.238875658636,0.0,1756.4983137838678,2014.2564592036565,2044.7935888329198,1958.1964206535729,2195.2998710289894,1989.3365029499214,6627.69728401496,4846.532353853015,3574.2305981357626,2931.431833342743,2064.4107138678346,4077.3381806942057,4639.8732033767255,2313.62887570557,3714.9770472263676,1942.0887184340306,1426.332254690143,3839.700800576091,1427.41763003163,1513.8509818652146,4505.8554017375545,2514.5204173918814,1996.5654071531367,5508.583571907366,3772.9470322465454,1963.7423879669213,2124.260716370088,3382.1292122426253,3736.4876539954707,2884.3408195963475,948.7932838185671,1365.303572414506,1216.4679402136574,1787.7117908189944,1319.832766524569,1046.7745896414876,4526.765351456913,5092.335126836292,6265.679324682085,714.2266876038968,3439.957591777541,5352.061919851131,5388.224922096952,1276.2344164786773,4927.994093884623,8809.636094766265,10427.696928113906,8165.954832656675,6388.016648319323,3209.430406039353,4530.478336674572,6842.265880566867,4855.196625925402,4770.431845009124,9099.412259496536,6427.585438940478,17099.31293062492,12066.864274046706,15668.868351442015,2991.6525255196216,1322.6821512211527,9311.835986797912,9698.160003590536,25927.082267762955,24180.545248773265,22356.765087850104,17022.227480905072,12722.412722260853,16037.485562812511,15832.163576598945,23615.020821283564,26466.249502312065,11046.855097145972,11475.64340788855,11838.520240914773,18878.123613941054,27493.191602277624,13197.560761627588,22389.660645804302,27284.49212137767,34262.73355668628,16211.135043221244,38168.98977561065,29227.90101377283,38773.07737199372,33183.8205657599,37055.616258442846,32355.868797673807,30670.002832827373,31802.972189735578,32436.49556386943,17989.693319629205,12425.166540278131,11095.818892148429,9693.017377314001
Carcinoma_AGSCC_2_14_tumorales_linfoides_mieloides.csv,1159.837110731723,2356.500255279492,1108.2605065516063,1756.4983137838678,0.0,740.3854995873616,3190.014493686847,2006.589754004133,734.0179414356531,3293.996586863547,5378.602167941805,3279.305322262238,2014.7411559916286,1651.2342369394844,1191.9002530604027,5341.9155512867555,6005.292972679093,822.8489182873808,2041.0909672621324,1126.610232200704,831.1653417649928,2955.5850695727545,1690.1871613303485,2862.7391901460055,5775.25364983548,1516.1850673129813,1162.3883142772308,3890.8223799794227,2294.216464324003,3010.473698070166,3451.029968283184,1906.0659127662777,2430.7022562458487,4057.1148755086942,2431.0991755752207,2814.4337879734544,2698.232580926718,3173.278050948135,2794.2116213028053,2171.1318712749157,5938.151528848188,6515.358122907885,7782.0747718556595,1907.0487130647853,4898.28203796979,5937.341879612535,5231.842393765305,2251.348984009336,3537.4017201724764,8209.6336125489,10080.514428479077,8410.24223605912,6507.552864019526,2524.6991589995387,5267.382322191259,7002.734335541819,4480.300180283311,6180.872993316744,8963.524128415615,6213.735458228412,16829.64107690777,10721.741821476064,14368.989317003177,1479.0160181554338,1203.9200040149926,10775.8002452588,11184.951574190723,26479.766188109257,24767.623341984003,23021.54777086091,17796.411550499786,13582.105121899443,16871.055788238922,16497.538138496682,24325.70429310762,27293.242208007432,12445.435288545585,12920.978126838978,13218.813831607156,19601.27390740553,28340.00275932896,13985.779228500314,23147.97527003165,28158.258198950174,34898.60740812028,17156.23948642886,39280.14960980456,30140.192437175887,39530.792606157214,34095.34587026402,37965.36757661086,33000.02832813071,31165.60611991043,32467.797397053382,33339.37911087131,18676.21849924821,13880.385559167345,12547.203639427833,11093.913073937205
Carcinoma_AGSCC_2_15_tumorales_linfoides_mieloides.csv,1384.4994840248457,2647.4971841904035,964.7922166743862,2014.2564592036565,740.3854995873616,0.0,3444.834210380077,1984.423072014099,566.7151531510756,3548.3471619149614,5168.719087336979,3047.23011026572,1596.3906231119706,1249.8638107571267,543.474419553054,5597.2258950570285,6240.792545050947,586.219158491244,2045.3814429956649,882.3506020424238,1052.8467886550573,3529.5683487805054,1886.6197006497805,3110.340773254283,6034.3168902194475,1837.6034824916117,1594.0935318526633,3660.0025114038694,1850.0248221190948,3262.361355456557,3830.3159097131083,1994.6256481941657,2761.5184329595895,4316.530255355269,2685.3782699039325,3059.3431600957165,2918.964337762542,3398.5334950956717,3015.8363737972536,2405.7350143034,6164.528516033647,6743.826783989997,8034.7257276410755,2169.3462408056093,5119.108506142662,6320.975800488543,5486.456724222729,2485.0570201348437,3558.8129585532733,8347.231580356816,10260.030161077275,8815.058364827935,7002.379254583958,2806.1374617919573,5800.9762982255925,7421.655577816718,4771.962430838302,6603.896745989578,9200.568145833582,6437.0067825288015,17010.61874331281,10463.467372996334,14124.712865418287,1964.068263905327,1649.8050637187287,11024.434359648976,11483.70750395871,26735.863215720965,25050.65330791547,23284.75001583738,18119.262946550756,13999.52278273753,17109.272571773607,16829.097300370715,24585.71689662837,27534.917397372963,12699.863170253353,13183.107954656387,13460.955662691415,19863.396588872834,28569.575448153162,14308.214639981486,23400.89947087861,28380.238904358477,35151.603546317994,17361.771632382362,39358.93730199691,30348.695173756798,39819.453614195045,34317.34431521884,38174.89168596008,33266.56539689534,31462.14884087209,32735.452646337126,33550.161581553606,19009.17075423774,14138.275075131158,12774.421724436655,11312.67658467098
Carcinoma_AGSCC_2_16_tumorales_linfoides_mieloides.csv,2150.0446668604127,2367.4046493518254,4208.863865654273,2044.7935888329198,3190.014493686847,3444.834210380077,0.0,1762.431295634366,3410.688045181147,488.4554667829807,8549.68545776333,6434.721459847147,4787.6509382815,4506.659720144061,3508.1098644626863,2175.5418219915373,2881.796684341569,3612.447065346494,5149.278125624292,2949.035532766753,3113.4006075974835,5415.170239608643,1734.0287819478601,708.8552021130716,2633.7397861619074,4328.258925309922,3920.027452174707,7047.667989831149,4937.855302590246,602.7110158487989,1624.72733242831,5079.470601837114,5345.485963370579,929.3899905925322,1613.0646855162424,919.318468361068,1093.4345905814348,626.3443537077545,1280.9453012681136,1168.0704615017144,2915.2835366304926,3499.370225771649,5604.865144215501,1711.216689233116,2019.4279056930118,6856.074451227899,7190.230316964706,1304.5129995055909,6713.393828888466,10694.41319676202,12272.605373127806,9851.755120521799,8028.701345243944,5212.1151349950005,5757.67578451068,8490.338323449998,6713.688240207267,5047.204790568146,10903.995833023091,8234.96901353242,18898.245413008746,13900.531061610307,17546.164598202162,4566.529361666864,2377.827559799956,8467.48162535542,9197.918918483416,27096.519153258734,25316.587333323565,23340.685279881054,17926.094694991163,13503.334395797261,16832.697567802148,16906.990095138313,24551.066817887368,27227.558176216196,10037.302094168741,10257.688440466496,10965.080858899564,19862.226834732028,28248.62687266169,14119.3272812134,23285.619415312052,27964.530692402714,35303.31882327733,16811.46708285264,38447.82209937178,29825.48016573812,39643.51275812305,33807.44896249855,37664.087898651334,33386.78892692456,31923.942639082343,32810.67203406045,33063.13126923642,19021.30005032162,11120.04449315303,9491.050478998004,9295.167221629554
Carcinoma_AGSCC_2_17_tumorales_linfoides_mieloides.csv,1292.2292140185646,2634.3424768571513,2661.905961008299,1958.1964206535729,2006.589754004133,1984.423072014099,1762.431295634366,0.0,1875.9028841119336,2096.8145840516404,7100.945363623929,4892.1641428106705,3212.6677771363006,3109.753797604313,2038.128166648683,3739.826809584334,4486.897204663731,2145.906459893929,3710.358696444441,1547.112859217104,1805.0670269512302,4852.43679509616,841.4975027000556,1702.427188759578,4232.831853628521,3482.900043311404,3077.387080507275,5490.50044264541,3350.5093465046343,1659.411507040473,3176.5061027723277,3590.020714559881,4346.499945913269,2474.057527481847,2112.1227031394187,1977.686555703189,1759.7300676090158,2017.0562267929445,2035.5122739227827,1374.7494502102782,4540.585447214109,5110.728338807293,7100.784927785563,2150.5319752796,3626.9160752291004,7125.318468224192,6892.939577788359,1443.7962779766817,5308.476274683856,10102.748374030962,11900.745761575357,9920.921534453797,8130.438381717871,4292.694396298224,6371.722382859442,8558.183794260698,6234.098151925607,6391.572813431394,10676.292754223829,7902.268722446229,18633.00679667158,12369.230760002118,16044.067003231175,3282.898257185611,1810.0283892177993,9980.004331468424,10806.29024662146,27639.55016141094,25899.298646570238,24014.252437894924,18702.237034312137,14450.147304952177,17612.664071862746,17555.28829735047,25266.30982098888,28035.521337710852,11543.515598954942,11853.870536696699,12449.740547583951,20536.53819406596,29056.589781651048,14871.668310951447,24021.440757495813,28807.286650896025,35944.22343838197,17676.55757845711,39372.540866180614,30701.128804117125,40412.11766747792,34678.42887926024,38536.650765626575,34039.59287909564,32414.656650160578,33479.35445120057,33926.618000107315,19699.945786060973,12742.99977266415,11100.158803973518,10688.309260274673
Carcinoma_AGSCC_2_18_tumorales_linfoides_mieloides.csv,1477.7054340087755,2893.0328403031995,888.007209646682,2195.2998710289894,734.0179414356531,566.7151531510756,3410.688045181147,1875.9028841119336,0.0,3556.3509839207773,5359.5249403595735,3097.495847383713,1438.1133853714769,1423.857573824451,903.028672100422,5568.784256713971,6284.954383080105,603.7463143330897,1952.6013855316278,664.7152069468906,1224.6283601175642,3505.733001347585,1735.888076632357,3136.7119594417827,5988.027366595008,2062.416930158921,1797.0589146894022,3669.000098220525,1687.7677850652537,3177.487193351984,3957.550211763815,1863.7917425896865,2783.399477983898,4266.394419785453,2858.209576618859,3185.047289084225,3056.0533563955632,3511.827445130782,3163.572562925559,2488.280452952999,6263.678850292703,6838.827940522196,8248.61440244785,2361.355494619392,5256.494235187017,6549.423780595791,5796.840359901285,2357.637855036396,3687.262576235,8656.129505777446,10564.096062799099,9050.47288946674,7202.515491792075,3103.3227898341806,5978.8399083695795,7649.9159971889985,5037.111573233866,6813.942597667623,9483.890430375412,6741.137226285824,17314.972904569095,10600.844266426058,14292.954218922272,1688.4781249719263,1498.0009371275037,11238.095121016779,11710.803651197371,27049.31192823909,25355.104186123634,23585.772840720863,18389.204116832527,14239.117372262772,17417.569592783802,17102.08474444195,24890.23041358095,27841.005493269433,12899.17414483094,13348.38670228989,13685.228919269632,20164.62425609773,28880.156164111282,14575.209432241933,23700.539293919053,28696.19628989846,35459.87276591473,17684.47101385975,39781.00830306243,30675.754144177354,40111.25069146526,34643.34527941975,38500.071908107726,33573.277709529575,31762.58100584144,33039.68699421166,33876.00618691448,19280.263006323225,14295.1484679723,12874.34093142785,11585.57123160168
Carcinoma_AGSCC_2_19_tumorales_linfoides_mieloides.csv,2248.7206150505795,2258.155569993979,4335.855247247919,1989.3365029499214,3293.996586863547,3548.3471619149614,488.4554667829807,2096.8145840516404,3556.3509839207773,0.0,8516.635416962908,6484.89050724984,4930.436984414711,4588.041091642528,3581.029560419543,2173.189461314721,2855.828266618931,3717.084727016579,5249.727282946412,3060.4839299874043,3154.908824524092,5343.095953136706,1907.6171130022012,691.1830190374259,2616.7385534444556,4322.144518204658,3887.2500000506957,7155.4755839144445,5095.752084587625,788.1554788011607,1234.6680176952923,5099.149011069515,5298.132063519726,1094.1583948314378,1558.9967111796072,825.6631771098421,1022.3148683420034,713.6276023613472,1206.7470763462918,1205.3107536097828,2891.1932696656936,3452.858665247572,5379.959522270348,1711.5555095349787,1970.5782075892907,6587.0571779977545,6993.725912956007,1408.353997913268,6739.909025355599,10540.876599822184,12049.847638579897,9579.874507695286,7766.804498859675,5148.571948819994,5450.897514843171,8232.679139404014,6599.615135150637,4638.910505917803,10650.836235612647,8034.257210719613,18645.431358841885,13906.744131364532,17549.482674364794,4663.935273904221,2455.2366274251067,8284.338002917184,8916.311859858472,26758.694826280665,24969.684807805672,23002.345747186166,17556.56061243461,13124.92628623969,16500.12950530976,16560.277792263816,24212.44773652741,26904.29495671068,9940.832513596333,10167.895108440853,10847.009587735916,19522.66570924072,27927.081007154746,13756.931118414772,22947.029875667988,27654.07182465477,34964.13186109638,16512.75962703608,38207.79734904126,29534.432372308143,39293.90504360034,33499.80422232776,37370.06881024963,33046.97056222699,31566.430427684114,32472.930635575212,32763.49612533901,18659.593613659003,11039.405897613427,9447.991251669682,9062.569247117935
