Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Vimentin,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,TDA
847,1272,1564.7344300822565,215.2608695652174,51.78495887191539,385.0810810810811,2658.143360752056,3717.9952996474735,145.37602820211515,245.9071680376028,60.24559341950646,3672.31374853114,1547.1045828437134,244.03877790834312,334.3948296122209,2329.828437132785,4038.903642773208,1204.883666274971,267.2737955346651,2463.5005875440656,3003.628672150411,463.6462984723854,91.31844888366628,995.2455934195063,3892.842538190365,703.6321974148061,540.8108108108108,376.98237367802585,3381.878965922444,535.888366627497,312.26556991774385,317.7802585193889,56597.75440658049,28538.49001175088,851.0,36.03067236119705,30.61694690727819,0.5271910971730396,0.9648526077097506,0.736159169550173,0.6270921980892833,HNSCC_7,HN,1,HNSCC_7,effector CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
2132,2938,2048.6632653061224,227.67857142857144,84.55272108843538,391.328231292517,3726.566326530612,2157.891156462585,167.1360544217687,207.2108843537415,51.45918367346939,4987.068027210885,1057.6989795918366,222.31292517006804,326.1445578231293,1815.180272108844,5426.522108843537,847.1921768707483,360.1700680272109,548.0017006802722,4064.141156462585,511.20238095238096,134.0374149659864,1233.8078231292518,5349.408163265306,195.70408163265307,676.6054421768707,894.6479591836735,4374.697278911564,486.1292517006803,234.5748299319728,292.5867346938776,56467.27551020408,28643.04761904762,588.0,31.38540325424069,23.89756143481488,0.6482556045780022,0.9751243781094528,0.75,0.8069230870862529,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
3330,4479,1620.8938848920864,770.1079136690647,108.58992805755396,406.3147482014389,2821.7589928057555,1951.9964028776976,154.58453237410072,208.57194244604315,63.32913669064748,4247.264388489209,1297.086330935252,237.3615107913669,417.8794964028777,3160.8291366906474,4855.325539568345,1048.3579136690648,369.7553956834532,583.3902877697842,3727.947841726618,486.40287769784175,110.94244604316546,1488.2176258992806,4628.820143884892,185.25359712230207,181.5413669064748,148.51258992805757,3977.127697841727,1072.0305755395684,258.4154676258993,273.1654676258993,55851.17266187051,28006.669064748203,556.0,31.421938520025243,22.854264099540465,0.6862829829308823,0.9703315881326352,0.7554347826086957,-0.1229107680408275,HNSCC_7,HN,1,HNSCC_7,memory CD4+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
3604,4815,1588.4166666666667,337.59027777777777,61.24768518518518,349.2800925925926,2647.349537037037,3689.016203703704,152.50925925925927,204.6921296296296,53.93518518518518,3586.6689814814813,1803.875,255.59259259259247,320.32175925925924,1379.601851851852,4087.196759259259,926.3101851851852,343.89351851851853,504.5208333333333,2964.615740740741,482.162037037037,171.89814814814815,1447.1875,3841.539351851852,180.2685185185185,430.5,171.6412037037037,3374.8310185185187,475.5023148148149,434.2175925925926,278.25231481481484,56346.7037037037,28295.39583333333,432.0,26.682826017927177,20.663180761471683,0.6326963118131023,0.9664429530201344,0.7619047619047619,-1.4237461566811862,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
3642,4866,1347.019693654267,718.6258205689278,72.38949671772428,351.671772428884,2266.682713347921,2803.019693654267,141.96936542669584,204.5995623632385,63.0328227571116,3406.783369803064,2201.8380743982493,222.30415754923413,307.6761487964989,1435.6498905908095,3891.582056892779,1083.3435448577682,501.2691466083151,686.1028446389497,2979.078774617068,459.7724288840263,102.30853391684902,1867.711159737418,3777.072210065645,171.1487964989059,213.109409190372,81.02188183807439,3266.934354485777,849.2122538293216,379.5492341356674,264.8949671772429,55838.08315098468,27983.06783369803,457.0,26.21126835924835,22.342804612971143,0.5228704062283853,0.9600840336134454,0.7359098228663447,-0.1148164345424563,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
3683,4919,1246.7413793103449,197.8563218390805,81.97701149425288,472.9597701149425,1778.117816091954,2976.9913793103447,147.92816091954023,193.632183908046,53.23850574712644,1936.6408045977007,1017.4942528735633,282.1982758620689,357.5632183908046,4516.459770114942,2438.629310344827,1189.2586206896551,527.3534482758621,533.9367816091954,1790.7586206896551,435.0287356321839,4863.899425287356,522.0890804597701,1769.117816091954,181.8275862068965,188.5919540229885,3970.0086206896553,1736.2040229885058,499.3764367816092,389.2413793103448,280.64942528735634,55979.39655172414,28744.591954022988,348.0,24.344518737250407,18.41423012382533,0.6541076314565057,0.9508196721311476,0.7565217391304347,-1.1641101178256057,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
5419,7092,1649.141414141414,245.989898989899,86.09494949494949,442.5414141414141,2983.6343434343435,1573.5252525252524,151.95959595959596,251.2929292929293,61.660606060606064,4030.7515151515154,940.1575757575756,234.86464646464648,375.02222222222224,3716.911111111111,4224.391919191919,1334.1232323232323,421.440404040404,2058.769696969697,3234.1434343434344,458.0929292929293,423.68888888888887,773.430303030303,4289.717171717171,213.5757575757576,285.53333333333336,150.0121212121212,3567.3454545454547,588.810101010101,309.86262626262624,858.0848484848485,56410.38787878788,28615.777777777777,495.0,27.26171555418212,23.18222775608149,0.5262040078868038,0.9724950884086444,0.7932692307692307,0.9991865329862336,HNSCC_7,HN,1,HNSCC_7,effector CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
5845,7610,1575.6291390728477,136.71523178807948,57.48675496688742,340.3476821192053,2527.122516556291,1499.1026490066224,146.60596026490066,209.36092715231788,67.26490066225166,3866.649006622517,1078.291390728477,254.5728476821192,372.4039735099338,1674.0529801324503,4443.059602649007,906.725165562914,385.771523178808,3066.887417218543,3508.572847682119,470.3741721854304,101.87086092715232,2734.4039735099336,4519.0,306.4701986754967,266.56953642384104,124.50662251655628,3737.3245033112585,927.476821192053,547.3907284768212,270.271523178808,56151.62582781457,27855.96357615894,302.0,22.682818972564217,17.060758445384902,0.6589981720196232,0.9467084639498432,0.7294685990338164,1.405152739205485,HNSCC_7,HN,1,HNSCC_7,memory CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
7140,9239,1526.6034912718203,222.11720698254365,71.61346633416458,313.58354114713217,2455.573566084788,1426.6109725685783,145.5660847880299,197.9501246882793,60.785536159600994,3366.219451371572,988.7306733167082,242.51620947630923,292.84039900249377,879.8678304239402,3912.982543640898,820.1346633416459,153.77805486284288,544.5610972568578,2898.9476309226934,435.52369077306736,100.50872817955111,1884.5311720698253,3900.379052369077,171.5635910224439,282.5985037406484,175.46134663341647,3662.743142144639,476.94014962593513,297.713216957606,259.8678304239402,56573.38653366584,28408.86533665836,401.0,23.61512010251863,21.65714561900846,0.3986846089184507,0.9593301435406698,0.7956349206349206,1.5438328079406614,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
8064,10374,2051.5477528089887,246.4129213483146,102.91573033707866,412.4325842696629,3456.0140449438204,1722.061797752809,174.58426966292134,213.3988764044944,55.061797752808985,4223.449438202248,971.5842696629212,264.29213483146066,281.17134831460675,1507.1095505617975,5096.261235955056,822.7780898876405,182.80898876404493,602.6095505617977,3699.1348314606735,523.8679775280899,291.5674157303371,516.188202247191,1716.8174157303372,166.89606741573033,3546.1516853932585,850.0365168539325,1917.6601123595503,467.6910112359551,105.42696629213484,290.2134831460674,56042.86797752809,28818.073033707864,356.0,23.037745512752178,19.687424646559773,0.5193320496047176,0.964769647696477,0.7705627705627706,0.7886468926086899,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
8082,10396,1358.9076517150395,419.7203166226913,440.58575197889184,345.0712401055409,2170.854881266491,3171.3852242744065,144.24802110817942,269.9630606860158,68.7018469656992,3289.543535620053,1145.168865435356,232.86015831134569,323.7651715039578,1271.8232189973614,3628.390501319261,1107.664907651715,773.3562005277045,1784.6490765171504,2960.0,489.6517150395778,105.1820580474934,1523.208443271768,3816.9920844327175,175.33509234828497,208.688654353562,120.30343007915567,3090.3456464379947,1126.54617414248,624.9868073878628,272.7335092348285,56139.57519788918,27896.13984168865,379.0,23.22045494123886,20.826351598361047,0.4422399127425782,0.9643765903307888,0.7490118577075099,-0.7539548498746418,HNSCC_7,HN,1,HNSCC_7,memory CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
8798,11286,1950.178272980501,535.2757660167131,133.34540389972145,368.0557103064067,2914.058495821727,4546.2757660167135,193.21448467966573,214.04735376044567,54.09470752089136,3733.855153203343,3132.016713091922,259.36211699164346,291.0974930362117,1638.3119777158774,4485.871866295264,1080.2646239554315,399.47632311977713,1080.598885793872,3363.061281337047,572.2061281337047,141.71309192200556,873.8300835654596,4423.16991643454,208.53203342618383,3034.1559888579386,365.9693593314763,4108.069637883008,597.4791086350975,324.5849582172702,446.7883008356546,56526.18662952646,28178.880222841224,359.0,23.49252651503616,19.487718904127068,0.5584644706151797,0.967654986522911,0.7770562770562771,-0.7080134290704541,HNSCC_7,HN,1,HNSCC_7,CD4+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
9086,11644,1358.6176470588234,377.5972850678733,73.03619909502262,342.6674208144796,2493.214932126697,1524.7488687782804,136.23303167420815,203.2692307692308,63.11085972850679,3339.563348416289,920.3800904977376,251.3891402714932,326.8031674208145,1798.8325791855204,3609.244343891403,1006.0701357466064,683.8099547511313,570.9751131221719,2803.2488687782807,434.83031674208144,98.58371040723982,4577.89592760181,3839.671945701357,194.90723981900453,456.30542986425337,136.24660633484163,3259.226244343892,567.079185520362,901.4366515837104,953.1606334841628,56043.47511312217,28430.735294117647,442.0,27.597029419243395,20.998741829089816,0.648862272566108,0.9505376344086022,0.7441077441077442,-0.1237966345312665,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
11244,14268,1723.2772585669782,255.8629283489097,114.88161993769472,472.4859813084112,2888.797507788162,1693.3894080996886,164.77570093457945,213.82866043613708,49.64797507788162,3884.931464174455,892.3146417445483,269.7632398753894,369.54828660436135,3006.9595015576324,4565.6978193146415,830.6978193146417,197.6355140186916,557.2647975077882,3385.6168224299067,513.4610591900312,125.02803738317758,491.92211838006233,4130.093457943925,190.05295950155764,2599.7570093457944,682.196261682243,3457.9158878504672,449.7507788161994,106.89719626168224,276.81619937694705,55941.78816199377,28647.38629283489,321.0,22.7426670141425,17.9758090670744,0.6125908000873774,0.966867469879518,0.7642857142857142,-0.8146249490779317,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
11419,14480,1486.9370078740158,633.5249343832021,105.02099737532808,399.3254593175853,2233.6246719160104,3188.288713910761,164.58005249343833,394.0498687664042,83.7769028871391,3310.9291338582675,1179.501312335958,252.01837270341207,377.8503937007874,1077.4304461942256,3890.6456692913375,1118.6692913385828,1472.9055118110236,1785.01312335958,2965.740157480315,504.753280839895,243.8425196850393,731.9448818897638,4036.874015748032,195.5564304461942,200.20472440944883,128.0524934383202,3384.5853018372704,1332.3097112860892,245.1916010498688,613.2309711286089,56181.82939632546,27676.1469816273,381.0,23.894103566721046,20.45821797140291,0.5166385206630061,0.971938775510204,0.7559523809523809,1.236202416316054,HNSCC_7,HN,1,HNSCC_7,memory CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
11534,14626,1752.2989417989418,254.32010582010585,98.25661375661376,339.515873015873,2975.8809523809523,2158.126984126984,149.6931216931217,189.65079365079364,53.63492063492063,3742.928571428572,858.0661375661375,242.7089947089947,331.1428571428572,1984.8333333333333,4239.179894179894,801.6349206349206,301.23809523809524,629.7301587301587,3155.1560846560847,455.8253968253968,680.6693121693122,1914.190476190476,3964.198412698413,176.83862433862433,1098.100529100529,167.2089947089947,3287.798941798942,460.14814814814815,402.6190476190476,265.55820105820106,56275.01322751323,28806.40740740741,378.0,28.769096991580103,16.888934887705215,0.8095497563092588,0.9667519181585678,0.75,-0.2314368308974178,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_4
