CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
128,1634.116828929068,101.33379694019472,55.208623087621696,615.0778859527121,11.43393602225313,2056.627260083449,366.6383866481224,235.1961057023644,1126.4186369958277,2356.575799721836,445.1223922114047,2817.923504867872,1147.2086230876216,3311.6314325452017,384.528511821975,253.8497913769124,199.6578581363004,2036.2878998609176,2707.518776077886,164.8789986091794,198.5563282336579,2903.453407510431,1090.2809457579972,280.31849791376914,462.9457579972184,782.5173852573018,326.8066759388039,212.5813630041725,1090.9193324061196,415.2072322670376,17712.954102920725,16388.517385257303,719.0,32.13149741531157,28.735445528960444,0.4474524990990209,0.9742547425474256,0.7489583333333333,1.1263092469614022,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
142,3030.0,223.71296296296296,128.71064814814815,619.9513888888889,60.15972222222222,3626.555555555556,481.0439814814815,226.63194444444449,1147.962962962963,4016.238425925926,440.2824074074074,1547.8657407407406,1110.2592592592594,6034.425925925926,517.3564814814815,1816.7777777777776,163.50462962962962,3656.796296296296,2172.425925925926,169.5,125.23148148148148,5169.252314814815,490.9398148148149,541.4861111111111,456.5439814814815,743.5324074074074,323.3032407407408,136.65740740740742,1129.298611111111,414.7268518518519,17527.618055555555,16281.761574074077,432.0,26.53990888407501,20.76546160207091,0.6227460864215734,0.96,0.7552447552447552,-1.2742196917546529,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
143,2001.9418344519013,77.96196868008948,43.069351230425056,614.8568232662193,13.635346756152126,2414.2170022371365,466.5704697986577,286.668903803132,1125.340044742729,2818.8926174496646,522.4496644295302,2480.4093959731545,1122.807606263982,3793.7539149888144,401.6331096196868,338.3736017897092,177.9888143176734,2172.44966442953,1966.3534675615213,165.04697986577182,144.579418344519,2671.530201342282,446.5190156599552,310.4496644295302,493.5458612975392,739.6241610738255,314.06711409395973,129.15436241610738,1113.0022371364653,412.7986577181208,17921.41163310962,16443.36689038031,447.0,26.026342714644848,21.913844495574573,0.5394976782222279,0.9696312364425164,0.7773913043478261,-0.9381283298068784,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
156,3695.566420664207,164.78044280442805,55.48154981549816,614.1531365313654,12.749077490774908,4178.428044280443,541.5147601476015,312.8653136531365,1130.6476014760149,4972.016605166052,482.9022140221402,3589.9944649446493,1116.7952029520295,5842.859778597786,460.5092250922509,362.3468634686347,212.78228782287823,3204.787822878229,1700.228782287823,165.9741697416974,164.56642066420665,4075.8874538745386,1152.8136531365317,331.0369003690037,453.7158671586716,789.9760147601476,307.98339483394835,170.80627306273064,1080.8579335793358,384.4944649446495,17066.702952029522,15298.88376383764,542.0,27.177759216992808,25.590439264681816,0.3367477671339162,0.9575971731448764,0.8017751479289941,-0.6145987777678253,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
254,3553.7892156862745,110.33496732026144,48.52941176470589,612.6977124183006,15.326797385620916,4136.269607843137,519.6192810457517,343.19117647058823,1122.3235294117646,4943.772875816993,497.171568627451,2405.869281045751,1176.6029411764705,5447.450980392156,435.5065359477124,256.97549019607845,186.02287581699343,2849.1029411764707,1716.470588235294,162.59803921568627,130.20424836601308,3113.2287581699347,1514.8398692810458,578.5179738562091,459.5424836601307,746.5718954248366,306.7843137254902,200.3643790849673,1095.2875816993464,412.2712418300654,17498.158496732027,15358.535947712418,612.0,36.00947149090721,21.70253263735555,0.7979757456398376,0.9622641509433962,0.7948051948051948,-1.3548167249725365,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
465,1772.2066276803118,134.53411306042884,64.15204678362574,615.8479532163743,10.497076023391813,2125.0604288499026,450.8148148148149,276.3625730994152,1130.3703703703704,2445.974658869396,445.1033138401559,2426.561403508772,1096.1988304093568,3339.333333333333,443.625730994152,289.6588693957115,200.55945419103315,2043.7270955165693,1764.9337231968811,171.35087719298247,257.7076023391813,2944.682261208577,404.4795321637427,4120.348927875244,456.8791423001949,753.5594541910332,325.7563352826511,131.0682261208577,1119.6842105263158,414.1267056530214,17677.69590643275,16170.300194931771,513.0,26.35640547299681,24.90420891773766,0.3273545822618144,0.9588785046728971,0.7588757396449705,-0.8220480386105005,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
495,3970.910913140312,143.7683741648107,60.75278396436526,614.1559020044543,18.52338530066816,4158.371937639198,713.2761692650334,324.5991091314031,1128.3452115812918,4694.278396436525,594.8574610244989,4548.209354120268,1110.674832962138,5730.855233853007,560.0579064587973,547.0556792873051,174.5367483296214,3044.937639198218,2009.3207126948776,165.1336302895323,142.69265033407572,3230.904231625835,1525.7438752783964,895.826280623608,461.2561247216036,758.7594654788419,312.1670378619154,186.1826280623608,1084.1469933184856,410.4855233853007,17393.18040089087,15641.521158129175,449.0,28.545763886635672,20.05196805671701,0.7117332251648771,0.961456102783726,0.7372742200328407,1.2706409596289805,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
502,2929.6153846153848,149.5351170568562,67.09030100334448,618.6321070234113,127.81270903010034,3026.8026755852843,1791.9565217391305,201.5852842809365,1119.9732441471572,3941.528428093645,1377.8528428093646,5336.197324414716,1107.267558528428,5663.665551839465,700.4782608695652,2295.8929765886287,2399.391304347826,3356.2508361204013,1947.9866220735787,163.87290969899666,126.92642140468227,4247.431438127091,644.9498327759197,1317.2140468227424,500.2441471571906,739.5050167224081,308.58528428093643,279.438127090301,1094.916387959866,414.3678929765886,17526.428093645485,15585.705685618728,299.0,22.752352815511017,16.75693552129746,0.6764457897790289,0.9552715654952076,0.7647058823529411,1.5317487366894451,FAHNSCC_11B,HN,1,FAHNSCC_11B,effector CD8+ T cells,,carcinoma_in-situ_FAHNSCC_11B_1
659,1648.7850070721358,97.51626591230551,42.58698727015559,611.3536067892503,12.21074964639321,2112.609618104668,414.38048090523336,241.990099009901,1121.3083451202262,2047.6577086280056,433.2715700141443,2157.861386138614,1116.7185289957567,2978.6987270155587,404.1471004243281,236.12164073550213,242.26591230551625,1718.4695898161244,1453.1867043847242,164.8939179632249,152.8076379066478,2285.9024045261667,1226.981612446959,1019.2517680339464,456.6181046676096,789.1725601131542,349.8585572842999,292.39179632248937,1127.673267326733,414.2927864214993,16741.570014144272,16715.441301272986,707.0,33.477606379105765,26.925199748781683,0.5942573738062601,0.9632152588555858,0.7618534482758621,-0.9857257428828096,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
679,2193.8637316561844,122.9664570230608,57.53459119496856,614.3333333333334,9.49266247379455,2719.092243186583,401.7631027253669,256.3165618448637,1122.7735849056603,3042.4171907756813,434.0314465408805,3302.8637316561844,1104.368972746331,4113.610062893082,405.0503144654088,226.6142557651992,168.55555555555554,2480.400419287212,2548.6142557651992,165.79664570230608,171.60167714884696,3442.2620545073373,1095.3815513626837,460.4171907756813,456.41090146750525,737.0356394129979,315.04192872117403,126.9035639412998,1105.7463312368973,413.9350104821803,17635.421383647797,16264.899371069185,477.0,30.739081929453462,19.957106249900093,0.7605818098155946,0.9578313253012049,0.7098214285714286,-1.4148161087110709,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,carcinoma_in-situ_FAHNSCC_11B_1
