Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Vimentin,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,TDA
683,1065,1386.942693409742,205.9942693409742,88.54154727793696,396.06590257879657,2347.541547277937,5246.21776504298,170.16332378223495,260.8567335243553,53.75071633237823,3610.206303724928,1866.9312320916904,273.89111747851,326.3810888252149,1640.295128939828,3662.484240687679,992.7163323782236,286.7936962750716,643.9799426934097,2904.3381088825213,500.0916905444126,111.44126074498568,703.461318051576,4215.575931232092,226.0057306590258,782.704871060172,732.7077363896848,3004.957020057306,608.2091690544413,379.9426934097421,300.8710601719198,58499.17191977077,26767.799426934096,349.0,23.19697537398716,19.161022666331856,0.5636498371205672,0.9640883977900552,0.7986270022883295,1.5396590587133403,HNSCC_7,HN,1,HNSCC_7,M2 macrophages,stroma_ad_carcinoma_invasive_HNSCC_7_5
1612,2262,1995.5438596491229,193.23245614035088,72.43201754385964,382.9605263157895,3192.30701754386,5572.769736842105,210.54166666666663,209.2982456140351,53.23464912280702,4343.002192982456,2688.370614035088,266.8574561403509,296.07675438596493,1050.0745614035088,5098.015350877193,1068.2236842105262,309.4188596491228,660.7171052631579,3970.7368421052633,569.1337719298245,115.93640350877192,667.6118421052631,5495.171052631579,218.8201754385965,917.6754385964912,899.8399122807018,4271.921052631579,589.7149122807018,196.71929824561403,298.5679824561403,58387.43421052631,26922.866228070176,456.0,27.09381269497779,21.46701890340833,0.6101033833188096,0.9764453961456104,0.7916666666666666,-0.749230420115669,HNSCC_7,HN,1,HNSCC_7,M2 macrophages,stroma_ad_carcinoma_invasive_HNSCC_7_5
2673,3643,1397.3615384615384,402.84615384615387,64.43589743589743,450.7384615384616,1987.453846153846,4566.469230769231,178.7128205128205,223.55128205128204,57.3,2999.5564102564103,1798.5153846153846,345.0615384615385,382.3538461538462,2840.274358974359,3401.225641025641,1833.535897435897,550.4410256410256,854.5923076923077,2718.7179487179487,607.276923076923,117.63333333333334,1125.7769230769231,3851.635897435897,347.0923076923077,1809.151282051282,527.5051282051282,3021.935897435897,701.9153846153846,763.151282051282,329.46666666666664,58317.85384615385,26302.3,390.0,23.70193946672747,20.96261343827457,0.4666803048951248,0.9605911330049262,0.7707509881422925,-1.0421053137002778,HNSCC_7,HN,1,HNSCC_7,M1/M0 macrophages,stroma_ad_carcinoma_invasive_HNSCC_7_5
5236,6870,1666.020304568528,189.8197969543147,100.24365482233505,444.4213197969543,2591.591370558376,3759.959390862944,187.3654822335025,219.015228426396,56.055837563451774,3919.804568527919,1560.9060913705584,339.8527918781726,374.2944162436549,1585.1852791878173,4742.670050761421,1045.4340101522844,391.7258883248731,1314.7944162436547,3811.378172588833,565.6446700507614,116.5532994923858,896.5786802030457,5355.977157360406,273.15736040609136,835.1751269035533,1382.9263959390862,4085.045685279188,725.5710659898477,261.0862944162437,326.25380710659897,58222.27664974619,26328.984771573603,394.0,22.83536059312184,21.9902669810094,0.2695303807606781,0.9586374695863747,0.7448015122873346,0.8568951932458755,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
5858,7629,1747.6237288135594,208.76610169491525,71.88305084745762,381.1186440677966,2938.330508474576,3284.1542372881354,175.30338983050848,203.25932203389831,49.59830508474576,4171.777966101695,1284.422033898305,267.47966101694914,320.4593220338984,1254.5881355932204,4469.325423728814,966.835593220339,201.99830508474577,638.6949152542373,3535.8169491525423,543.5745762711864,105.35932203389832,622.8949152542373,4861.498305084746,215.4271186440678,2783.406779661017,821.4423728813559,3780.908474576271,548.9389830508475,150.99322033898306,287.56949152542376,58243.398305084746,27232.9406779661,590.0,28.924691072060007,26.039503168671825,0.4353697545436895,0.975206611570248,0.7804232804232805,1.0343204296771036,HNSCC_7,HN,1,HNSCC_7,endothelial cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
5992,7794,1398.5227817745804,175.17745803357317,81.44604316546763,433.9136690647482,2137.359712230216,3089.196642685851,175.67625899280574,214.63309352517985,55.62350119904077,3524.625899280576,1356.4076738609112,355.2589928057554,376.621103117506,2136.273381294964,3927.5299760191847,916.8800959232614,238.726618705036,815.7434052757794,3174.484412470024,538.1486810551559,115.75299760191848,3201.282973621104,4549.78896882494,239.7170263788969,821.4556354916067,562.083932853717,3450.0383693045565,642.9448441247002,457.1774580335732,291.5059952038369,58089.18944844125,26407.45323741007,417.0,23.788544009713803,22.33620394366581,0.3440592993682747,0.9630484988452656,0.7554347826086957,1.2788780939176343,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
6616,8574,1540.5558252427184,321.97330097087377,79.86407766990291,346.95388349514565,2503.17718446602,6044.541262135922,187.4271844660194,214.97087378640776,58.237864077669904,4016.354368932039,1706.4101941747572,243.3980582524272,6551.516990291262,1010.4320388349514,4811.3179611650485,1024.878640776699,711.0849514563107,1190.888349514563,3872.9296116504856,559.6067961165048,4599.043689320389,1630.0194174757282,5612.7985436893205,302.3252427184466,970.6723300970874,185.72815533980585,4378.679611650486,818.4514563106796,715.257281553398,308.3495145631068,58864.27669902913,26820.05339805825,412.0,25.491721096628275,20.734301169416547,0.5817412335819129,0.9671361502347418,0.7847619047619048,0.0706789102620361,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
9798,12522,1404.323782234957,145.4842406876791,83.19484240687679,424.2808022922636,2187.080229226361,4900.180515759313,175.51002865329514,208.16045845272205,74.48137535816619,3608.839541547278,2695.484240687679,394.730659025788,364.0515759312321,2140.876790830945,4058.4212034383954,1056.785100286533,903.461318051576,1023.1747851002864,3272.690544412608,536.9942693409743,112.19770773638967,2660.5759312320915,4596.504297994269,227.87106017191977,536.5530085959886,184.1203438395416,3579.5644699140403,741.7507163323783,504.0859598853869,538.8939828080229,57961.320916905446,26423.994269340976,349.0,23.291417399371056,19.21673101638849,0.5650505080718085,0.9667590027700832,0.7986270022883295,1.5167905825393857,HNSCC_7,HN,1,HNSCC_7,B cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
11884,15054,1611.825892857143,251.86607142857144,65.99330357142857,442.4330357142857,2881.473214285714,2590.6897321428573,169.02678571428572,229.984375,67.65625,4750.765625,1368.9799107142858,286.80357142857144,480.50892857142856,3291.6897321428573,5672.993303571428,1167.002232142857,505.8169642857143,2201.9397321428573,4405.575892857143,540.8794642857143,343.3125,1014.8258928571428,6415.174107142857,219.88169642857144,339.22544642857144,201.515625,4851.035714285715,1434.716517857143,463.2053571428572,412.5959821428572,58988.421875,26694.0,448.0,25.57287465604812,22.317555482599545,0.488249274905095,0.9676025917926566,0.8145454545454546,0.1957948421502172,HNSCC_7,HN,1,HNSCC_7,memory CD8+ T cells,stroma_ad_carcinoma_invasive_HNSCC_7_5
11992,15190,1711.051194539249,412.9795221843003,129.49829351535837,362.5324232081911,2772.8088737201365,6242.696245733789,204.4368600682594,195.3959044368601,51.665529010238906,4397.0,3171.4641638225257,193.78839590443687,281.87030716723547,1082.296928327645,4294.80204778157,1063.1569965870308,401.3003412969283,572.3822525597269,3478.8088737201365,550.8941979522184,162.4163822525597,631.2116040955632,4964.696245733789,242.22525597269623,1093.0341296928327,305.7337883959044,3467.8293515358364,558.6825938566553,618.4982935153583,274.7098976109216,58939.99317406144,27199.98976109215,293.0,20.576375586531142,18.217760437968497,0.4648819726231608,0.9766666666666668,0.8138888888888889,-1.514566406133142,HNSCC_7,HN,1,HNSCC_7,M2 macrophages,stroma_ad_carcinoma_invasive_HNSCC_7_5
