cellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,phenotype
310242,7581.63411078717,723.838192419825,209.217201166181,496.465014577259,18.7930029154519,2974.19533527697,414.071428571429,290.094752186589,979.571428571429,5601.44460641399,858.950437317784,2932.66763848397,1084.03644314869,3692.03206997085,586.47084548105,197.3527696793,1758.32653061224,2862.70262390671,939.214285714286,217.677842565598,1013.03644314869,5645.90379008746,1677.52478134111,1666.80466472303,490.180758017493,2783.60932944606,531.411078717201,195.016034985423,1096.92274052478,303.274052478134,39537.4358600583,36350.0976676385,686,34.0276267705195,26.210653938487,0.637711024001199,0.964838255977496,0.762222222222222,-0.756113577761507,AGSCC_2,AG,1,tumor cells
310868,10663.8834355828,721.120654396728,201.918200408998,495.9918200409,17.9468302658487,3911.26993865031,419.965235173824,286.519427402863,985.609406952965,7872.93251533742,816.331288343558,2007.18404907975,1083.33128834356,4900.04703476483,578.347648261759,223.361963190184,1905.02862985685,3696.8445807771,833.936605316973,217.578732106339,1030.47852760736,7321.23517382413,2437.67075664622,230.550102249489,489.541922290389,3934.35787321063,535.672801635992,199.075664621677,1090.46830265849,307.597137014315,40325.6237218814,36700.1799591002,489,31.4385925670836,19.8525515471966,0.775399700226633,0.964497041420118,0.788709677419355,1.41366389448824,AGSCC_2,AG,1,Ki67+ tumor cells
310995,7963.0472297911,717.758401453224,206.589464123524,496.194368755677,20.9936421435059,3101.02543142598,411.374205267938,288.225249772934,990.816530426885,5810.24523160763,800.13442325159,2493.919164396,1082.52225249773,4018.79836512262,552.554950045413,214.198910081744,1673.26430517711,3096.87738419619,714.49591280654,212.584014532243,1026.0408719346,6340.37965485922,321.99727520436,1208.76021798365,490.375113533152,2912.61398728429,518.537693006358,195.901907356948,1123.48773841962,307.108991825613,39910.8265213442,37025.9282470481,1101,49.1638469731163,28.7726822506749,0.810859648695764,0.977797513321492,0.661261261261261,-0.973683180017223,AGSCC_2,AG,1,tumor cells
312428,10764.6641221374,685.498727735369,199.269720101781,497.248091603053,18.6145038167939,4262.28498727735,409.997455470738,283.880407124682,981.762086513995,7723.17175572519,797.685750636132,1875.78117048346,1085.73918575064,5307.39312977099,551.921119592875,214.440203562341,1829.91094147583,3995.10178117048,921.820610687023,215.460559796438,1029.69847328244,8233.46819338422,390.997455470738,548.328244274809,491.769720101781,4148.47201017812,533.068702290076,201.31679389313,1102.79262086514,318.277353689567,39948.820610687,36565.3460559797,786,39.4464003968165,26.4631559544693,0.741580723687456,0.952727272727273,0.713248638838475,0.0777392704778171,AGSCC_2,AG,1,tumor cells
313726,12527.4257425743,681.970297029703,206.405940594059,494.405940594059,18.4158415841584,4871.09570957096,422.904290429043,290.745874587459,980.237623762376,9080.31683168317,803.854785478548,2256.10231023102,1077.82508250825,6020.9801980198,600.257425742574,207.584158415842,1617.03630363036,4738.62046204621,765.148514851485,218.227722772277,1013.16501650165,9948.6699669967,438.141914191419,422.528052805281,495.458745874587,5105.51815181518,548.950495049505,202.514851485149,1090.76567656766,338.389438943894,40027.3399339934,36918.7095709571,303,22.7006526260856,17.2170206004971,0.651746065964785,0.95583596214511,0.759398496240602,1.11083227216742,AGSCC_2,AG,1,tumor cells
314101,12180.0307692308,716.31452991453,207.57264957265,499.900854700855,18.5846153846154,4455.06324786325,413.338461538462,283.988034188034,991.452991452992,8988.11623931624,846.507692307692,2868.92478632479,1088.3094017094,5341.87008547009,591.535042735043,197.762393162393,1716.18632478632,4069.48717948718,863.610256410256,220.148717948718,1015.77606837607,8309.01196581197,1191.45128205128,157.312820512821,489.820512820513,4343.28034188034,552.962393162393,204.651282051282,1116.40683760684,318.160683760684,40319.3435897436,36279.7709401709,585,34.053000322874,21.9694393402921,0.764052313987327,0.960591133004926,0.726708074534162,-1.42503062025173,AGSCC_2,AG,1,tumor cells
314386,9846.30720338983,760.591101694915,217.902542372881,498.680084745763,18.4046610169492,3980.79661016949,428.262711864407,294.548728813559,987.209745762712,7615.51059322034,902.228813559322,3312.54661016949,1114.29661016949,5308.89830508475,670.0,194.641949152542,1820.86652542373,4108.58474576271,1142.83686440678,218.974576271186,1022.19703389831,8268.18008474576,654.103813559322,950.296610169492,491.724576271186,4634.22033898305,560.008474576271,202.868644067797,1117.03177966102,323.025423728814,40573.9533898305,36871.7627118644,472,28.6563109392699,21.1559709758505,0.674510030238115,0.97119341563786,0.874074074074074,-1.5061768616925,AGSCC_2,AG,1,tumor cells
315209,11912.1176470588,692.454117647059,201.844705882353,496.844705882353,20.9952941176471,4540.62117647059,396.948235294118,278.872941176471,983.687058823529,9115.67058823529,778.303529411765,1156.43764705882,1091.94117647059,5779.25411764706,559.534117647059,182.176470588235,1732.48,4359.5905882353,802.865882352941,223.009411764706,1018.66823529412,9111.74352941176,477.28,239.621176470588,539.336470588235,4914.04235294118,547.623529411765,203.171764705882,1099.74117647059,322.708235294118,40692.4329411765,36145.0635294118,425,26.9139723028451,20.1666099571897,0.662231947279583,0.970319634703196,0.769927536231884,0.740841897924838,AGSCC_2,AG,1,tumor cells
315530,9116.4701754386,689.333333333333,200.228070175439,493.277192982456,18.3859649122807,3880.75087719298,404.919298245614,284.936842105263,979.515789473684,6842.37894736842,816.782456140351,3367.85263157895,1103.38245614035,4932.42105263158,640.547368421053,207.954385964912,1604.19298245614,3728.74035087719,853.133333333333,216.4,1000.77543859649,7675.9649122807,1170.44210526316,214.385964912281,491.659649122807,3804.05964912281,525.354385964912,193.522807017544,1081.77894736842,311.364912280702,39532.452631579,36499.350877193,285,22.1111062790591,16.4889728128347,0.66624536523861,0.969387755102041,0.753968253968254,-0.505251422356871,AGSCC_2,AG,1,tumor cells
315760,8943.96296296296,748.656790123457,208.925925925926,500.901234567901,18.6024691358025,3225.15308641975,422.674074074074,281.375308641975,984.656790123457,6226.90617283951,840.930864197531,2261.68641975309,1088.51604938272,4332.34320987654,613.725925925926,198.896296296296,2066.57777777778,3239.48641975309,1394.55061728395,227.291358024691,1026.08148148148,6157.88148148148,985.37037037037,483.953086419753,487.711111111111,2880.92098765432,509.444444444444,199.353086419753,1084.94320987654,298.311111111111,40889.8345679012,36819.5135802469,405,26.9147880556374,19.4060641035277,0.69291565777067,0.959715639810426,0.708041958041958,1.10888093975584,AGSCC_2,AG,1,tumor cells
