CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
13,1528.9514106583072,118.61442006269591,64.68495297805643,617.1065830721003,12.702194357366771,1616.3620689655172,376.6692789968652,303.653605015674,1127.7225705329154,1524.529780564263,429.5329153605016,2065.7492163009406,1093.2774294670846,2044.244514106583,432.6755485893417,162.1426332288401,134.92789968652036,1255.973354231975,1332.1128526645768,169.8871473354232,200.65830721003127,2106.9639498432603,185.5564263322884,2570.829153605016,468.1849529780564,755.6880877742947,323.3730407523511,142.27742946708463,1062.194357366771,411.45454545454544,5637.525078369906,8690.468652037618,638.0,29.62137353021843,27.449409362811355,0.3758616798621327,0.9652042360060514,0.7595238095238095,-0.119697606593305,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
21,2003.130859375,115.83203125,63.650390625,614.892578125,27.48828125,2121.265625,660.76953125,246.42578125,1131.353515625,2026.9921875,372.669921875,4174.55859375,1088.431640625,2142.080078125,502.361328125,429.05859375,159.306640625,1182.16015625,1581.150390625,162.0703125,114.3125,1962.26171875,353.0234375,205.939453125,451.296875,731.388671875,294.673828125,124.45703125,1031.5078125,411.328125,6514.4453125,9170.51171875,512.0,27.824778191329926,23.56865863334537,0.5315315270197274,0.9660377358490566,0.7293447293447294,-0.6534747913003607,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
53,1546.0184956843402,81.88039457459926,48.97410604192355,615.8545006165228,18.86066584463625,1815.8557336621448,397.0382244143033,219.9198520345253,1145.5215782983971,1802.5067817509248,396.1085080147965,3112.5992601726266,1091.8286066584465,2141.156596794081,447.6954377311961,207.09371146732428,180.8125770653514,1295.0246609124538,1653.487053020962,170.17262638717634,172.50801479654749,2142.585696670777,210.6189889025894,2992.838471023428,457.0517879161529,773.3008631319359,316.3945745992602,157.4241676942047,1074.869297163995,411.0382244143033,6207.848335388409,8785.822441430333,811.0,33.18657069013501,31.205354131062883,0.3403449422044777,0.97125748502994,0.7679924242424242,-0.2208014218819884,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
83,2266.107355864812,135.79324055666004,53.02385685884692,617.1252485089464,15.065606361829026,2744.5805168986085,442.73956262425446,311.45328031809146,1131.4075546719682,2541.562624254473,463.7236580516899,2869.2644135188866,1118.7176938369782,2883.10337972167,457.6600397614314,181.68389662027832,144.27037773359842,1618.5606361829025,2004.715705765408,176.42942345924453,260.4850894632207,2348.06958250497,1765.393638170974,456.7335984095428,457.530815109344,689.0437375745527,297.2385685884692,115.92047713717696,1024.7017892644135,409.8151093439364,5653.520874751491,8408.55069582505,503.0,30.91542787245151,20.73877467499383,0.7416176487062778,0.9617590822179732,0.7289855072463768,-0.397997205265628,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
115,2167.794168096055,104.18010291595198,44.60205831903945,615.4048027444254,13.320754716981131,2287.540308747856,404.78902229845625,305.1114922813036,1124.5283018867924,1984.509433962264,406.4459691252144,3854.888507718697,1153.6620926243568,2231.138936535163,482.0085763293311,175.4082332761578,176.14065180102915,1258.566037735849,2011.320754716981,164.78216123499143,133.30360205831903,1932.5265866209263,1671.3087478559178,141.54888507718695,450.37564322469984,715.8233276157805,346.5951972555746,196.3293310463121,1013.3173241852488,409.95368782161233,5041.972555746141,8019.578044596912,583.0,29.65166025621953,25.126859624495715,0.5309527267637713,0.962046204620462,0.7711640211640212,-0.8169400886233535,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
138,2116.025316455696,119.74050632911391,58.833333333333336,615.6012658227849,28.314345991561183,2400.71729957806,1049.9388185654009,320.3080168776372,1133.7215189873418,2266.5506329113923,553.3544303797469,3381.4831223628694,1104.5379746835442,2390.350210970464,488.1244725738397,436.3776371308017,185.58227848101265,1284.1286919831225,1668.2426160337552,168.68565400843883,147.54852320675104,2050.221518987342,257.92616033755274,255.9029535864979,462.0274261603376,741.746835443038,305.56962025316454,208.3586497890296,1039.7573839662448,408.92194092827,6052.033755274261,8562.917721518987,474.0,28.88288712843504,20.95560823555213,0.6881829790028425,0.9595141700404858,0.7022222222222222,-0.6483397605359398,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
306,1939.08,125.94285714285714,59.55238095238095,620.0019047619047,76.11047619047619,2344.0819047619048,482.9714285714286,257.27809523809526,1138.7733333333333,2186.2457142857143,400.7219047619048,3700.417142857143,1090.428571428571,2451.5161904761903,461.6380952380952,192.72761904761904,190.4952380952381,1361.8590476190475,1594.7219047619049,169.6457142857143,297.96190476190475,2077.4761904761904,307.7028571428572,1048.0819047619048,456.86285714285714,748.9733333333334,306.4095238095238,130.5104761904762,1062.04,412.2171428571429,5999.887619047619,8619.971428571429,525.0,30.08579659101419,22.24746526245856,0.6731923869747028,0.9758364312267658,0.7777777777777778,-0.6180943139911609,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
370,1970.3960396039604,129.3861386138614,62.21782178217822,616.7425742574258,21.691419141914192,2101.820132013201,654.003300330033,252.58250825082507,1133.138613861386,2265.658415841584,431.27392739273927,3496.808580858086,1101.282178217822,2262.559405940594,491.6089108910891,243.74092409240924,189.4042904290429,1282.0363036303631,1618.53300330033,161.47689768976898,179.9917491749175,2045.1600660066008,872.2112211221122,273.7145214521452,457.5280528052805,796.8036303630363,330.02640264026405,177.43729372937293,1008.2376237623762,410.8960396039604,6676.985148514851,9101.76897689769,606.0,30.918869294847863,24.98892902335601,0.5888948428339886,0.9680511182108626,0.7518610421836228,-1.236373845069752,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
388,3052.1428571428573,123.9047619047619,60.097812097812096,614.3024453024453,15.051480051480052,3474.319176319176,547.5534105534106,343.33590733590734,1135.7155727155728,3219.1827541827543,436.5701415701416,4060.371943371944,1176.805662805663,3135.611325611326,473.943371943372,350.2972972972973,153.54440154440155,1506.758043758044,1751.885456885457,171.68211068211068,181.992277992278,2027.5173745173745,1111.092664092664,264.72972972972974,455.3693693693694,789.9305019305019,335.1145431145431,174.5199485199485,1031.978120978121,411.24066924066926,6094.124839124839,8516.586872586873,777.0,36.86313888595233,26.86699480992368,0.6846937377437875,0.97125,0.7655172413793103,-1.1159815044074275,FAHNSCC_11B,HN,1,FAHNSCC_11B,Ki67+ tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
389,1531.011516314779,95.07485604606526,53.0,615.7504798464491,25.362763915547024,1823.5796545105568,410.66986564299424,254.01151631477927,1134.9270633397314,1802.7696737044143,392.7447216890595,2257.984644913628,1091.2879078694818,2101.942418426104,425.33013435700576,188.0230326295585,187.2552783109405,1251.9923224568138,1679.6679462571976,166.4126679462572,183.915547024952,2114.998080614203,235.71209213051824,2237.984644913628,456.0153550863724,749.3128598848368,310.468330134357,130.87715930902112,1059.8003838771592,411.5297504798464,6228.823416506718,8730.190019193858,521.0,28.549749358521137,23.234518818401675,0.5811090977628888,0.9720149253731344,0.7811094452773614,1.4729382312664576,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-carcinoma-invasive_and_stroma_FAHNSCC_11B_3
