Unnamed: 0,CellID,Hoechst_1,CD4,FOXP3,PD-L1,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Vimentin,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
47,66,1850.7780061665,130.301130524152,48.3514902363823,300.732785200411,1477.23021582734,343.641315519013,150.246659815005,265.927029804728,135.922918807811,1453.62589928058,363.068859198356,5573.18602261048,247.525179856115,24.8355601233299,1301.8838643371,533.669064748201,69.7081192189106,227.587872559096,1173.62178828366,450.272353545735,52.8972250770812,86.5930113052415,1334.48509763618,106.908530318602,100.105858170606,71.4080164439877,1245.52517985612,314.587872559096,78.6834532374101,224.049331963001,17310.8396711202,21398.0154162384,973,38.2753165187068,32.3976966922356,0.532486693176092,0.972027972027972,0.794285714285714,-0.72001664322532,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
48,67,2031.30319148936,78.4734042553192,32.938829787234,304.086436170213,1604.70345744681,424.410904255319,176.997340425532,269.00664893617,135.099734042553,1716.64893617021,349.400265957447,3721.15558510638,321.287234042553,58.4787234042553,1531.21143617021,557.448138297872,82.7712765957447,247.288563829787,1367.7579787234,421.150265957447,132.529255319149,100.824468085106,1448.28989361702,169.155585106383,197.195478723404,71.4348404255319,1383.44813829787,343.336436170213,83.9920212765958,237.593085106383,17062.3364361702,21727.8882978723,752,34.0613471889684,28.2211088080879,0.559933344477593,0.967824967824968,0.740886699507389,-1.54617596117364,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
91,115,2404.63137755102,120.790816326531,58.1237244897959,318.707908163265,2026.72448979592,752.31887755102,216.375,281.887755102041,135.585459183673,2249.46045918367,423.718112244898,5233.40306122449,249.03443877551,45.4451530612245,2139.0306122449,871.650510204082,101.040816326531,411.066326530612,1858.30229591837,700.446428571429,80.3163265306122,167.90306122449,2601.40178571429,325.845663265306,10852.9477040816,115.223214285714,2059.77040816327,445.427295918367,187.593112244898,270.650510204082,15826.4477040816,21149.568877551,784,34.4929456026709,28.9488412085238,0.543717259513073,0.971499380421314,0.768627450980392,-1.0594878666098,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
233,280,2370.19656786271,169.212168486739,56.00624024961,321.202808112325,2035.1856474259,780.550702028081,254.706708268331,281.803432137286,136.274570982839,2169.21528861155,473.017160686428,4687.33073322933,244.979719188768,65.2792511700468,2014.33229329173,889.758190327613,123.945397815913,410.02496099844,1771.49141965679,622.393135725429,300.110764430577,166.731669266771,2584.96099843994,234.483619344774,14977.4524180967,115.695787831513,1872.40093603744,469.737909516381,135.266770670827,309.478939157566,16094.8533541342,21302.4352574103,641,32.3198810263227,25.2545254501957,0.6240393747794,0.978625954198473,0.789408866995074,-0.859073263180725,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
257,305,2077.72327044025,134.68679245283,48.8238993710692,302.578616352201,1666.73962264151,449.423899371069,118.743396226415,266.433962264151,136.076729559748,1778.68805031447,354.511949685535,5182.00754716981,244.642767295597,28.3433962264151,1633.01509433962,527.39748427673,73.0805031446541,253.808805031446,1437.56226415094,459.052830188679,59.8364779874214,89.3295597484277,1738.81006289308,132.436477987421,508.161006289308,85.0062893081761,1560.67672955975,330.681761006289,116.393710691824,230.978616352201,16427.6440251572,20640.8251572327,795,34.6890897962487,29.1933825455451,0.540144238985744,0.979064039408867,0.803030303030303,-0.493182418039712,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
289,339,1590.07450331126,107.054635761589,49.4503311258278,326.486754966887,1343.46688741722,855.195364238411,154.341059602649,275.08940397351,135.956953642384,1479.91887417219,413.519867549669,5907.21854304636,239.882450331126,137.82119205298,1387.44536423841,859.029801324503,151.072847682119,346.847682119205,1169.81456953642,732.248344370861,1124.60264900662,137.099337748344,1766.32450331126,175.41059602649,7171.69370860927,106.668874172185,1347.80298013245,438.390728476821,137.170529801325,249.976821192053,16284.5645695364,21566.8940397351,604,33.1881055974991,23.4506383085355,0.707615519412426,0.967948717948718,0.749379652605459,-0.424935463713033,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
322,380,4759.22335600907,131.105442176871,47.8344671201814,322.256235827664,4158.91723356009,1193.93537414966,242.28798185941,283.40022675737,135.875283446712,4656.3231292517,473.886621315193,4841.29138321996,410.58843537415,41.437641723356,4423.89795918367,825.373015873016,113.746031746032,503.97052154195,3918.33786848073,543.071428571429,85.8684807256236,224.08843537415,5029.58163265306,4593.39455782313,6037.47619047619,114.896825396825,4405.19274376417,629.962585034014,237.544217687075,267.18820861678,15767.2879818594,21401.7800453515,882,35.7640675939452,31.4347839868411,0.476916158372077,0.974585635359116,0.790322580645161,1.52353118890007,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_4
330,389,2005.67456359102,260.85536159601,74.1034912718205,302.349127182045,1606.38403990025,408.795511221945,220.278054862843,268.568578553616,136.221945137157,1533.45635910224,376.028678304239,4376.13216957606,244.895261845387,25.2069825436409,1380.95760598504,517.769326683292,78.5149625935162,262.738154613466,1229.68703241895,377.038653366584,53.2082294264339,83.1221945137157,1292.93516209476,111.771820448878,154.214463840399,71.3728179551122,1246.25561097257,338.103491271821,84.4812967581047,230.335411471322,17640.0635910224,21645.9725685786,802,37.6614509683668,27.2242413626521,0.690986601324966,0.970944309927361,0.774131274131274,-0.2788116218385,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
331,390,2017.55504587156,152.325688073395,44.6743119266055,317.769113149847,1667.36391437309,622.418960244648,194.17125382263,273.389908256881,136.211009174312,1817.49082568807,422.975535168196,6562.99694189602,244.133027522936,40.3455657492355,1697.74006116208,795.636085626911,85.6758409785933,328.107033639144,1489.02140672783,552.189602446483,79.7874617737003,131.80122324159,2100.11773700306,173.044342507645,7602.61926605505,105.961773700306,1593.3623853211,402.611620795107,120.152905198777,252.181957186544,16025.6697247706,21018.6406727829,654,30.7213638141825,27.1533436646721,0.467754056135257,0.968888888888889,0.805418719211823,-0.613948279580354,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
380,444,1647.91435768262,128.801007556675,53.0554156171285,307.933249370277,1312.87153652393,463.423173803526,133.437027707809,270.272040302267,135.411838790932,1379.87783375315,394.061712846348,6068.73047858942,243.226700251889,28.7002518891688,1263.30856423174,785.916876574307,72.0025188916877,293.653652392947,1116.44962216625,585.08564231738,62.6435768261965,95.6977329974811,1536.31234256927,134.625944584383,380.949622166247,89.0604534005038,1230.23677581864,356.942065491184,101.065491183879,240.797229219144,16433.6700251889,20959.9206549118,794,36.4633780257935,27.7575842025295,0.648463734536574,0.974233128834356,0.782266009852217,-0.388457191848169,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
434,506,2370.11009174312,186.80122324159,56.4556574923547,303.396024464832,1861.52752293578,463.637614678899,290.481651376147,269.340978593272,135.463302752294,1855.31039755352,437.903669724771,3776.21100917431,276.788990825688,25.5336391437309,1706.78134556575,564.362385321101,89.7966360856269,262.357798165138,1506.54740061162,397.194189602447,64.8149847094801,93.191131498471,1635.01987767584,135.363914373089,174.385321100917,71.6697247706422,1524.91743119266,363.247706422018,82.1544342507645,239.749235474006,17150.5122324159,21613.9403669725,654,30.6389452248505,27.2026604333983,0.460141003114042,0.967455621301775,0.777645659928656,-0.781257945900444,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
447,519,1233.8482688391,115.564154786151,51.3462321792261,312.38900203666,1046.79429735234,366.474541751528,110.440936863544,265.951120162933,135.754582484725,1029.04073319756,393.865580448065,4096.4032586558,267.917515274949,65.8350305498982,982.039714867617,433.713849287169,83.4215885947047,252.310590631365,821.976578411405,328.095723014257,177.352342158859,78.7637474541752,850.204684317719,115.360488798371,164.288187372709,73.5672097759674,887.948065173116,328.031568228106,85.8075356415479,241.012219959267,17217.4063136456,20336.7230142566,982,39.7199325189718,31.5425185375155,0.607756857906206,0.970355731225296,0.786858974358974,-0.189950155789274,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
457,529,1905.80165289256,130.606404958678,49.1353305785124,299.330578512397,1591.53305785124,379.363636363636,185.263429752066,265.513429752066,135.869834710744,1551.90289256198,346.618801652893,3908.27892561984,249.653925619835,24.8646694214876,1386.61880165289,495.861570247934,76.6053719008264,262.934917355372,1264.38429752066,359.326446280992,52.6632231404959,84.8212809917355,1407.19628099174,107.497933884298,139.200413223141,71.3626033057851,1345.72107438017,323.642561983471,77.6270661157025,224.804752066116,17477.3987603306,21526.8460743802,968,38.5310149923127,32.011742952954,0.556564266962482,0.978766430738119,0.796052631578947,-1.38097088188986,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
467,539,3918.60416666667,106.166666666667,40.7784090909091,318.867424242424,3579.36931818182,843.732954545455,263.524621212121,281.850378787879,135.914772727273,3965.67424242424,498.369318181818,3730.85795454546,393.996212121212,68.9034090909091,3702.16477272727,968.454545454546,133.920454545455,463.107954545455,3085.24621212121,615.123106060606,140.791666666667,149.892045454545,4151.50757575758,2754.48106060606,1209.93560606061,110.214015151515,3442.10795454545,590.857954545455,218.136363636364,271.505681818182,15955.875,21924.5303030303,528,27.8127766845872,24.1912187321197,0.493425655254035,0.963503649635036,0.754285714285714,-0.416158269280738,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_4
475,550,1496.03233629749,131.105092966855,49.0864995957963,300.164106709782,1214.35650767987,380.495553759095,124.799514955538,267.593371059014,135.675828617623,1190.02748585287,393.25303152789,5911.17704122878,243.727566693614,24.7469684721099,1100.7510105093,604.170573969281,58.4551333872272,230.09458367017,1003.329021827,567.976556184317,53.7817299919159,83.4219886822959,1096.96523848019,108.989490703314,118.540016168149,69.890864995958,1081.35004042037,325.488278092158,81.0234438156831,229.686337914309,17368.8383185125,21422.5763945028,1237,43.5527964236658,36.2129303599777,0.555566672894204,0.975552050473186,0.780934343434343,-1.44048865504038,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
526,609,2206.50817438692,130.907356948229,42.5476839237057,302.219346049046,1795.40054495913,555.005449591281,352.181198910082,269.438692098093,135.182561307902,1827.92506811989,422.74659400545,6052.94141689373,249.937329700272,26.358310626703,1664.70844686649,714.559945504087,75.5531335149864,259.016348773842,1513.0,475.558583106267,65.0177111716621,102.273841961853,1732.59809264305,130.468664850136,216.186648501362,71.9468664850136,1567.38555858311,373.897820163488,87.9455040871935,239.953678474114,17134.8147138965,22004.6444141689,734,32.7741452252427,28.5621307111425,0.490424612675847,0.968337730870712,0.766980146290491,-0.0892669000328317,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
534,617,2946.71485148515,105.275247524752,41.190099009901,325.508910891089,2704.17623762376,1463.30099009901,186.10297029703,289.590099009901,136.471287128713,3029.29108910891,528.067326732673,3456.59405940594,290.506930693069,94.1524752475248,2921.09900990099,921.960396039604,163.178217821782,571.475247524753,2394.24158415842,604.760396039604,87.039603960396,176.863366336634,3391.24752475248,1375.63366336634,3923.0297029703,143.530693069307,2687.92079207921,524.754455445545,631.209900990099,287.605940594059,15638.499009901,21642.5346534653,505,28.29608662807,22.9049126679558,0.58715736803774,0.961904761904762,0.747041420118343,-0.833831090720491,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_4
549,636,960.243070362473,159.939232409382,53.6034115138593,304.186567164179,721.578891257996,395.616204690832,105.181236673774,266.886993603412,135.360341151386,712.959488272921,372.570362473348,6299.35181236674,233.476545842218,25.2388059701493,636.05223880597,601.085287846482,73.9029850746269,234.988272921109,548.453091684435,580.549040511727,56.6620469083156,81.9189765458422,588.93710021322,107.181236673774,115.428571428571,70.7558635394456,562.1460554371,309.550106609808,85.4733475479744,230.535181236674,17188.60554371,21112.3582089552,938,37.3051091726694,32.0327579132671,0.512529765074144,0.973029045643154,0.768222768222768,1.26335794121928,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
570,659,1922.18616352201,172.620125786164,49.9685534591195,299.488050314465,1556.18364779874,446.538364779874,237.293081761006,268.725786163522,136.452830188679,1595.48427672956,375.696855345912,4748.58993710692,249.719496855346,28.9006289308176,1466.30062893082,547.100628930818,91.1056603773585,282.289308176101,1291.63899371069,373.149685534591,64.7496855345912,90.3622641509434,1415.34465408805,125.554716981132,222.061635220126,72.0679245283019,1360.19245283019,350.215094339623,84.8867924528302,238.685534591195,17076.9735849057,21501.4918238994,795,33.3675480803616,30.3782160576528,0.41370278835495,0.963636363636364,0.75426944971537,0.251644550013188,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
581,670,2450.15575221239,165.299115044248,53.0867256637168,319.017699115044,2057.76637168142,595.265486725664,258.198230088496,276.50796460177,136.129203539823,2095.45663716814,408.362831858407,4540.13451327434,269.166371681416,35.987610619469,1909.05486725664,722.03185840708,92.0814159292035,289.240707964602,1696.5203539823,583.127433628319,93.2867256637168,101.619469026549,2086.0017699115,158.530973451327,456.853097345133,90.4194690265487,1805.52566371681,390.961061946903,113.877876106195,250.980530973451,16301.3699115044,20838.7663716814,565,29.4459174066261,24.4620541828327,0.556652883870038,0.972461273666093,0.807142857142857,-0.434742058309785,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
622,714,1605.5579064588,203.172605790646,69.9977728285078,308.952115812918,1296.36191536748,417.67706013363,148.336302895323,266.834075723831,135.522271714922,1291.4153674833,437.840757238307,5343.03786191537,242.58574610245,25.3964365256125,1163.40868596882,644.548997772829,69.4309576837417,260.290645879733,1042.33518930958,556.877505567929,55.1291759465479,82.2238307349666,1135.6013363029,115.856347438753,140.865256124722,71.858574610245,1061.51893095768,337.8285077951,83.662583518931,230.767260579065,17437.0734966592,21519.9053452116,898,36.0961901501647,31.7515073012806,0.475647513504125,0.975027144408252,0.804659498207885,1.55959837873509,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
649,745,2508.51155115512,119.625412541254,48.3531353135314,312.178217821782,2177.01485148515,688.613861386139,240.658415841584,274.07095709571,136.196369636964,2275.92574257426,432.427392739274,5133.65841584158,262.445544554455,37.993399339934,2150.24422442244,817.376237623762,107.848184818482,386.919141914191,1860.0396039604,526.054455445545,82.8910891089109,166.595709570957,2005.28382838284,280.249174917492,8116.55940594059,84.4884488448845,1996.75082508251,457.077557755776,124.298679867987,258.168316831683,16956.0049504951,22546.2805280528,606,28.7687597405083,26.8418530223564,0.359822276110658,0.9696,0.772959183673469,-0.615940279709224,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
693,791,3689.90854870775,93.1013916500994,38.8807157057654,327.500994035785,3658.2564612326,1216.50894632207,233.019880715706,279.89662027833,136.642147117296,3830.67992047714,476.9324055666,2888.95228628231,292.884691848907,150.920477137177,3795.14115308151,838.298210735587,184.145129224652,541.113320079523,3053.9662027833,469.24055666004,123.952286282306,164.560636182903,4252.14115308151,391.182902584493,828.580516898608,155.057654075547,3553.41749502982,482.168986083499,697.638170974155,283.741550695825,15618.1789264414,21825.4393638171,503,27.9592319757985,22.9252512195818,0.572431101680138,0.972920696324952,0.781055900621118,-1.55768842420887,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
737,838,1587.60264105642,80.4333733493397,37.3457382953181,301.53781512605,1304.94717887155,419.472989195678,136.052821128451,265.871548619448,136.863145258103,1397.50180072029,345.955582232893,3581.73469387755,236.429771908764,31.9267707082833,1266.44417767107,577.800720288115,73.8235294117647,267.141656662665,1090.99159663866,477.980792316927,69.0012004801921,100.183673469388,1430.76950780312,132.605042016807,461.434573829532,87.3385354141657,1183.16326530612,325.452581032413,90.0900360144058,233.87274909964,16561.7695078031,21081.7262905162,833,34.7694208958212,30.5494544340265,0.477503315676341,0.977699530516432,0.790322580645161,-0.460441596915517,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
755,857,1915.98216939079,185.046062407132,47.3803863298663,312.838038632987,1607.47102526003,707.2852897474,267.827637444279,280.915304606241,135.319465081724,1653.13372956909,471.74294205052,3850.5705794948,247.27191679049,36.3759286775632,1553.65824665676,825.083209509658,111.820208023774,423.158989598811,1365.13521545319,515.25705794948,82.0549777117385,196.873699851412,1428.35215453195,205.592867756315,7996.1411589896,86.1233283803863,1409.55572065379,488.017830609212,121.323922734027,279.637444279346,17101.3046062407,22566.6671619614,673,31.7702684421689,26.9950047389139,0.527276207653556,0.969740634005764,0.775345622119816,-0.197473743713794,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
811,917,1960.46171171171,131.588963963964,44.2759009009009,305.246621621622,1514.38513513514,406.085585585586,175.010135135135,271.904279279279,135.567567567568,1563.1036036036,413.677927927928,4920.33783783784,245.561936936937,25.7083333333333,1420.80405405405,609.085585585586,71.1261261261261,287.672297297297,1277.83671171171,487.768018018018,58.2105855855856,88.7432432432432,1407.73423423423,127.86036036036,139.447072072072,71.3648648648649,1348.01689189189,347.342342342342,86.6509009009009,233.42454954955,17132.7713963964,21278.6666666667,888,37.7493525104777,29.9896892706416,0.607339397805626,0.974753018660812,0.792857142857143,-0.602061104841589,HNSCC_5,HN,1,HNSCC_5,tumor cells,,LG_dysplasia_HNSCC_5_4
818,925,5220.01276595745,157.909219858156,55.5914893617021,333.306382978723,4712.4865248227,915.678014184397,304.564539007092,280.990070921986,136.357446808511,5270.85957446809,439.634042553192,3552.30921985816,623.774468085106,38.5659574468085,5039.0170212766,744.548936170213,117.309219858156,428.68085106383,4301.89503546099,568.260992907801,103.36170212766,249.005673758865,5472.67375886525,5253.18014184397,6128.72624113475,115.034042553191,4802.15319148936,615.086524822695,169.658156028369,266.595744680851,15592.229787234,21111.3858156028,705,30.4679321329219,29.4997878493177,0.250083956575159,0.960490463215259,0.758064516129032,-1.41935987961131,HNSCC_5,HN,1,HNSCC_5,Ki67+ tumor cells,,LG_dysplasia_HNSCC_5_4
