CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,CD45,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
261,4529.200750469043,205.7861163227017,61.45966228893058,222.969981238274,35.489681050656664,2744.482176360226,381.5028142589118,577.3170731707318,299.5403377110694,156.87054409005628,3995.018761726079,436.1763602251408,861.7467166979362,516.40712945591,3599.454033771107,850.8255159474671,135.1125703564728,116.93621013133207,2754.465290806754,1132.5084427767354,333.72607879924954,83.90056285178237,3187.046904315197,573.6829268292682,146.88367729831143,655.3696060037523,2582.6003752345214,1059.9418386491557,177.8236397748593,231.91557223264545,13551.386491557225,21352.08818011257,533.0,26.37239200304446,25.919657995177825,0.1844972386799099,0.9690909090909092,0.7592592592592593,1.221123228786269,F23P1_PRIM,HN,1,F23P1_PRIM,Ki67+ tumor cells,,HG_dysplasia_F23P1_PRIM_2
404,6365.6384892086335,273.55575539568343,83.05935251798562,360.5791366906475,743.8273381294964,3537.6942446043167,749.4424460431654,440.1546762589928,285.59712230215825,156.0503597122302,5748.411870503597,651.9298561151079,127.64748201438849,236.98741007194243,4990.640287769784,765.8291366906475,279.12410071942446,120.4658273381295,3950.9010791366895,876.9118705035971,340.0791366906475,83.34892086330935,4315.13309352518,278.83812949640287,215.3021582733813,1441.6528776978416,3834.841726618705,1052.9190647482014,174.21762589928056,214.3003597122302,13601.197841726618,22293.10071942446,556.0,29.99952332626784,23.73752817805528,0.6114753101871669,0.9737302977232924,0.766896551724138,1.2022354413011371,F23P1_PRIM,HN,1,F23P1_PRIM,stromal cells,,HG_dysplasia_F23P1_PRIM_2
466,4983.41134751773,260.49881796690306,68.66430260047281,224.77068557919625,59.47990543735224,2898.4562647754137,452.9858156028369,511.0661938534279,308.7872340425532,156.99054373522458,4441.255319148936,435.6572104018912,712.4349881796691,278.6950354609929,3632.936170212766,787.1229314420804,158.79905437352247,114.11347517730496,2864.1702127659573,1050.5744680851064,320.70212765957444,115.19621749408984,3067.451536643026,404.02364066193854,690.8250591016548,673.8794326241135,2567.489361702128,981.1158392434988,220.38297872340425,221.4042553191489,14221.97635933806,21125.08037825059,423.0,28.46036611004703,19.02279893661079,0.7438054826426209,0.9613636363636364,0.7553571428571428,-0.1954645485939484,F23P1_PRIM,HN,1,F23P1_PRIM,Ki67+ tumor cells,,HG_dysplasia_F23P1_PRIM_2
716,2720.7762938230385,215.8681135225376,73.29382303839733,218.2270450751252,26.686143572621035,1438.8363939899832,281.81803005008345,425.8580968280468,269.18864774624376,156.46744574290483,2317.797996661102,359.3923205342237,848.4373956594324,208.19365609348915,2142.3272120200336,741.3238731218698,97.2787979966611,90.92153589315528,1699.6894824707847,1339.238731218698,299.4223706176962,77.47078464106845,1910.2420701168608,258.2704507512521,354.0734557595993,649.2971619365609,1686.3839732888148,933.5993322203672,158.52921535893157,214.35392320534223,13289.1469115192,22332.901502504177,599.0,28.781604119853004,26.56708226714801,0.3846614362157021,0.964573268921095,0.7650063856960408,1.3151451702013892,F23P1_PRIM,HN,1,F23P1_PRIM,tumor cells,,HG_dysplasia_F23P1_PRIM_2
718,5875.617647058823,209.04044117647047,57.95955882352941,226.78676470588235,48.98345588235294,2922.858455882353,396.34375,632.7481617647059,509.8933823529412,157.0,4688.016544117647,403.4816176470589,1135.001838235294,228.6433823529412,4314.538602941177,955.2022058823528,130.41176470588235,140.7077205882353,3445.8841911764707,1245.5183823529412,319.03125,112.4595588235294,2037.183823529412,265.5533088235294,303.62867647058823,663.5036764705883,2307.5091911764707,933.3547794117648,213.2738970588236,221.77573529411765,14184.417279411764,20895.659926470587,544.0,27.72707670476684,25.01263055200632,0.4315244313966759,0.9594356261022928,0.7472527472527473,-0.1226043767413658,F23P1_PRIM,HN,1,F23P1_PRIM,tumor cells,,HG_dysplasia_F23P1_PRIM_2
728,9820.413793103447,541.1862068965518,128.4551724137931,356.57241379310346,665.6,5336.875862068966,719.1655172413793,504.4896551724138,287.35172413793106,158.6551724137931,8615.110344827586,563.0827586206897,125.65517241379312,231.6689655172414,7036.779310344828,831.2620689655172,316.0551724137931,103.1103448275862,5453.413793103448,956.806896551724,559.1310344827587,84.97931034482758,5835.88275862069,302.4758620689655,215.6896551724137,970.2,5152.386206896552,1162.9172413793103,175.2,225.50344827586207,13647.924137931035,22323.82068965517,145.0,15.924093994211749,11.64753150986335,0.6819049829355914,0.935483870967742,0.7397959183673469,0.6973636776656059,F23P1_PRIM,HN,1,F23P1_PRIM,memory CD4+ T cells,,HG_dysplasia_F23P1_PRIM_2
1086,3183.6139896373056,344.46891191709847,79.89119170984456,312.4326424870466,488.2849740932642,1757.7772020725388,354.8160621761658,375.46891191709847,261.47668393782385,157.91968911917098,2723.417098445596,411.8264248704663,139.30051813471502,208.65025906735752,2382.09585492228,759.1424870466321,148.76683937823833,113.73575129533678,1760.6088082901554,750.9041450777202,295.6502590673575,81.73834196891191,2135.082901554404,253.2668393782384,145.16062176165804,1040.1088082901554,1848.2772020725388,925.4896373056996,154.0181347150259,207.09326424870463,12996.093264248704,21901.896373057,386.0,23.16250491785579,21.241659612762337,0.398724132909712,0.9674185463659148,0.7991718426501035,-1.357201249847537,F23P1_PRIM,HN,1,F23P1_PRIM,stromal cells,,HG_dysplasia_F23P1_PRIM_2
1121,5008.453514739229,550.4965986394558,158.19727891156464,522.3650793650794,1313.4263038548752,2774.6326530612246,436.93197278911566,398.6122448979592,351.3174603174603,157.88888888888889,4295.360544217687,398.6621315192744,127.61678004535148,596.6825396825396,3658.4625850340135,800.5510204081633,175.08843537414967,136.81632653061226,2721.1950113378684,745.1451247165533,292.97278911564626,89.87981859410431,3150.893424036281,250.5646258503401,127.4421768707483,658.8458049886622,2754.925170068027,915.2312925170068,154.87301587301587,214.12925170068027,13029.98185941043,21986.6462585034,441.0,26.831276839370865,20.936745161893853,0.6253914533328261,0.9735099337748344,0.7777777777777778,-0.2307392542715577,F23P1_PRIM,HN,1,F23P1_PRIM,CD4+ T cells,,HG_dysplasia_F23P1_PRIM_2
1175,3605.066165413534,245.46766917293232,62.482706766917296,221.81503759398493,33.08270676691729,1902.252631578948,678.7248120300752,556.781954887218,284.37142857142857,155.1203007518797,3097.936842105263,413.0781954887218,998.7293233082706,240.4827067669173,2715.0421052631577,777.5383458646617,109.85864661654136,102.68872180451127,2057.063157894737,1267.781954887218,316.8796992481203,121.77142857142856,2281.55037593985,322.47518796992483,865.8601503759398,659.8857142857142,2062.114285714286,996.9157894736842,161.81353383458648,216.53533834586463,13349.777443609022,22050.296240601503,665.0,37.80210404429899,22.45928159936714,0.8043706456826536,0.9750733137829912,0.7104700854700855,0.3968955313535952,F23P1_PRIM,HN,1,F23P1_PRIM,tumor cells,,HG_dysplasia_F23P1_PRIM_2
1204,5790.850187265917,303.2209737827715,76.76404494382022,303.80337078651684,590.9531835205993,3591.275280898876,607.7003745318352,658.6516853932584,403.32771535580525,156.71161048689137,5530.149812734083,512.6161048689139,1319.7322097378278,410.1067415730337,4160.29213483146,1157.0318352059926,215.83895131086143,172.7621722846442,2575.067415730337,1235.2771535580523,326.6647940074906,109.1367041198502,2299.0374531835205,650.1704119850187,890.5374531835206,686.1610486891386,1737.494382022472,984.132958801498,187.45318352059925,241.5936329588015,14167.692883895132,20829.205992509364,534.0,29.1729067090703,23.43587749748471,0.5955153496408792,0.9726775956284152,0.7672413793103449,1.2390642915371346,F23P1_PRIM,HN,1,F23P1_PRIM,Ki67+ tumor cells,,HG_dysplasia_F23P1_PRIM_2
