cellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,phenotype
5,21614.1744627054,924.630847029077,275.845764854614,614.161820480405,128.46017699115,4882.61441213654,974.092288242731,250.321112515803,1034.70417193426,6757.09355246523,797.327433628319,195.366624525917,973.059418457649,5489.42351453856,574.481668773704,225.150442477876,2653.8786346397,3505.00884955752,757.739570164349,455.103666245259,1009.21365360303,3528.90265486726,290.78381795196,3294.01390644753,1466.4816687737,1140.49431099874,345.380530973451,145.666245259166,1047.24525916561,415.067003792668,3674.47029077118,11859.7711757269,791,35.339594449699,29.2167580015238,0.562579962909219,0.957627118644068,0.753333333333333,0.198018091833473,FAHNSCC_15,HN,1,effector CD8+ T cells
67,17482.7578947368,972.971052631579,333.360526315789,636.155263157895,986.115789473684,3388.02894736842,1066.58157894737,245.357894736842,1072.15,4506.94210526316,684.894736842105,173.918421052632,954.028947368421,3098.83421052632,1304.22894736842,422.384210526316,1030.62631578947,1783.38157894737,659.2,443.307894736842,968.152631578947,1271.81052631579,274.352631578947,1453.72894736842,667.513157894737,904.386842105263,359.063157894737,142.728947368421,1025.09473684211,414.276315789474,3690.00263157895,12232.4789473684,380,34.0385976438104,14.4491243521021,0.905431523421197,0.942928039702233,0.745098039215686,1.52643098640704,FAHNSCC_15,HN,1,dendritic cells
141,21918.6632302406,929.415807560137,299.86941580756,616.79381443299,383.319587628866,4711.35738831615,803.450171821306,251.230240549828,971.264604810997,6788.0618556701,721.838487972509,202.529209621993,974.80412371134,5265.30240549828,536.659793814433,172.13058419244,1122.58762886598,3733.19587628866,745.477663230241,454.621993127148,975.639175257732,3597.17869415808,300.422680412371,7413.15807560138,1819.96907216495,1068.91408934708,456.041237113402,151.216494845361,1111.90378006873,417.048109965636,4108.36426116838,12066.0034364261,291,23.0796545710224,16.1069295919774,0.716210473452323,0.950980392156863,0.744245524296675,1.28441258042979,FAHNSCC_15,HN,1,endothelial cells
144,16016.6889460154,936.370179948586,305.318766066838,609.73264781491,97.3778920308483,3835.59897172237,776.87146529563,243.570694087404,960.560411311054,5414.36503856041,746.889460154242,191.39588688946,945.629820051414,4935.66066838046,609.73264781491,196.997429305913,1012.00257069409,3788.14910025707,709.789203084833,444.943444730077,953.591259640103,4120.91002570694,301.971722365039,11323.9845758355,916.084832904884,1076.7557840617,488.444730077121,151.884318766067,1127.06426735219,419.47557840617,4172.85861182519,12103.9203084833,389,23.8426759691418,20.7942533116625,0.489248777394672,0.960493827160494,0.740952380952381,1.51639550826205,FAHNSCC_15,HN,1,endothelial cells
235,22382.2108433735,914.882530120482,292.816265060241,610.768072289157,88.605421686747,4680.45481927711,766.617469879518,256.271084337349,970.099397590362,6629.38253012048,687.093373493976,203.759036144578,966.668674698795,4904.06626506024,551.102409638554,177.906626506024,1478.62048192771,3035.56626506024,777.427710843374,454.406626506024,959.496987951807,2379.29518072289,277.771084337349,7267.47590361446,1192.61746987952,853.762048192771,309.066265060241,121.355421686747,1014.63855421687,411.174698795181,4886.20180722892,12070.2801204819,332,21.7522142403667,19.4482719589134,0.447902509776321,0.954022988505747,0.754545454545455,-1.32505908046025,FAHNSCC_15,HN,1,endothelial cells
311,15530.8427299703,801.356083086053,264.967359050445,604.314540059347,56.2373887240356,3747.94955489614,709.712166172107,233.071216617211,964.771513353116,5170.42433234421,656.821958456973,169.623145400593,988.13353115727,3893.80712166172,488.715133531157,194.495548961424,1162.41543026706,2673.3115727003,627.317507418398,439.649851632048,963.157270029674,2124.75370919881,260.06528189911,11690.2878338279,1162.29376854599,809.489614243323,307.673590504451,122.0,1031.10089020772,412.93175074184,4479.96142433234,11911.3442136499,337,22.9532559213168,18.8068431013405,0.573287840250589,0.962857142857143,0.77116704805492,1.49608216509949,FAHNSCC_15,HN,1,endothelial cells
357,21114.2768361582,984.290960451977,310.45197740113,612.802259887006,175.084745762712,5168.4209039548,812.940677966102,261.412429378531,972.161016949153,6746.45480225989,788.121468926554,181.367231638418,958.40395480226,5842.61581920904,517.426553672316,182.155367231638,1310.12994350283,3242.85875706215,666.745762711864,443.943502824859,963.717514124294,2619.10451977401,265.166666666667,7455.0,1947.55367231638,945.302259887006,326.533898305085,158.016949152542,1023.02259887006,413.389830508475,4576.04519774011,11909.5084745763,354,22.5970146860101,19.9617393109068,0.468658379298326,0.96195652173913,0.769565217391304,1.41690593324689,FAHNSCC_15,HN,1,endothelial cells
373,18999.450867052,961.699421965318,293.661849710983,614.670520231214,321.933526011561,3954.42774566474,764.179190751445,243.898843930636,973.64161849711,5846.32369942197,806.693641618497,164.494219653179,954.745664739884,5658.91329479769,524.046242774567,209.667630057803,1074.61849710983,4203.93352601156,639.78901734104,437.913294797688,961.768786127168,3919.41329479769,273.005780346821,2071.6098265896,1052.58670520231,995.739884393064,331.014450867052,137.924855491329,1022.67630057803,412.011560693642,4510.20520231214,11825.9595375723,346,21.7586898269772,20.2729485235577,0.363184258373327,0.958448753462604,0.748917748917749,-1.4218920834778,FAHNSCC_15,HN,1,endothelial cells
423,21713.3546099291,867.822695035461,280.070921985816,607.326241134752,94.8936170212766,4848.93971631206,854.617021276596,255.996453900709,977.063829787234,7165.75531914894,921.723404255319,201.90780141844,988.209219858156,5386.75177304965,1123.59219858156,330.056737588653,975.223404255319,3844.09929078014,782.77304964539,452.755319148936,971.148936170213,3227.72340425532,280.404255319149,3366.79787234043,850.017730496454,846.45390070922,288.780141843972,144.90780141844,1537.36879432624,412.003546099291,4825.82978723404,12025.2021276596,282,21.5062190886201,16.7067969981849,0.629703440111741,0.952702702702703,0.746031746031746,1.29835908112207,FAHNSCC_15,HN,1,M2 macrophages
462,13401.7225950783,970.838926174497,321.903803131991,614.908277404922,22.592841163311,2900.2192393736,1021.58389261745,283.127516778524,953.489932885906,4023.84116331096,621.326621923937,1530.85682326622,962.89485458613,3243.57941834452,524.635346756152,207.642058165548,981.635346756152,2255.68456375839,782.288590604027,423.914988814318,992.545861297539,1924.86577181208,642.255033557047,744.818791946309,582.331096196868,950.472035794183,345.845637583893,187.814317673378,1031.20357941834,415.89932885906,4296.09619686801,11317.8903803132,447,26.3480599445339,21.6423758465445,0.570348217232459,0.949044585987261,0.719806763285024,-1.38824912092554,FAHNSCC_15,HN,1,M2 macrophages
