cellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,phenotype
2244,5129.35757575758,682.187878787879,223.878787878788,649.49696969697,1063.69090909091,4195.95151515152,262.466666666667,128.781818181818,958.333333333333,6828.87272727273,478.866666666667,81.4848484848485,1094.46060606061,7483.04848484849,150.806060606061,115.206060606061,1386.84848484848,2806.57575757576,361.660606060606,184.509090909091,952.49696969697,3537.01818181818,199.709090909091,110.224242424242,510.872727272727,3158.64848484848,338.70303030303,90.4909090909091,976.721212121212,353.775757575758,43695.5515151515,23651.8,165,18.004081730623,11.7114669811922,0.759515206148132,0.948275862068966,0.723684210526316,1.45452123616379,FAAGSCC_13,AG,1,stromal cells
2426,2908.73148148148,498.263888888889,201.046296296296,661.564814814815,1341.77314814815,2289.14814814815,237.62037037037,121.976851851852,969.0,4593.73611111111,462.106481481482,77.037037037037,1087.31944444444,5217.12962962963,161.356481481482,104.759259259259,1396.0462962963,2180.79166666667,350.259259259259,183.958333333333,991.958333333333,2809.68055555556,182.930555555556,150.648148148148,618.398148148148,2508.94907407407,350.175925925926,98.7037037037037,1015.72222222222,354.671296296296,43986.6990740741,21822.3287037037,216,17.5253813848993,15.7073359850516,0.443524700513274,0.947368421052632,0.747404844290658,1.00428747138555,FAAGSCC_13,AG,1,stromal cells
2434,5193.60185185185,687.175925925926,326.537037037037,732.666666666667,3742.17901234568,5095.18209876543,276.537037037037,128.87962962963,970.265432098766,7513.02469135803,550.947530864198,86.0493827160494,1089.29320987654,8192.15740740741,180.425925925926,120.953703703704,1454.80555555556,3386.69135802469,441.765432098765,199.108024691358,967.725308641975,4263.08333333333,219.703703703704,790.413580246914,3320.98765432099,3769.96604938272,358.404320987654,164.512345679012,1022.66049382716,361.549382716049,40794.0987654321,22317.2345679012,324,21.3233179328067,19.3673565510987,0.418381815329911,0.967164179104478,0.771428571428572,1.11954097419633,FAAGSCC_13,AG,1,endothelial cells
2978,10101.0158730159,1425.7619047619,315.393650793651,692.168253968254,1202.69523809524,9455.71746031746,1161.99365079365,161.619047619048,1043.46031746032,12620.5841269841,1820.56825396825,108.333333333333,1116.7746031746,13323.7365079365,302.209523809524,181.501587301587,2228.91428571429,4812.70793650794,597.31746031746,233.212698412698,1022.93333333333,6155.34285714286,271.692063492064,619.853968253968,591.644444444444,4588.52063492064,419.349206349206,295.190476190476,1046.1873015873,368.895238095238,40694.4571428571,23679.4476190476,315,20.885333784126,19.2196003290203,0.391345403579151,0.963302752293578,0.7875,-0.774861285356707,FAAGSCC_13,AG,1,M2 macrophages
3510,6381.24324324324,674.337837837838,223.966216216216,653.27027027027,950.175675675676,5412.18918918919,1797.49324324324,131.317567567568,966.837837837838,8415.68918918919,1515.11486486486,80.3108108108108,1075.63513513514,10299.6216216216,297.52027027027,158.648648648649,1394.51351351351,4362.24324324324,384.087837837838,214.635135135135,955.567567567568,5222.58108108108,205.804054054054,187.304054054054,565.202702702703,4420.63513513514,373.351351351351,500.22972972973,994.47972972973,369.797297297297,41689.9324324324,20619.9054054054,148,15.6834907075371,12.0214227823949,0.642242240665569,0.954838709677419,0.758974358974359,-1.02136911268989,FAAGSCC_13,AG,1,M2 macrophages
4208,6029.00156494523,595.435054773083,204.281690140845,634.062597809077,605.118935837246,5383.10954616588,271.403755868545,136.674491392801,965.68544600939,9294.47887323944,533.8779342723,87.1627543035994,1095.33959311424,10821.9374021909,173.827856025039,113.602503912363,1337.89671361502,4429.19405320814,440.095461658842,200.661971830986,948.413145539906,5746.15179968701,561.687010954617,168.586854460094,658.613458528952,5714.84820031299,412.622848200313,104.367762128326,1019.61502347418,380.874804381847,43944.0438184664,21764.593114241,639,34.3046165641477,23.7884597425849,0.720506901363391,0.974085365853659,0.793788819875776,0.0045656315044505,FAAGSCC_13,AG,1,stromal cells
4358,7959.34756097561,948.432926829268,241.774390243902,659.969512195122,1213.92073170732,7356.0,3885.7012195122,145.896341463415,972.859756097561,11259.2926829268,3163.06097560976,89.3841463414634,1089.78658536585,12932.9695121951,372.103658536585,224.823170731707,1543.46951219512,5302.45731707317,447.091463414634,219.780487804878,949.19512195122,6245.12195121951,237.567073170732,282.804878048781,615.518292682927,5364.56707317073,414.579268292683,440.756097560976,1044.62804878049,381.585365853659,41527.6585365854,21940.3536585366,164,15.9195455791637,13.143443348537,0.564231332007836,0.953488372093023,0.732142857142857,1.08425427717972,FAAGSCC_13,AG,1,M2 macrophages
4588,5664.16233766234,560.103896103896,185.584415584416,628.162337662338,393.435064935065,4513.44805194805,313.214285714286,129.844155844156,975.402597402597,7889.44805194805,563.155844155844,75.6233766233766,1089.36363636364,8208.77922077922,154.532467532468,152.935064935065,1375.26623376623,3225.16233766234,372.181818181818,186.246753246753,953.954545454546,4025.92857142857,191.61038961039,175.487012987013,540.915584415584,3750.51948051948,362.292207792208,123.363636363636,998.714285714286,365.623376623377,44036.6948051948,21839.2922077922,154,17.4259751235517,11.3033020428526,0.761089613753172,0.9625,0.754901960784314,-1.26844097832265,FAAGSCC_13,AG,1,stromal cells
5295,5948.65068493151,738.582191780822,376.287671232877,770.664383561644,4907.92465753425,5186.54109589041,291.171232876712,140.178082191781,984.712328767123,3496.79452054795,448.465753424658,72.6506849315069,1072.8698630137,4612.06849315069,155.541095890411,116.308219178082,1478.49315068493,2079.39726027397,321.945205479452,197.301369863014,942.534246575342,2242.76712328767,671.671232876712,225.945205479452,510.547945205479,3693.54109589041,364.506849315069,106.616438356164,1032.10273972603,367.130136986301,42566.698630137,20974.6712328767,146,14.9505169359774,12.4454207880626,0.554113939331716,0.948051948051948,0.744897959183674,-0.817772835266399,FAAGSCC_13,AG,1,Unknown
5916,3571.74375,585.26875,200.775,656.375,954.7125,3472.99375,3200.475,127.1625,960.49375,5323.425,770.3625,84.0,1090.8625,6023.3,225.8625,545.34375,1529.46875,2589.625,414.15625,208.50625,965.1,2552.25,221.51875,716.975,736.075,1643.06875,329.55625,380.83125,1034.88125,349.5625,42666.21875,20724.10625,160,16.3886260640962,12.4766456121518,0.648400911258065,0.941176470588235,0.723981900452489,0.0973919484298363,FAAGSCC_13,AG,1,M1/M0 macrophages
