CellID,Hoechst_1,CD4,FOXP3,PD-L1,Vimentin,Hoechst_2,IBA1,SOX2,PD-1,Hoechst_3,CD163,PAN-CK,gH2AX,Hoechst_4,TIM3,CD11c,CD8a,Hoechst_5,E-cadherin,CD66b,CD20,Hoechst_6,Ki67,p-S6,CD31,Hoechst_7,CD45RO,HLA-DBP1,NKG2A,CD45_2,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample,Condition,Replicate,imageid,phenotype,Delete,TDA
26,1316.3459016393442,74.70491803278688,55.86229508196721,614.7,10.816393442622951,1423.790163934426,319.1475409836066,261.64918032786886,1124.183606557377,1301.888524590164,436.8672131147541,1901.116393442623,1087.9852459016392,1952.849180327869,417.2344262295082,127.62295081967213,179.17049180327868,1384.0065573770491,985.2229508196722,157.85737704918031,103.66065573770491,2677.8934426229507,169.20491803278688,1526.5032786885247,451.7508196721312,1347.3081967213116,416.42459016393445,157.8016393442623,1066.5,426.7606557377049,9462.35737704918,7394.181967213115,610.0,29.673359734691573,26.19348703730689,0.4698854924290278,0.9667194928684628,0.7780612244897959,-0.756326347818203,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
37,1750.2679127725858,96.095015576324,49.149532710280376,614.3146417445483,15.021806853582554,1890.943925233645,332.690031152648,318.5171339563863,1123.3551401869158,1679.8566978193146,373.7071651090343,3565.733644859813,1091.4563862928348,2143.713395638629,489.4454828660436,142.57476635514018,154.4688473520249,1449.1697819314645,1353.0202492211838,153.78348909657322,140.4018691588785,2793.096573208723,163.66666666666666,1511.6526479750778,451.1775700934579,1010.6168224299064,339.0140186915888,126.28504672897196,1026.3364485981308,418.4672897196262,9510.191588785046,6723.440809968847,642.0,29.56694163648051,27.64539512296697,0.3546205425443127,0.9742033383915024,0.7906403940886699,1.0390668721207246,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
40,2438.655737704918,97.99635701275044,54.82513661202186,641.2714025500911,476.1475409836066,3101.743169398907,425.6921675774135,157.7486338797814,1117.32058287796,2966.533697632058,369.1639344262295,137.0728597449909,1091.3369763205828,3478.6083788706737,346.9854280510018,200.69581056466305,179.0127504553734,2057.054644808743,382.8506375227687,160.43715846994536,132.94171220400727,2647.479052823315,164.38979963570128,205.05100182149363,504.1821493624772,881.4025500910747,324.14207650273227,119.61566484517304,1011.360655737705,418.3825136612022,8910.606557377048,5968.149362477231,549.0,28.089845323678137,25.048647112366737,0.4525615258283745,0.9682539682539684,0.7541208791208791,0.3006063552518901,FAHNSCC_11B,HN,1,FAHNSCC_11B,stromal cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
60,1414.5569461827283,269.2315394242804,56.769712140175216,625.7734668335419,183.86608260325409,1729.4906132665833,468.0563204005006,151.93992490613266,1115.3667083854818,1584.023779724656,2941.8210262828534,111.71839799749688,1085.811013767209,2139.7947434292864,510.1351689612015,141.27409261576972,186.5093867334168,1226.2227784730917,257.79224030037545,154.6508135168961,119.01501877346684,2063.752190237797,138.9261576971214,130.05632040050062,480.3078848560701,677.171464330413,278.9061326658323,98.51439299123903,982.5394242803504,412.6983729662078,8475.42928660826,6627.862327909887,799.0,36.24522523059432,28.09706060624466,0.6317239429968384,0.9732034104750305,0.7653256704980843,0.1379192316912329,FAHNSCC_11B,HN,1,FAHNSCC_11B,M2 macrophages,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
62,1700.4895330112722,142.38969404186795,66.21578099838969,651.6940418679549,572.2705314009662,2149.719806763285,357.1256038647343,163.0595813204509,1125.499194847021,2060.6666666666665,340.5426731078905,144.23993558776166,1088.4541062801932,2710.8743961352657,343.4524959742351,148.80032206119162,253.9951690821256,1736.8921095008052,361.8743961352657,159.12399355877616,108.78099838969403,2809.602254428341,166.22544283413848,472.3639291465378,552.8969404186796,785.9951690821256,308.0161030595813,116.80193236714976,1004.5136876006442,416.3703703703704,8827.256038647343,6141.8325281803545,621.0,29.939352931691143,26.43216305134964,0.4696421710007192,0.9613003095975232,0.7419354838709677,-1.4673190091388533,FAHNSCC_11B,HN,1,FAHNSCC_11B,stromal cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
77,2760.1286764705883,101.0404411764706,56.63970588235294,616.9595588235294,14.889705882352942,3044.9742647058824,371.0772058823529,320.16360294117646,1137.4099264705883,2780.735294117647,435.2959558823529,4212.82169117647,1095.095588235294,3014.9007352941176,529.9338235294117,168.36029411764707,238.4558823529412,1749.5753676470588,1839.016544117647,157.5,120.59742647058825,3579.887867647059,255.00367647058823,814.9613970588235,465.90441176470586,1182.060661764706,372.8253676470589,180.74816176470588,1073.9154411764705,423.0808823529412,9394.248161764706,6508.38419117647,544.0,28.03252819997902,24.748281305906342,0.4696709018651961,0.9679715302491104,0.7749287749287749,-0.9585791082292652,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
94,1588.8587786259543,79.3854961832061,41.538167938931295,612.5973282442748,11.948473282442748,1886.4770992366407,274.7003816793893,232.69274809160305,1122.9866412213742,1916.0458015267168,338.14503816793894,3516.0362595419847,1094.648854961832,2453.612595419848,468.3835877862596,126.39312977099236,181.77862595419847,1632.0534351145038,1876.4923664122136,158.17175572519085,173.29198473282443,2906.354961832061,215.0973282442748,1188.6335877862596,454.7251908396947,1005.2061068702292,338.2003816793893,131.88167938931298,1052.679389312977,418.324427480916,9234.97709923664,6930.223282442748,524.0,26.675299489138105,25.11325865697363,0.3371737817759914,0.9721706864564008,0.8061538461538461,-1.3730603558157009,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
125,5185.12602739726,166.08219178082192,94.63013698630137,684.2164383561644,1461.7753424657535,5577.501369863014,1022.8465753424656,166.18082191780823,1137.2794520547943,4301.77808219178,503.1287671232877,191.7178082191781,1086.145205479452,4289.287671232877,479.4958904109589,168.08767123287672,292.2328767123288,1971.613698630137,403.6109589041096,159.58356164383562,125.30410958904108,2492.0794520547947,156.57534246575344,140.76438356164385,454.8904109589041,1089.2630136986302,347.31780821917806,134.06301369863013,1062.9835616438356,420.9150684931506,9213.597260273971,6384.465753424657,365.0,23.673112051227186,19.70313801375272,0.5543250202612552,0.9656084656084656,0.7934782608695652,1.3217284377506682,FAHNSCC_11B,HN,1,FAHNSCC_11B,stromal cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
152,1111.9166666666667,69.16833333333334,37.711666666666666,610.0766666666667,10.62,1227.611666666667,254.8933333333333,259.1683333333333,1115.371666666667,1220.9033333333334,292.935,2680.0916666666667,1086.7916666666667,1740.315,378.60833333333335,119.78,159.72666666666666,1264.015,1007.8283333333334,151.79666666666665,121.20333333333332,2389.7316666666666,156.48,1081.87,451.58166666666665,1164.99,364.2383333333333,153.21333333333334,1058.6266666666668,422.145,9326.535,7118.251666666667,600.0,28.39259225872509,27.01211568386809,0.3080227614800519,0.964630225080386,0.7936507936507936,-0.1690882580022709,FAHNSCC_11B,HN,1,FAHNSCC_11B,tumor cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
175,1193.9538745387454,113.83763837638377,47.8210332103321,617.6568265682657,11.341328413284131,1292.9372693726937,343.2361623616236,264.0036900369004,1124.6236162361624,1256.7121771217712,384.9317343173432,1172.581180811808,1083.418819188192,1781.309963099631,348.0608856088561,138.94280442804427,198.62361623616235,1272.918819188192,955.2084870848709,152.80811808118082,104.59225092250922,2411.632841328413,147.02214022140222,721.1365313653137,451.23062730627305,947.30073800738,328.48523985239854,129.33579335793357,1052.6420664206642,417.97416974169744,9127.89114391144,5461.896678966789,542.0,27.21590590106487,25.36545667960469,0.3624363176922012,0.966131907308378,0.7720797720797721,0.1297596018071748,FAHNSCC_11B,HN,1,FAHNSCC_11B,stromal cells,,HG-HG-LG-dysplasia_and_stroma_FAHNSCC_11B_1
