CellID,X_centroid,Y_centroid,phenotype_key
5966,31304.5153583618,9797.83105802048,M2 macrophages
6606,31576.0585585586,9590.65015015015,CD4+ T cells
9129,32083.8346774194,10098.1431451613,stromal cells
19329,31448.8024390244,10885.3,M1/M0 macrophages
22305,31110.6253968254,9951.72063492064,tumor cells
23465,31525.7248201439,11283.5701438849,endothelial cells
23561,31306.9925925926,9571.52740740741,stromal cells
25579,31955.7556675063,10808.1158690176,memory CD4+ T cells
27326,31715.065,11068.68,endothelial cells
34821,32206.56167979,10183.8320209974,CD4+ T cells
37024,31964.2469512195,11037.8414634146,effector CD8+ T cells
37312,31631.3935742972,10748.9598393574,memory CD4+ T cells
37646,31469.8517647059,10191.6635294118,M2 macrophages
40198,31037.7790697674,9832.37209302326,M2 macrophages
43442,30760.8009950249,10065.6616915423,M2 macrophages
43863,31741.9413919414,10696.4487179487,M2 macrophages
45854,31384.9835728953,11048.3942505133,CD4+ T cells
46339,31380.6675603217,10971.7613941019,tumor cells
47067,32001.245243129,10689.2304439746,stromal cells
48373,31901.9468438538,9913.57475083057,tumor cells
49130,31509.7465116279,10563.5720930233,M2 macrophages
49832,30562.2923076923,10355.7076923077,tumor cells
52224,31428.5669291339,10173.5275590551,stromal cells
52721,31180.4556650246,10702.7783251232,tumor cells
55345,32032.4210526316,10523.3684210526,M2 macrophages
56165,32254.6688888889,10481.1977777778,regulatory T cells
60733,30914.6752688172,9758.30537634409,stromal cells
62296,31586.7163323782,10216.100286533,CD4+ T cells
63110,31690.7818930041,11031.7283950617,CD4+ T cells
63579,31102.2678062678,11055.2763532764,tumor cells
65025,32021.8372703412,11037.8713910761,memory CD4+ T cells
67724,30725.7911392405,10089.0949367089,stromal cells
68012,30575.5051546392,10417.1271477663,CD4+ T cells
69038,31147.1709233792,11175.0923379175,endothelial cells
69352,31314.2123142251,10015.1974522293,stromal cells
71192,31478.3222591362,11110.196013289,M2 macrophages
71280,31808.0395256917,11113.8774703557,tumor cells
72029,31382.3624595469,9755.6213592233,endothelial cells
74668,31450.498470948,9727.1131498471,effector CD8+ T cells
75999,31296.5785953177,11086.652173913,endothelial cells
76511,31732.6106557377,10947.9139344262,M2 macrophages
76579,30642.4539473684,10591.6315789474,endothelial cells
76852,31964.9875518672,10835.398340249,stromal cells
78547,32254.880952381,10269.8285714286,effector CD8+ T cells
79436,31350.3431635389,9645.92761394102,memory CD8+ T cells
80185,31842.1779141104,10541.1993865031,M2 macrophages
80310,31294.7506775068,9855.25474254743,endothelial cells
81768,31198.8988764045,9948.54606741573,endothelial cells
82038,31185.6695402299,10204.5890804598,B cells
82690,31411.3009478673,10401.0236966825,effector CD8+ T cells
83720,31272.3225806452,9833.32580645161,stromal cells
85188,31016.0,9825.66869300912,M2 macrophages
85309,31102.8717277487,11182.1204188482,endothelial cells
85494,32102.7373737374,10367.101010101,effector CD8+ T cells
86427,31538.5384615385,11013.3990384615,effector CD8+ T cells
86669,31184.121037464,10655.2795389049,M2 macrophages
87006,31415.3607954545,11083.6960227273,M2 macrophages
87622,31014.896882494,10107.8465227818,stromal cells
88914,32068.0722891566,10576.3674698795,regulatory T cells
89077,31168.2534435262,10866.0688705234,stromal cells
89697,31663.1700879765,10983.6070381232,endothelial cells
90059,31022.1020408163,10922.9795918367,memory CD4+ T cells
90362,32097.2417910448,10912.9104477612,CD4+ T cells
91957,31818.7692307692,9884.39487179487,memory CD4+ T cells
92830,31520.4261744966,9659.93120805369,endothelial cells
93519,31163.2506887052,10312.6639118457,dendritic cells
93639,31323.9875930521,10577.5558312655,stromal cells
95380,31658.0244399185,10756.3360488798,stromal cells
95624,31827.1628787879,10888.0113636364,M2 macrophages
96839,31397.2073490814,11215.1443569554,M2 macrophages
96842,31127.1627906977,10134.0,tumor cells
98004,31920.970074813,10898.4114713217,tumor cells
99135,31395.9236842105,10177.2921052632,effector CD8+ T cells
99202,30879.8767772512,10008.4265402844,stromal cells
101019,32100.0549450549,10283.8424908425,effector CD8+ T cells
101287,31088.2790697674,9808.57293868922,endothelial cells
101466,30777.5962732919,10112.3043478261,tumor cells
101984,31606.4078212291,9935.90502793296,tumor cells
102381,31729.4486921529,10529.523138833,M2 macrophages
103111,31541.753164557,10271.7626582278,stromal cells
103424,30751.6228571429,10273.7428571429,regulatory T cells
104229,31675.2847682119,10728.0331125828,tumor cells
104399,31144.8459530026,9996.28720626632,M2 macrophages
105170,31226.5449591281,9956.78746594006,endothelial cells
105488,31697.5555555556,10045.8620689655,memory CD4+ T cells
106306,31646.4157706093,10091.476702509,CD4+ T cells
106549,31994.9614678899,10909.9357798165,memory CD4+ T cells
107270,31356.0098039216,9846.54901960784,endothelial cells
108554,32107.0,10130.5572519084,M2 macrophages
109300,31738.9503722084,9658.98014888338,NK
109975,31956.9710610933,10430.1800643087,tumor cells
110743,31912.7446808511,10502.7340425532,CD4+ T cells
111035,31929.6810631229,10357.0398671096,effector CD8+ T cells
111708,31032.2252747253,10094.2912087912,endothelial cells
111783,30895.1319444444,10298.1215277778,tumor cells
113394,31356.5070093458,9759.22429906542,endothelial cells
113902,31904.5384615385,10196.5549450549,tumor cells
114746,30720.2715736041,10786.0939086294,tumor cells
114879,31874.1459854015,10950.2299270073,M1/M0 macrophages
116036,32244.6357615894,10343.1523178808,M1/M0 macrophages
117170,31817.09375,10983.0026041667,memory CD4+ T cells
117284,31129.1781076067,10159.6586270872,M2 macrophages
118257,31198.8389261745,9670.02181208054,M2 macrophages
119004,31427.1812227074,11059.0414847162,CD4+ T cells
120822,31546.4784482759,10830.9612068966,stromal cells
120906,30739.9785714286,10585.3285714286,endothelial cells
122809,30900.1386861314,10667.6423357664,endothelial cells
122816,31917.9748427673,10944.6761006289,B cells
122865,31121.1058201058,10933.0529100529,CD4+ T cells
124853,31775.5892857143,10931.8035714286,neutrophils
125610,31948.1419354839,9921.08064516129,endothelial cells
125983,31662.2635814889,9665.49698189135,M2 macrophages
126081,31621.6686868687,10944.8404040404,CD4+ T cells
127843,31273.6030534351,10457.8244274809,B cells
128079,31130.5042979943,10509.9426934097,M2 macrophages
128701,31486.5051546392,11214.9931271478,memory CD4+ T cells
129735,31623.2165354331,10490.9114173228,endothelial cells
130994,31066.5330396476,11137.4273127753,CD4+ T cells
134534,32102.1402214022,10002.0258302583,M2 macrophages
134872,31510.1558823529,9553.35294117647,endothelial cells
136131,32062.8014527845,10220.5811138015,tumor cells
136162,31319.2407407407,9839.08201058201,M2 macrophages
137041,31925.5732009926,10815.1166253102,M2 macrophages
137439,31910.4459459459,9872.97747747748,tumor cells
138258,32134.3396226415,9976.85377358491,CD4+ T cells
138641,30969.5517241379,9802.84482758621,M2 macrophages
138684,31724.5,10446.1584158416,B cells
139257,31460.6553287982,10967.5056689342,M2 macrophages
142794,31140.935483871,10217.2298387097,memory CD4+ T cells
143318,30895.3108108108,9978.37837837838,neutrophils
145266,31924.0418502203,10727.9317180617,tumor cells
146430,32171.895,10792.585,memory CD4+ T cells
146873,31703.1895734597,11085.7109004739,M2 macrophages
147688,31554.5648148148,11189.0401234568,CD4+ T cells
148188,30971.1710914454,10068.2005899705,memory CD4+ T cells
148501,31538.9887323944,9730.5323943662,tumor cells
148762,31197.4267515924,9714.01910828025,M2 macrophages
149130,31253.6378737542,10300.9700996678,stromal cells
149207,31191.9885714286,10078.7371428571,memory CD8+ T cells
151481,31537.786259542,10426.0203562341,M2 macrophages
151714,30854.2844311377,10718.8263473054,endothelial cells
152227,31394.59137577,11003.9753593429,CD4+ T cells
152344,31358.1918465228,10831.6882494005,endothelial cells
152872,32111.3427230047,10175.485915493,stromal cells
154036,31003.8976377953,10426.6732283465,stromal cells
154710,31778.9946666667,10247.1173333333,M2 macrophages
155328,31412.0538116592,10569.8923766816,tumor cells
155329,31376.4485714286,9775.66285714286,endothelial cells
155672,32136.9862542955,9991.22336769759,stromal cells
156100,31326.7777777778,11284.0138888889,endothelial cells
156991,32130.5971014493,10355.0985507246,memory CD4+ T cells
157058,30903.4820512821,10484.5128205128,memory CD4+ T cells
157123,32188.223880597,10241.4179104478,tumor cells
157143,31059.75,9806.45918367347,effector CD8+ T cells
157488,31951.8113207547,10938.0830188679,stromal cells
157790,31344.1128205128,9865.66666666667,M2 macrophages
158183,31048.7559681698,10951.8196286472,CD4+ T cells
158442,31286.0668151448,9768.19376391982,M2 macrophages
158557,31394.7743902439,9588.14634146342,effector CD8+ T cells
158987,31373.0769230769,10262.2398190045,memory CD8+ T cells
159251,31634.1891891892,10797.7189189189,memory CD4+ T cells
159294,30530.1834061135,10472.4759825328,memory CD4+ T cells
159321,31751.7335329341,10779.0628742515,CD4+ T cells
