,Carcinoma_AGSCC_2_10_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_11_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_12_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_13_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_14_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_15_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_16_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_17_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_18_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_19_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_1_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_20_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_21_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_22_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_23_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_24_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_25_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_26_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_27_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_28_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_29_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_2_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_30_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_31_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_32_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_33_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_34_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_35_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_36_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_37_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_38_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_39_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_3_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_40_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_4_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_5_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_6_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_7_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_8_tumorales_no_tumorales.csv,Carcinoma_AGSCC_2_9_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_14_1_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_14_2_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_14_3_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_14_4_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_14_5_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_15_1_tumorales_no_tumorales.csv,Carcinoma_FAHNSCC_15_2_tumorales_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales_no_tumorales.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales_no_tumorales.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales_no_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales_no_tumorales.csv,Dysplasia_FAAGSCC_13_1_tumorales_no_tumorales.csv,Dysplasia_FAAGSCC_13_2_tumorales_no_tumorales.csv,Dysplasia_FAAGSCC_13_3_tumorales_no_tumorales.csv,Dysplasia_FAAGSCC_13_4_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales_no_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales_no_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales_no_tumorales.csv
Carcinoma_AGSCC_2_31_tumorales_no_tumorales.csv,1008.3813670861174,930.4224573733426,1440.6478103188367,827.5453929992553,1119.7980603647175,1281.4991376874564,791.3419122186406,1092.1131159978409,1096.709137082657,753.6319975297581,2979.143535892322,1793.4776281503957,1628.9139610051263,1344.8140309517205,1106.7680221639127,1341.5993297643865,1458.0284151658047,1544.6805056755843,1665.515887859172,1148.5601146359948,1137.0596683321248,2729.28178651754,931.426211160089,0.0,1562.6316588929988,1539.9228218186995,1508.353807301898,2379.187517591848,1413.115352494405,733.0130260631668,884.82740211294,1844.2134106377796,2563.4169950241076,1174.8323915596764,646.8689958656277,705.3127943561719,930.7295681885723,793.1586920793743,764.1231768853842,881.6948014863472,944.4617387960677,1095.0592671569623,2130.9874043868826,2192.3848936028594,1736.2022308530297,2780.938146520895,3705.7073853009024,1752.8568148762292,3224.882555252571,3999.815572701072,3994.920800368109,3466.8900433382264,3382.932218985653,1942.7143992514625,3239.6146947971392,3420.271595851893,3478.5996388724975,1957.7531326947317,3837.3522196561507,2523.397845100801,4504.995625546456,3974.7940994536916,4393.909875605651,2986.6898832609286,1677.256316596021,3616.9647559654986,3446.293626022304,5958.75085053005,5884.328039485754,3937.7113999537673,3358.1367349573907,3295.994226406515,2746.4931176300333,4139.128899281466,4636.102303434642,5634.378699835004,3286.5470214916472,3479.1530554470255,3008.941830079038,4118.906410315896,5550.729108051383,3158.6806714458025,3375.1119356725594,6298.266360871634,6532.21759053334,3116.9502842316333,8678.451173771296,5166.904915844956,7747.231157247311,6372.038051690505,5913.122005820646,6243.451436545079,5580.7787256898655,6138.003197620096,6214.667116150496,4988.842686468599,3415.7417265837366,3480.852285647405,2958.3824035100743
Carcinoma_AGSCC_2_32_tumorales_no_tumorales.csv,1976.6293425550664,1827.4378934938716,2561.7683836203364,1767.6607046753852,2180.840087923994,2363.183901546234,1553.5654646336443,1769.901161890928,2193.517291355237,1447.8789254869014,3810.293133322059,3004.3422518972598,2745.518075106894,2513.122844408449,2225.0549533665094,793.03549440191,711.9653098890146,2694.632912909354,2878.0818945888354,2266.751580794628,2286.4691901618803,3517.152676848944,1984.4561584498142,1562.6316588929988,0.0,2621.100895995834,2599.47853693946,3509.9106559309316,2686.763486139124,1588.2155739824827,1550.8314606107315,2933.1073340203766,3491.215745768767,1053.1941237868698,1570.5193481493404,1493.7764513369495,1634.3727670430633,1369.859276477532,1588.1842124788543,1818.470693943448,1109.4992797495474,1090.746440050055,1802.4392522787305,3042.4682360813445,2125.0964087325347,3329.4112011618054,4148.826714371987,2736.5153239482433,3854.7431682699485,4615.113800059496,4578.380673205848,3860.66812452212,3847.131095487294,2486.4529910075526,3471.0367268458335,3663.0455487838944,3687.6910312380314,1722.5387252238243,4106.596267842504,3169.0484182265413,5004.440866825842,4833.02235212927,5143.9856472377305,3671.022607229365,2475.578319360352,3634.284139618973,3462.0218183301754,6008.575792523795,5943.933863690769,4156.908336825052,3675.4468182232827,3495.151377480708,3124.296616281466,4329.165616798928,4843.959706133619,5838.627262299261,3357.07723101023,3475.8958992664334,3153.2210821090366,4297.45059170313,5638.720998729325,3341.305423693406,3666.4645133271542,6431.330376794664,6497.021693935481,3402.3957138960686,8617.964676397543,5381.848671801386,7752.414291539048,6391.3621356568,5984.80690720135,6326.043623725394,5644.335130377486,6084.162102974637,6243.550417618671,5110.7250467400545,3287.3588159263895,3297.748768249411,2971.3156059865314
Carcinoma_AGSCC_2_33_tumorales_no_tumorales.csv,1579.4399625726758,1400.063518451711,874.4940449080672,1611.1465130186334,1102.2073725866348,1409.6254656275794,1542.6445841934676,2002.781734474687,1190.806834338327,1589.2297397214763,2245.1878050340983,1206.0792583182206,1310.8542827229746,1398.7808428689293,1498.3698528753353,2515.028175322928,2513.3198951323966,858.6922397020809,875.3373070532199,1225.071943048778,1002.5630119445597,2136.3289664478443,1349.5039258266863,1539.9228218186995,2621.100895995834,0.0,854.519894157416,1311.943177732438,1299.4971540770366,1491.5169033635282,1631.5456361407698,1074.198418383937,1701.4091349308796,2310.1245613033907,1486.0713089978146,1611.9405433885854,1856.4624848243882,1765.6358759756538,1632.0581759597799,1352.1030577319075,1874.438463048742,1884.2599025662826,2527.7587558997398,1363.0977445333447,1857.3910689280685,2400.9846785859,3353.2817020920716,987.7925285766645,2577.3149654266135,3377.28765596251,3385.3220251750467,3221.3723220007505,3099.631324424487,1827.974344435752,3204.0385901724894,3239.4389719813053,3469.5510799441677,2453.0413675364075,3556.7492559919506,2045.4358293715047,3996.9964417535866,3007.0864073496214,3537.275334723367,2329.0027766671064,1163.1284783502413,3807.7318901532217,3633.637684245403,6047.713763123936,5952.911319501795,3857.232512151231,3142.1353294232117,3258.34574330843,2519.8895333396767,4055.809154533431,4473.511061266584,5553.6807682725575,3398.293725626259,3644.9362650680305,3116.3885113014685,4099.548115026313,5587.663083335159,3193.550020797871,3314.135180712361,6310.445754380151,6716.075825146792,3036.5784350011827,8871.182113802717,5030.355288816765,7951.84912436557,6536.906419066727,6024.644392241534,6348.344853355733,5648.219312347556,6319.302522048692,6314.770248764471,5049.308900574129,3620.788630339219,3661.5421693022126,3113.916470803544
Carcinoma_AGSCC_2_34_tumorales_no_tumorales.csv,1552.0295231967914,1316.513781869462,946.9348875492966,1512.9044132549486,1096.8047527956708,1423.338288553196,1558.2354113910485,1957.2518304256469,1171.8196102896752,1634.9921437533394,2176.8698085333795,1113.4560940578226,1355.758830112101,1423.5734134675854,1370.9811213829273,2508.493660482903,2524.6532225106257,1008.8370832294229,944.5765597587446,1177.3679885915462,972.3735472721264,2127.646380656229,1322.4675289315185,1508.353807301898,2599.47853693946,854.519894157416,0.0,1342.372549091865,1253.9473708547803,1452.390127321953,1526.4734743878219,963.9151320138885,1774.935530716567,2342.4908605922556,1481.3535497908529,1597.6742648215982,1852.6345828493154,1620.6261923896939,1627.7055718694178,1348.7368499840813,1839.2200344906346,1872.2765106212219,2535.253855245382,1485.769775770591,1770.9299046312171,2386.7793413504633,3361.1962486731627,1058.9604750708233,2585.8429633974083,3369.007825170602,3392.0174069619447,3157.2137626735066,3026.587588066995,1721.0489965997458,3109.765024332064,3192.709536072824,3355.8598893464987,2347.566401744559,3550.731360407454,1963.5240003799768,3965.4201931594584,3018.9156184622652,3574.815288629705,2386.3576252809144,1111.3508900124957,3690.2475382371,3536.879606281215,5906.342354100335,5808.986004346821,3747.3989990511277,3131.0434520409367,3166.3713717997794,2522.8446248676037,3967.6942652803186,4397.728306129953,5435.441262405056,3302.51371994448,3536.5687048286345,3018.6683115670617,3978.2716569154386,5471.294155365849,3078.205886596887,3197.3473422005977,6170.170911703846,6580.4487194575895,2986.6645911799915,8737.489909644004,4916.2087415657015,7798.42014636858,6390.031828018814,5914.9201415576845,6216.242213581172,5510.376864897153,6182.109168242881,6183.063633935823,4928.716973604063,3596.2122892702478,3653.0680596664656,3058.557416763402
Carcinoma_AGSCC_2_35_tumorales_no_tumorales.csv,2518.404318278408,2027.9876486884298,1620.5634031607149,2284.8119763134255,1970.61348389892,2274.535013409432,2490.2442595299103,2926.686549447716,2077.6820729493174,2424.5269706878107,1861.4660773012386,1569.4494554984608,2043.000216034467,2213.138733519933,2260.9359226216598,3450.764563887277,3418.1158804318056,1496.496828341718,1354.0296383680381,2062.4336705596083,1702.386220485609,1745.7476271299197,2257.113442227344,2379.187517591848,3509.9106559309316,1311.943177732438,1342.372549091865,0.0,1893.8622665392156,2334.1896213232085,2319.425317236618,1162.1717080729716,1168.3987633675806,3209.6705970049943,2382.299415259155,2435.6871224310876,2805.8292610874937,2515.6709747628356,2489.4862492307348,2288.483101327071,2786.295401145229,2754.015617531282,3169.8838033129064,1231.9979219565666,2121.156352006141,2157.069686213715,2923.477284125167,1231.4553904414136,2101.82589173944,2749.8226855624875,2773.915754110287,3150.6803559777754,2853.4832064305742,1997.2073646222425,3047.386886995,3054.832982737915,3406.333152818673,3037.5382183091137,3378.7896624414557,1786.4714935621012,3568.9462224295585,2329.0044525385197,2917.142887815665,1818.4789903495305,1442.1227158265756,3803.8357848391533,3718.5766304377917,5917.859044354808,5761.434713836256,3693.9502895877145,2942.575896943051,3223.610568735022,2523.990137393545,3757.725685828057,4251.346854185603,5183.278675835281,3470.417825598593,3759.119179927964,3180.044263136343,4009.1931012138725,5478.786582004719,3180.4254516706033,3300.5092561494257,6083.736859216793,6708.4185276186945,2902.482647925676,8899.73913811337,4743.886849014611,7909.892082628858,6543.652720131522,6030.6524001492635,6225.5280228506535,5610.247015340491,6358.119041865013,6332.120033048801,4817.4221412153465,3907.2129227349724,3987.5844441366376,3308.5555805949853
Carcinoma_AGSCC_2_36_tumorales_no_tumorales.csv,1144.587951530564,1443.5376809309935,952.298730889546,1440.3808312914466,972.7674000533833,869.2498796719105,1434.427263997344,1472.636679098985,880.8114055348087,1555.4779174448586,2944.262059004565,1008.7780840583151,931.1211045481632,803.7351876695344,953.3209732492812,2415.065704659671,2503.715777402657,1107.5090033873703,1057.2949853052157,869.2308940791636,1005.9714821819523,2712.902465070932,1011.849643697126,1413.115352494405,2686.763486139124,1299.4971540770366,1253.9473708547803,1893.8622665392156,0.0,1379.7703757971133,1690.6085790008074,1628.676383704096,2382.89646662003,2109.35170866795,1350.3011822556632,1467.6245504326855,1580.4884290157197,1636.584216909993,1377.3916006338584,1175.9443585034558,1922.168945287505,2063.291574664441,2925.304134267657,2075.5687777143335,2255.7433100140906,2933.3324848812417,3863.729639959457,1508.8329794156577,3215.3756610524824,4014.153086588559,4016.1422787185984,3710.4739021497053,3569.0467244297083,2286.70081944115,3556.099227772936,3746.247845833609,3856.605322814542,2838.018149340281,4077.5956151861624,2613.519917673081,4615.408462607563,3759.612961343866,4268.777921402898,2966.272856078045,1803.1880674898746,4098.98835983404,3924.4989104498345,6394.555019577477,6302.591955448981,4275.071241346785,3600.6573881222535,3663.6842848544793,2995.0901005882024,4462.486690083006,4950.933977362312,5972.269059370462,3738.6895941852995,3956.082853595797,3450.831798047402,4494.931060906557,5974.021022747377,3565.446582467065,3714.3844782784754,6689.43637174035,7020.32551344465,3464.8223363492343,9150.986139004615,5477.434283609263,8229.445604052407,6859.976686006505,6381.627686402288,6688.758449143147,6029.992484623018,6608.363794154453,6666.285411702329,5402.50099600612,3920.786873686712,3979.492247171482,3476.5697443033996
Carcinoma_AGSCC_2_37_tumorales_no_tumorales.csv,962.0122165161125,918.9847633231622,1295.8740047899907,901.7088225450836,1038.8598857824122,1197.1912416399875,790.3444411259331,1139.4555283476618,1029.4917080786151,807.7195546474303,3015.8811750795294,1746.3454818560288,1498.2600946894188,1316.8370635585102,1106.1921057202353,1377.505098475748,1447.8218425111536,1423.095790780324,1621.204006308792,1077.1134940073266,1088.0513212506753,2743.504634597024,885.8558390842549,733.0130260631668,1588.2155739824827,1491.5169033635282,1452.390127321953,2334.1896213232085,1379.7703757971133,0.0,905.8028134788128,1843.7826830247625,2546.00381578185,1228.865994123364,647.6556660517605,740.0299546333306,991.5459501712645,866.7542187071274,825.1545455249192,833.4134583253734,931.4475887260746,1052.1614447294537,2174.338182489179,2133.042139455307,1827.5659535184402,2812.0717499599737,3734.0883320592397,1685.4987294827981,3178.137546467663,3985.409652475946,3983.5999777847455,3525.33377656344,3433.353025764633,1982.3696078150424,3361.1573297417503,3490.6420496006726,3629.0451611289327,2081.9398012927377,3872.551491317281,2496.86921847561,4536.948023898553,3989.4836428126246,4391.852384819649,2940.3290389189247,1611.2272298873206,3823.979230060978,3651.8612189615374,6146.661429579373,6067.541618537296,4044.921925611511,3414.726215963585,3430.411111057189,2789.407922594327,4271.984627542017,4736.589980773531,5761.717462888191,3455.3905344909185,3654.010996554619,3159.333822270908,4254.963984784717,5715.892916516044,3307.676884895615,3473.374182798821,6467.789339186506,6730.541174727973,3249.858966370184,8858.978689584847,5275.381657624143,7973.097507481051,6579.427935331226,6112.260597773971,6450.301512115818,5761.707331991475,6310.6168134849195,6390.247679909512,5201.627762575688,3541.459543033292,3569.0257180934796,3129.849556266754
Carcinoma_AGSCC_2_38_tumorales_no_tumorales.csv,1428.205079336822,971.5586025051902,1673.0929635831712,1059.9413982813664,1453.3839214706459,1667.9999316195192,1130.0542428723827,1535.287219845798,1412.7343125223745,934.4151727696458,2695.7449252648466,1906.5872381635836,1990.0960739652917,1725.5998991541044,1528.6304117521443,1476.799380729306,1500.8814767259844,1774.840724199337,1861.8566293516458,1497.3906069394156,1281.9519648174778,2429.4896612488956,1299.197988658984,884.82740211294,1550.8314606107315,1631.5456361407698,1526.4734743878219,2319.425317236618,1690.6085790008074,905.8028134788128,0.0,1758.425426030007,2385.440917490838,1409.0417691677083,958.0903802799602,892.8090117770778,1308.8982701323878,936.9428285889104,1103.0768417809236,1226.0027986039543,999.8836963427669,1068.9960268777675,2091.0118472182485,2100.7613742654526,1493.7748081894701,2417.473513787216,3322.8071531892056,1810.015900139583,2867.5884350244028,3646.818706189523,3620.998797207103,3126.296753285481,3010.711380947741,1654.9639550264455,2929.904625977975,3054.895160157605,3157.3248617321397,1715.2642516510812,3485.017981518694,2169.6188239996804,4116.579651790576,3715.9505301999675,4092.0525204110613,2699.5601866376837,1525.6022870510772,3428.3977405997375,3230.8781851426247,5656.593387325409,5581.069083861163,3579.7246583453916,3002.428390020398,2990.859260306666,2442.195497951545,3784.640363773734,4250.467371186333,5265.310350923676,3044.7445916845636,3279.069553915847,2782.3497575155166,3776.780992334738,5210.515595048115,2854.887609330499,3067.1364117042635,5949.314588171687,6323.599280892165,2789.949309119321,8458.541270816364,4807.77684684169,7534.890045983572,6145.512310197665,5658.594427165315,5965.960326668244,5279.1015663003145,5954.493298142778,5946.238039762844,4695.649300959084,3404.1000200179333,3481.3354080175222,2789.6278828326786
Carcinoma_AGSCC_2_39_tumorales_no_tumorales.csv,1994.5792731131448,1542.8693617457413,1350.0490524781894,1713.5470697281844,1578.9607142522932,1891.1518941747725,1975.8398408070507,2426.5312682077306,1612.7211751108252,1880.909611786106,1813.042916937879,1332.0039821636437,1823.142551263866,1822.5409513711718,1835.725436761025,2867.0767803821336,2827.255642516904,1360.5101177051886,1248.1177532741358,1656.7076415828697,1311.065322661727,1771.1990897640924,1742.8501554690522,1844.2134106377796,2933.1073340203766,1074.198418383937,963.9151320138885,1162.1717080729716,1628.676383704096,1843.7826830247625,1758.425426030007,0.0,1463.2658456375545,2611.9491649425217,1831.7464805597933,1903.7182489722018,2244.315219563675,1959.9072346436192,1938.9576470197258,1793.3957511875474,2255.3535027908283,2247.828021156131,2745.6635170275576,1368.7375652419676,1758.4172716873397,1990.3116955173039,2914.424739641432,1202.0549480997574,2152.6480560075534,2889.930765886582,2931.7888787909374,2844.633559574344,2661.1865590330976,1541.064941570771,2837.674252789144,2801.8263220540425,3175.949767535044,2475.981906322121,3137.0218314259296,1600.9241630210188,3548.1685881499934,2598.0119104949345,3177.172863450701,2005.2829293648574,1123.8512548174142,3553.2350224769352,3494.631571364938,5600.514549013816,5510.974618036707,3404.0455836083916,2701.60511410261,2946.067559224644,2300.1662677934296,3541.0857454593734,3999.896924447245,4995.763093021564,3212.043115785378,3495.2870984817273,2983.67531888076,3686.01157369909,5188.960281489678,2883.880179969968,2962.435739639262,5828.809865773704,6425.934216247432,2650.5997993280666,8627.278281484561,4506.504301640024,7616.889830785131,6224.411562221892,5733.395533520322,5937.445746351606,5278.949314555907,6096.620121277366,5994.326247672994,4582.397888995888,3629.2333761072227,3750.0238353832165,3020.252330412504
Carcinoma_AGSCC_2_3_tumorales_no_tumorales.csv,2877.1692549389445,2311.7985508483694,2089.8508939960857,2605.1754477520426,2407.6345064776046,2733.6855843937715,2753.744028014059,3276.407331200376,2464.2343621612767,2566.4908444629345,1376.3491000267152,2145.4978442605548,2592.8206416788726,2653.2018440857846,2754.6292358004284,3541.8379693556435,3422.7952416225635,2039.174142798779,1893.4069974544582,2499.583741963854,2074.0539458678027,1208.8911966538715,2600.5282289110287,2563.4169950241076,3491.215745768767,1701.4091349308796,1774.935530716567,1168.3987633675806,2382.89646662003,2546.00381578185,2385.440917490838,1463.2658456375545,0.0,3383.8643455584233,2581.363943560815,2626.0256880824613,3077.018392806379,2802.2413037516085,2769.9757086620025,2632.304172846811,2879.8225262887695,2751.4850857897336,2928.704304640463,1064.5906505870307,1908.2920508038208,1665.6286926392886,2235.1551882856297,1289.4470909773952,1466.3787341722123,2087.936281582656,2123.4506802697574,2742.282375319626,2406.039553345109,1827.7672394520587,2696.1422487669665,2523.1405927228893,3046.989781936477,2865.7871255237783,2844.66616416113,1433.802927506046,2863.0338612323058,1862.5526283159973,2187.2126406823936,1249.3324252213708,1417.412858982852,3545.79185944461,3429.4444009114522,5521.19933672561,5309.93587650826,3236.8517698904084,2412.430015749281,2823.6114461950515,2061.0249722869185,3250.505245786924,3674.247301566416,4613.563535826872,3178.3997136765292,3460.3061250873648,2902.223554159115,3595.174624732548,5064.2513892265815,2841.1978224482637,2927.7023677629413,5632.976193858837,6463.122364884868,2383.2525526184313,8614.428161568525,4236.276471293916,7621.182043669548,6260.975400743523,5644.761639555596,5861.764928046505,5220.736108734655,6146.645617903943,5977.029388753122,4369.665333799477,3666.532659959907,3746.2889231277595,3027.4322557815294
Carcinoma_AGSCC_2_40_tumorales_no_tumorales.csv,1404.2476091387368,1565.1695874875227,2145.0796169078285,1317.550036599198,1707.865930160542,1822.1591655756074,1131.3118474715138,1136.589096388509,1637.7494068892286,1114.1442671207183,3713.340710555375,2517.4476516744035,2217.28103067646,1921.0572393230689,1631.4742464526917,768.3657140738342,890.4967809075986,2280.878588723301,2483.2242023857175,1767.7677318535236,1884.8010250452965,3507.8154038457315,1462.7201784332854,1174.8323915596764,1053.1941237868698,2310.1245613033907,2342.4908605922556,3209.6705970049943,2109.35170866795,1228.865994123364,1409.0417691677083,2611.9491649425217,3383.8643455584233,0.0,1142.676021081939,1134.4171118391498,1096.1392951579442,991.2130274305719,1142.248235922637,1366.4134173481946,982.9393791601697,1114.358263019549,2014.0004878315108,2961.998131297634,2162.8887000789496,3363.6213626593253,4229.500805677178,2568.377970328494,3875.740819803974,4637.813643463387,4605.84470122473,3959.6858333979144,3916.8736721204405,2478.3998917747763,3611.6972442278175,3835.1010316933985,3861.1815532355618,2013.8915817516695,4268.770513000007,3153.634675250381,5081.9165038053015,4778.4544934043415,5116.909498835967,3648.2216747033294,2381.10164519565,3825.074789481195,3646.513411359885,6199.197319756518,6142.227637081929,4318.236503266214,3807.9950834773085,3680.1700351528057,3213.700164399374,4495.232173259189,5040.084485741673,6000.809646794004,3533.887754218091,3652.6568241735044,3313.1241213291933,4470.4848386696085,5833.006504384838,3515.39613067973,3798.52607451653,6611.838067485789,6694.731926374818,3533.0356828297386,8810.974355943195,5566.060049274832,7948.016797012397,6601.7042552668545,6185.015699167628,6527.59650826425,5861.853290182779,6277.03212480822,6474.040854120859,5303.104114151904,3431.778050528258,3437.393099002441,3164.922978053069
Carcinoma_AGSCC_2_4_tumorales_no_tumorales.csv,916.9121637557142,932.3648854309971,1313.6234991914998,827.9019761818274,1057.1078477535723,1160.8078577688445,738.1721705419567,1053.1214702684897,984.5598346642278,782.910059701557,3022.7168580164016,1735.9505795620983,1476.146706719363,1275.5958886076141,1033.9766857036818,1352.440002722033,1409.850125778083,1462.9099596744888,1636.9910704334523,1050.5787590853238,1102.9914521933983,2789.09277788305,813.4464564657018,646.8689958656277,1570.5193481493404,1486.0713089978146,1481.3535497908529,2382.299415259155,1350.3011822556632,647.6556660517605,958.0903802799602,1831.7464805597933,2581.363943560815,1142.676021081939,0.0,692.251196676401,874.2148886533196,785.8991750627274,728.1484716396069,783.179784436168,930.5780893708838,1067.5574510376657,2109.392298808879,2185.842926420146,1809.518299379679,2849.0187649809936,3778.12099500254,1738.6629182850206,3239.7079748592823,4028.9246221859735,4049.14083701688,3525.6626322354687,3437.7003349525403,1981.3162946557122,3301.243812722251,3473.353894055394,3569.934271748174,2016.238957329744,3853.847823462989,2563.388070762371,4563.9643674142135,3994.3669961075548,4424.155310963819,3018.2219854541286,1642.889389898585,3692.9133159220337,3534.905478634418,6032.936791246988,5966.244662108426,3986.9190585820506,3415.4840664548237,3373.1835772938894,2795.88931944609,4193.577584480992,4711.91840802883,5724.128568297071,3348.1506926383404,3532.665277386718,3073.112757755685,4196.546209861991,5623.421940424036,3235.357957126755,3435.7640259795003,6384.076053710748,6605.378535704441,3201.8473199214322,8736.76279010542,5246.522955574531,7847.162173989106,6455.20060425769,5999.654660374181,6348.253721649167,5648.349217031073,6191.342422469967,6279.047773283153,5096.315206038569,3437.060472975225,3465.80017114402,3011.795274784915
