,Carcinoma_AGSCC_2_29_mieloides.csv,Dysplasia-LG_FAHNSCC_15_2_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_mieloides.csv,Carcinoma_AGSCC_2_31_mieloides.csv,Carcinoma_AGSCC_2_25_mieloides.csv,Carcinoma_AGSCC_2_24_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_mieloides.csv,Carcinoma_AGSCC_2_11_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_mieloides.csv,Carcinoma_AGSCC_2_37_mieloides.csv,Carcinoma_AGSCC_2_27_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_mieloides.csv,Carcinoma_AGSCC_2_7_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_mieloides.csv,Carcinoma_AGSCC_2_19_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_7_mieloides.csv,Carcinoma_FAHNSCC_14_3_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_9_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_mieloides.csv,Carcinoma_AGSCC_2_13_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_5_mieloides.csv,Carcinoma_FAHNSCC_14_5_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_10_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_8_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_mieloides.csv,Dysplasia_FAAGSCC_13_1_mieloides.csv,Carcinoma_AGSCC_2_6_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_7_mieloides.csv,Dysplasia_FAAGSCC_13_4_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_1_mieloides.csv,Carcinoma_FAHNSCC_14_4_mieloides.csv,Carcinoma_AGSCC_2_5_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_4_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_mieloides.csv,Carcinoma_AGSCC_2_4_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_8_mieloides.csv,Carcinoma_AGSCC_2_23_mieloides.csv,Carcinoma_AGSCC_2_20_mieloides.csv,Carcinoma_AGSCC_2_36_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_mieloides.csv,Carcinoma_AGSCC_2_12_mieloides.csv,Carcinoma_AGSCC_2_10_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_mieloides.csv,Carcinoma_AGSCC_2_9_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_2_mieloides.csv,Carcinoma_AGSCC_2_35_mieloides.csv,Dysplasia_FAAGSCC_13_2_mieloides.csv,Carcinoma_FAHNSCC_15_2_mieloides.csv,Carcinoma_FAHNSCC_14_2_mieloides.csv,Carcinoma_AGSCC_2_2_mieloides.csv,Carcinoma_AGSCC_2_1_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_6_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_1_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_mieloides.csv,Carcinoma_AGSCC_2_16_mieloides.csv,Dysplasia-HG_FAHNSCC_15_2_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_mieloides.csv,Dysplasia-HG_FAHNSCC_15_3_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_6_mieloides.csv,Carcinoma_AGSCC_2_18_mieloides.csv,Carcinoma_AGSCC_2_39_mieloides.csv,Carcinoma_AGSCC_2_3_mieloides.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_mieloides.csv,Carcinoma_AGSCC_2_21_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_2_mieloides.csv,Carcinoma_AGSCC_2_8_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_5_mieloides.csv,Carcinoma_AGSCC_2_30_mieloides.csv,Carcinoma_AGSCC_2_17_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_mieloides.csv,Carcinoma_AGSCC_2_38_mieloides.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_mieloides.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_3_mieloides.csv,Carcinoma_AGSCC_2_22_mieloides.csv,Dysplasia_FAAGSCC_13_3_mieloides.csv,Dysplasia-HG_FAHNSCC_15_1_mieloides.csv,Carcinoma_AGSCC_2_34_mieloides.csv,Carcinoma_AGSCC_2_26_mieloides.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_mieloides.csv,Dysplasia-Stroma_FAAGSCC_13_4_mieloides.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_mieloides.csv,Dysplasia-LG_FAHNSCC_15_1_mieloides.csv,Carcinoma_FAHNSCC_15_1_mieloides.csv,Carcinoma_AGSCC_2_15_mieloides.csv,Carcinoma_AGSCC_2_40_mieloides.csv,Stroma_ad_Carcinoma_AGSCC_2_3_mieloides.csv,Carcinoma_AGSCC_2_14_mieloides.csv,Dysplasia-HG_FAHNSCC_15_4_mieloides.csv,Carcinoma_FAHNSCC_14_1_mieloides.csv,Carcinoma_AGSCC_2_33_mieloides.csv,Carcinoma_AGSCC_2_28_mieloides.csv
Carcinoma_AGSCC_2_29_mieloides.csv,0.0,10150.260607954344,13686.694365502892,913.0638750980171,1128.647084696663,972.2886327304623,11922.708099865726,1081.096645856335,16579.648332528082,518.9989553089628,982.9318518718868,11415.09479629583,1481.3768676673367,9953.887066559939,1290.845065131657,7837.475973672458,4016.172669395587,14979.049724519056,12819.600777672791,9197.268204639377,20121.603463761316,1353.0831470676906,13111.874519693427,7926.978504294726,12794.310677822757,12720.857791050377,13409.950288217615,11883.964463525213,7611.251139003855,951.6877703976902,13085.218988958819,5981.36979565733,7652.079756699734,7433.635095344275,1364.0571915009923,12361.818478938207,18441.34341001697,1142.7079156610312,10191.658982891126,865.9810093904051,1639.8979066071342,744.7514524440296,14557.991517124652,943.6410568148603,763.6909894574206,9688.074666353581,1115.1110857056026,12498.551585444444,1480.4642985853557,7862.005413456092,9996.452379471295,4632.863252970196,1743.894282668081,3830.1855785167536,9114.021923849996,10939.38722560491,17873.12842248175,9749.86669397643,17271.7566536445,978.1186483165275,9347.476335267478,12335.606932477625,7536.52932047418,11232.882535084002,992.8970940167649,1146.5677210621616,883.1945231944912,9644.962688088166,1568.7279784680159,16804.341993853694,914.3463918616251,6991.547805982482,1365.3279665034722,1507.472097224657,12656.506567093506,1317.3357314419795,14334.149126482542,9212.9389287899,10734.47232431806,749.2110735478665,8672.76689660798,7273.255947604176,418.397699912045,1186.0787826316453,9897.785439282778,13660.466428025635,13804.168421781917,21350.41886495203,9754.078440789477,9235.656859778746,648.9111167664907,980.2757529008309,13370.054125713126,692.7792134471448,8201.399562359133,3930.6031605057606,562.8367502377484,929.4314324799117
Dysplasia-LG_FAHNSCC_15_2_mieloides.csv,10150.260607954344,0.0,10933.641837179488,10106.21519017203,9485.006353409552,9803.145316272516,6852.147793923924,10703.320582929988,16899.65479015678,10348.079809263321,10430.873880720816,2142.9935246907885,9291.427108937807,6684.658913599264,9381.496436722922,5300.413041837242,6950.747359209861,14079.168190055725,9054.205320807014,10872.17393959145,18383.411183218795,9372.358339007837,4342.3826255574,2806.9957082676838,6029.090990843773,4373.099599260237,6833.095607576327,7725.01268406475,8235.814562762469,10273.61390458737,4808.6601906022215,5677.715317666607,4621.632133272176,5741.17104507576,9892.260083717032,3449.7044515317425,14712.931369215326,9415.227639933883,6515.196259620256,9928.684457601385,10379.181111610254,10079.07383858598,13796.03713243742,10160.080205584878,10057.91816491393,9906.124206387783,9494.93643232392,3605.1067328882423,9798.817128884282,6915.1536666064785,4457.825544293657,5964.116591880712,9590.388616988701,9180.922804829304,3773.03978222416,4790.5050445839,10312.245603643236,3971.708123235565,18820.164350354975,10133.109119482122,5524.491151900574,14177.663495397279,6940.117565889972,2903.4041477664696,10121.030375727525,10618.412893600214,9584.845923301162,5032.487721464118,10762.63416290114,7934.772372518474,10100.365435085449,4755.903074787641,10001.209457255836,9768.038758269604,10411.52020140812,10074.868194620658,11616.13288528616,9276.28968096011,3840.6825781048574,9735.427141296475,3063.0342677594863,6735.749652511575,10022.20707180072,10266.949704762863,2625.89437975219,15018.704650809343,5096.1819650278885,16818.017281818164,1677.3060686374288,5809.7874713281235,9880.315760187197,10085.198636824196,6661.113116881877,10337.696814438108,6853.208151153447,7024.30734601656,10247.198266827796,9965.399171590165
Stroma_ad_Dysplasia_FAHNSCC_14_2_mieloides.csv,13686.694365502892,10933.641837179488,0.0,13144.343650072902,12914.63265506278,13423.354414572932,4468.8683137380385,14267.486490503841,25770.005247543315,13591.175296919637,13435.097771707002,11985.960429334005,12588.849457148734,16353.81768041592,12843.698367325655,14875.029696401149,13932.74711107398,23533.425012165273,19156.025683897442,19246.196349722686,28233.86746943535,13492.647498815228,10146.153080013308,11304.204137500052,6407.867681696033,14747.429227862667,17193.41187302797,3272.9065915967026,16320.661795868864,13928.215070484364,14077.779366189745,13356.172302908735,13536.781547375409,14284.633065144788,13834.731636175304,12813.008501776092,24840.354009091254,13371.983562159261,16579.696539477,13037.56654411874,13050.63316334254,13909.098116716727,23202.78520293219,13240.758159053039,13365.493031903312,18769.70181756662,12813.922197010139,11899.576434824996,14367.775719680307,15921.143060718616,14162.66214238628,13300.104529922433,14442.18755811267,15115.999855747299,13022.67011304945,15270.584315266653,20703.048724596654,6974.230729915634,27208.472220090436,13657.059507586066,15313.200820330927,22355.637052638507,15493.583235182123,11780.505685291771,12998.969755326638,14585.547678648818,13642.71438057005,6092.579072601887,13511.273647200454,18327.391535962222,13038.4157443567,13527.262457501196,12664.184113140762,12501.35078160122,20105.468559273,14072.703226371308,1359.0215439981139,18305.297325344032,14212.827269905374,13218.169624047458,11913.71575458503,15134.22442327947,13527.526149395475,13347.521809410631,8769.64711755507,23433.264223038488,11680.84348896947,27307.74444413931,10700.674220956254,15301.671998990967,13566.585011006111,13723.578241893256,16515.607098753648,13476.412824055995,15981.619986855078,13830.10122511715,13855.54402927603,13131.028929962218
Carcinoma_AGSCC_2_31_mieloides.csv,913.0638750980171,10106.21519017203,13144.343650072902,0.0,727.7297148584131,988.8894087062822,11525.458097359327,1458.849069293417,16711.301442438926,655.3473767104141,738.1480047969826,11215.580917451773,1276.6322778790377,9910.232442791916,889.8169742562463,7781.817109784797,3955.5429752815908,15247.464166350595,12744.644613803875,9280.701452206134,20332.65167289497,1240.188717143731,12858.235328123075,7740.394258983363,12387.714198471045,12585.140017376749,13263.234333819302,11379.627901122547,7565.18405852391,1061.5541827725215,12859.793604318307,5934.05065376755,7577.811195392178,7230.438540109738,1384.08198694164,12148.801720000649,18709.577401240294,1141.1772399356164,10141.058055639673,406.8833735029157,1039.4687696446272,990.5581865036668,14580.783785420495,426.7459548149927,720.4058574078537,9726.212445892366,832.0510030961289,12190.127209827304,1781.2041731739519,7858.143547760552,9790.736151412939,4534.605813771767,2012.084659636825,3945.327795292326,8902.55300487098,10886.226843164459,17686.16736624316,9306.126359441732,17470.66745709024,750.8795435696012,9213.623909945147,12406.536839478174,7495.333216227892,10947.149484044006,310.56771943928874,1725.5370133582473,1077.9310408533606,9294.394148567999,1112.5464710058693,16640.71712144167,310.3832022984474,6896.483924242206,583.9071924541729,713.7775078362027,12673.256904922024,1388.1081374432902,13764.060052343935,9159.763994836114,10583.094688829591,745.2312265794619,8500.507630207176,7060.832250623943,827.6892325313881,700.7892321114182,9468.436506576756,13775.463242958349,13510.493332811142,21299.510499706746,9682.612702900715,9099.563675518046,781.082728154305,1014.6332779632904,13154.320501323244,420.11475809716967,8146.327959524319,3829.8922253067026,1218.8071775770713,611.4195691430223
Carcinoma_AGSCC_2_25_mieloides.csv,1128.647084696663,9485.006353409552,12914.63265506278,727.7297148584131,0.0,673.4395970130208,11243.005826716038,1525.65292716807,16181.91346543312,969.8054761100259,1036.1791077798825,10821.353000356547,1126.778939653324,9257.09553273758,316.0963645033037,7154.797480984272,3322.5942277294066,14895.785598434664,12141.914816272356,8701.701316989018,19933.576631015785,717.2952896873119,12522.236027905132,7312.612046509447,12110.761394173844,12067.340241889513,12772.96968279714,11144.874190543978,6904.295396576496,1078.786077718934,12505.143455220004,5282.550097322534,6987.9383288624995,6825.307643623169,1067.1307783418702,11774.997791728454,18339.728632579267,859.3306907229628,9463.240411143684,503.3057495788908,1244.8028532034928,1136.6913274337617,13910.916228389744,776.973772122056,987.3735606772386,9066.324508865633,770.321331182315,11877.615474123038,1853.0031103305396,7181.341760217308,9403.188672101349,3974.7426197318964,1923.096802577446,3401.5932980478988,8521.646301320267,10250.890930526779,17233.729301723484,9044.994056627103,16997.89026531142,931.9109121495516,8689.68933088686,11812.556561686462,6832.550714144664,10636.455822698968,840.2104722929931,1811.6829848667553,1073.191278491854,8997.753901585871,1620.7737820453717,16167.71801031855,709.8973005417449,6334.9953501801965,753.6897825914948,653.8140376198849,12041.708417328622,1263.7079931447388,13554.85899022394,8485.498336764173,10091.319752964248,628.1317017291776,8035.223995366024,6683.004834423207,921.0985092484665,869.254452385075,9203.847112969352,13235.967687969165,13198.350069081394,20659.359457541275,9024.412221431148,8608.765055071268,792.5402252222559,951.0448958148652,12788.2317757386,956.3714381305184,7496.369099144384,3204.123024162644,1381.6462554265288,864.7905762529246
Carcinoma_AGSCC_2_24_mieloides.csv,972.2886327304623,9803.145316272516,13423.354414572932,988.8894087062822,673.4395970130208,0.0,11728.291140168882,1111.92006421815,15861.467709682607,851.4304895536314,1247.8938682021862,11269.36527866354,1537.9797205328139,9454.330870781581,797.6479386080637,7414.564013938115,3574.9542648153338,14417.88740087678,12414.216294524242,8479.963085668476,19451.39051997839,749.7016101531731,12975.066387431403,7709.785596616673,12602.499470632649,12393.3628909782,13098.57133028819,11659.078585077385,7072.624676137589,709.1342359355233,12957.278653132198,5464.357318696391,7246.780462247148,7230.211049852911,692.0063981102336,12226.068866211264,17861.264384302674,965.7028042252362,9616.067160978115,734.6234165695631,1712.64410708991,761.8592503726975,13871.69616255214,1002.3262243606646,1185.4905816606765,9037.038077676656,1147.306369982253,12333.85040829766,1540.4996760520794,7210.267191953391,9846.48382120647,4272.627422563797,1585.8210478501567,3126.8829474178165,8971.755242408193,10483.849610780735,17565.30015885732,9558.373330049813,16577.695267977262,585.4362497777804,8987.488887737261,11614.505037511783,7017.054256063928,11092.308003144635,1121.6490405080476,1424.4812381612924,704.5923965812842,9451.629089379046,1954.8787219050794,16511.551950483783,878.5262893754567,6622.486725227319,1194.2654619944794,1153.3913536201082,11957.488975103268,846.3833160516996,14043.600466888347,8639.863400198412,10459.115345925964,581.294652200558,8377.136957648954,7130.109321978045,668.718281008068,1032.120042690562,9706.237535660088,12940.662009728867,13659.740958796281,20845.85419913452,9211.604795089868,9000.352280862777,498.342635016112,648.0068990084292,13240.527951369857,974.1802151160617,7696.325203489935,3434.34861991711,1187.1779188947344,1144.9291654121578
Stroma_ad_Dysplasia_FAHNSCC_14_4_mieloides.csv,11922.708099865726,6852.147793923924,4468.8683137380385,11525.458097359327,11243.005826716038,11728.291140168882,0.0,12659.578249255908,22407.538628903418,11926.582550284264,11880.280643286782,7838.221846281314,10845.261326857899,12591.614011450562,11237.63995318118,11066.044383113262,11149.530206887022,19932.84452692553,15269.284160155072,16139.11373605848,24532.789959345217,11753.486553320985,5984.458318504589,7344.324507184373,2558.8820863090814,10717.08959570818,13141.49910317323,1496.7751690899736,13103.62987711343,12256.421566076422,9848.103222914102,10195.037859600685,9757.24931353162,10730.77610421827,12101.689727104478,8755.537629759063,21027.66844902265,11605.760167363607,12679.271467272349,11465.342208082811,11486.36767554779,12221.156742361618,19657.84845585776,11707.051984856707,11643.527445332653,15418.217787070613,10988.595889557182,7653.855880590253,12419.03657745417,12269.142887188584,10207.408086298561,10259.888360884728,12460.10369297529,12796.13842931761,9096.348024687653,11240.967425769168,16575.464934407493,3153.026938935,24109.434220746414,12042.048457673618,11477.320023549524,19334.328946904927,12119.214256612599,7588.6411817258295,11430.213506934719,12807.73641621028,11843.81492694922,2437.959187219867,11892.523571055479,14189.521599735666,11492.015730173262,9945.040226205814,11144.848605347019,10975.805932350953,16392.034104114467,12361.038964223066,4896.709044990517,14866.72734835589,10128.150626748504,11443.088779572687,8101.941874382772,11646.099976209925,11761.761665073318,11828.1853267236,4694.192484916898,20288.141061506925,7272.016663757128,23292.839357248846,6678.167324863747,11508.372181746221,11815.487200729853,12044.721809208037,12401.567890037366,11857.596037938396,12428.612659316266,11131.299408251944,12125.867348828395,11464.647597417044
Carcinoma_AGSCC_2_11_mieloides.csv,1081.096645856335,10703.320582929988,14267.486490503841,1458.849069293417,1525.65292716807,1111.92006421815,12659.578249255908,0.0,16039.167030879595,1014.1476342703204,1548.7479291502602,12153.212392384097,2188.8052106972546,10336.419387636726,1536.3443840926416,8312.420919329472,4468.251563263395,14379.962588627126,13311.666813609976,8773.062337419251,19609.55627706247,1506.844096754147,13891.880068565173,8604.018326787305,13507.312429840118,13299.884904974931,14005.324672804993,12503.305759020504,7818.4444231411935,737.9048507285647,13864.80792460426,6307.441591744051,8143.395776272188,8124.565434163937,1057.294733614482,13123.720935932966,17876.273150799345,1485.2750318018607,10328.610999338785,1323.9188856310395,2213.431069872787,869.9380885084151,14211.550100432907,1385.0223237573603,1551.6764616206103,9596.429431764218,1839.0063306061566,13278.540833912895,1171.9325205632085,7712.428283273251,10730.161505831695,5178.2542147380755,1498.2529354012063,3396.087366189931,9868.003668738833,11374.875677441416,18471.853756970646,10425.41372322027,16711.99240478185,948.6349465669692,9894.572102047561,11875.136450871341,7868.709580554814,12012.998101191633,1490.540131396411,753.2727095699046,1215.426614663038,10405.967603898216,2324.4910914721827,17417.93033900594,1399.7546664485155,7528.387750781938,1911.8514014200396,2010.3719114350488,12441.107252566138,908.5973137646002,14897.622907406576,9330.31097238824,11356.760890456673,1379.6568013190135,9283.303152383582,8014.113972299254,1018.6859957605325,1581.6102280894527,10587.935420264062,13183.378640135661,14584.565263125685,21651.522414834137,10045.23290753613,9895.705197568783,1098.8115682660696,891.8645259973961,14134.000822917584,1270.8867003572293,8556.278966028553,4327.0329002708095,1223.7713683474567,1528.6902132206274
Stroma_ad_Dysplasia_FAAGSCC_13_5_mieloides.csv,16579.648332528082,16899.65479015678,25770.005247543315,16711.301442438926,16181.91346543312,15861.467709682607,22407.538628903418,16039.167030879595,0.0,16629.108480558647,17023.765289083745,17459.96472475294,16150.512238071162,10989.371545039146,16188.176392673564,12074.033429530868,13411.69837515579,4341.8671579220245,11406.488345648224,7644.873897608657,4519.647016193649,15642.35384559549,20830.32820356241,15321.330824768342,22786.940026479624,15138.455299180823,14774.185684965749,23125.015865299913,9866.915392458744,15899.151485753055,18533.218050679756,12443.897918579292,12830.480787329641,11874.687765581977,15358.750899210165,18221.178531832742,5379.838581302784,16026.957308125333,10952.257630109038,16439.11699528476,17393.33709274746,16120.725869206264,4411.897258295943,16735.992756305404,16780.312293553303,7574.209063192976,16418.374467365207,19257.86149274973,15222.318488779352,10487.03055752904,14196.554542063426,12860.545211090764,14912.026140178337,12882.581218578523,14741.729579916893,13272.034909131711,16431.78136602854,19991.8161573083,3340.641852612688,16062.003669703374,12395.126667157638,4659.292712617977,10342.379902834477,18351.58374715179,16892.593447005358,16102.682724743236,15789.152192655793,20233.33271735423,17714.083287939244,16705.415877072133,16686.311494330992,12511.236064084998,16928.106794963467,16765.99367273377,7570.978340710146,15438.095180589311,26395.949888273444,8492.624150084283,15195.069107116367,16153.159176479365,14373.731967672484,11313.946206991346,16301.703633556477,16800.6266789511,19298.468113966464,3334.4519912530586,20873.078476457067,14275.775675422898,16107.014100141569,12315.327466508563,16116.46937750251,15849.232692704398,16493.43372188729,16747.948556530493,10264.487410717778,13345.476917112988,16658.026563889685,16777.975877268647
Carcinoma_AGSCC_2_37_mieloides.csv,518.9989553089628,10348.079809263321,13591.175296919637,655.3473767104141,969.8054761100259,851.4304895536314,11926.582550284264,1014.1476342703204,16629.108480558647,0.0,949.8608816187609,11549.47677504751,1593.7265916086553,10116.744128330614,1139.7639311516732,8017.991854905832,4180.550137977253,15026.64305905771,13001.108710898558,9243.382570577553,20173.162256475378,1380.2383145904914,13204.868005874936,8063.210297983272,12804.322506105611,12890.373308697033,13561.809832261686,11826.987414820263,7763.395859522161,800.3946064057296,13207.29227295727,6141.428279176831,7846.940723564878,7572.911088588941,1337.8122475484804,12496.551583099876,18496.892674024602,1308.1500127439035,10315.81225632091,672.4463274550968,1523.8806837343438,845.3115871939203,14608.481253413302,793.1175755173294,892.4241536110935,9739.406383023206,1192.2908588228343,12550.233096341568,1499.7273454123697,7912.481785673176,10133.5583167866,4824.8964366057735,1767.18199052838,3880.9230969394534,9250.34169319044,11110.77132966286,18012.39638232173,9737.678123489937,17322.064673443547,761.5299314631154,9520.068774916244,12383.77944416247,7691.943046441173,11299.654205181145,761.7945383705803,1241.9608731583185,925.5600820718056,9670.637194835344,1623.286270775166,16957.580438710993,714.8655654328618,7177.069480383177,1117.431025377046,1270.7376627982394,12710.910510445334,1249.890502571298,14212.69222044574,9339.13430364875,10886.775367291533,705.0924541994993,8823.730625376043,7408.835882168033,383.71897033254214,1024.9289578297119,9896.433281034673,13710.076631380316,13862.405357941929,21519.834586061428,9884.927897183365,9387.638165531878,582.2168353906064,873.6963921292402,13502.447355951897,493.34403591901616,8354.437095125666,4063.11656037867,824.9532629958354,944.3430718464218
