,Carcinoma_AGSCC_2_17_tumorales.csv,Carcinoma_AGSCC_2_26_tumorales.csv,Carcinoma_AGSCC_2_30_tumorales.csv,Dysplasia_FAAGSCC_13_3_tumorales.csv,Carcinoma_AGSCC_2_29_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_8_tumorales.csv,Carcinoma_AGSCC_2_16_tumorales.csv,Dysplasia_FAAGSCC_13_2_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_2_tumorales.csv,Carcinoma_AGSCC_2_2_tumorales.csv,Carcinoma_AGSCC_2_12_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_7_tumorales.csv,Carcinoma_AGSCC_2_11_tumorales.csv,Carcinoma_AGSCC_2_31_tumorales.csv,Carcinoma_AGSCC_2_23_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_1_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_1_tumorales.csv,Stroma_ad_Carcinoma-Dysplasia_FAHNSCC_14_1_tumorales.csv,Dysplasia-HG_FAHNSCC_15_1_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_1_tumorales.csv,Carcinoma_AGSCC_2_35_tumorales.csv,Carcinoma_AGSCC_2_3_tumorales.csv,Carcinoma_AGSCC_2_28_tumorales.csv,Carcinoma_AGSCC_2_13_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_6_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_4_tumorales.csv,Carcinoma_AGSCC_2_4_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_1_tumorales.csv,Carcinoma_AGSCC_2_20_tumorales.csv,Carcinoma_FAHNSCC_14_4_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_6_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_4_tumorales.csv,Carcinoma_AGSCC_2_18_tumorales.csv,Carcinoma_AGSCC_2_9_tumorales.csv,Carcinoma_FAHNSCC_14_2_tumorales.csv,Dysplasia_FAAGSCC_13_4_tumorales.csv,Carcinoma_AGSCC_2_27_tumorales.csv,Carcinoma_FAHNSCC_15_1_tumorales.csv,Carcinoma_AGSCC_2_39_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_5_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_9_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_8_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_2_tumorales.csv,Carcinoma_AGSCC_2_34_tumorales.csv,Carcinoma_AGSCC_2_21_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_2_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_2_tumorales.csv,Carcinoma_AGSCC_2_1_tumorales.csv,Carcinoma_AGSCC_2_22_tumorales.csv,Carcinoma_AGSCC_2_25_tumorales.csv,Carcinoma_AGSCC_2_37_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_5_tumorales.csv,Carcinoma_AGSCC_2_8_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_3_tumorales.csv,Carcinoma_AGSCC_2_5_tumorales.csv,Carcinoma_FAHNSCC_14_1_tumorales.csv,Carcinoma_AGSCC_2_36_tumorales.csv,Carcinoma_AGSCC_2_14_tumorales.csv,Dysplasia-HG_FAHNSCC_15_3_tumorales.csv,Carcinoma_FAHNSCC_14_3_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_4_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_5_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_10_tumorales.csv,Carcinoma_AGSCC_2_15_tumorales.csv,Carcinoma_AGSCC_2_7_tumorales.csv,Carcinoma_FAHNSCC_14_5_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_6_tumorales.csv,Carcinoma_AGSCC_2_10_tumorales.csv,Dysplasia_FAAGSCC_13_1_tumorales.csv,Carcinoma_AGSCC_2_24_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_3_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_11_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_1_tumorales.csv,Carcinoma_AGSCC_2_33_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_9_tumorales.csv,Dysplasia-HG_FAHNSCC_15_2_tumorales.csv,Stroma_ad_Dysplasia_FAAGSCC_13_2_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_4_tumorales.csv,Carcinoma_AGSCC_2_6_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_7_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_1_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_3_tumorales.csv,Carcinoma_AGSCC_2_19_tumorales.csv,Dysplasia-LG_FAHNSCC_15_2_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_8_tumorales.csv,Dysplasia-HG_FAHNSCC_15_4_tumorales.csv,Stroma_ad_Carcinoma_AGSCC_2_10_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_3_tumorales.csv,Dysplasia-Stroma_FAAGSCC_13_7_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_2_tumorales.csv,Carcinoma_FAHNSCC_15_2_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_14_3_tumorales.csv,Stroma_ad_Dysplasia_FAHNSCC_14_2_tumorales.csv,Carcinoma_AGSCC_2_40_tumorales.csv,Carcinoma_AGSCC_2_38_tumorales.csv,Carcinoma_AGSCC_2_32_tumorales.csv,Stroma_ad_Dysplasia-HG_FAHNSCC_15_3_tumorales.csv,Stroma_ad_Carcinoma_FAHNSCC_15_1_tumorales.csv,Dysplasia-LG_FAHNSCC_15_1_tumorales.csv
Carcinoma_AGSCC_2_17_tumorales.csv,0.0,2150.7405420267796,893.0645201183221,8373.556222592157,1779.097620429083,28267.19779891801,1783.008682900707,16049.745329373709,29799.339196231667,5114.087937023772,2741.971088659804,31878.605983100915,2719.0967570299827,1710.3781810696353,2220.642124636067,25199.152981375428,8069.29449848521,24819.978155793648,4668.5601525124775,24847.214552705762,5438.092488379965,4763.147953509633,1475.1086159954993,2180.9525646016173,25204.26100312189,24615.695167282804,2465.509429660331,30721.979861221575,4791.916087260022,5839.250489609018,16329.558281182593,30049.072749680257,1910.1394724192614,1461.707573482765,5828.661012714944,4973.46396367301,3658.933447182397,12104.945628224557,3705.210950861659,30140.105160690106,30593.61278561316,30629.6264577643,16798.751765662742,3361.0253655474676,3233.4604990098096,24085.632709605718,25492.721938202805,7347.822169963276,3199.7697253239107,4429.840635098809,1583.3345427269853,24892.547040693295,2034.9485848339523,38547.56924357376,2078.9400372352593,5008.574469754641,3348.0647714114125,2141.3312227173,13516.232747845868,13126.49568194198,18114.410629836897,9058.581328832537,29835.281432410677,2055.293138552157,2715.586755826901,8432.1673975907,34943.0905913557,1401.8546745501712,13653.307937970023,3746.0420587693325,24283.904420247967,24951.40555761064,26073.10069068965,3640.0041440076966,27602.91718335643,9893.497749491078,27502.999563014182,24778.53401359488,1834.2904745207331,26238.646813216015,29855.539430697827,27479.093363660242,2131.272131618337,16775.241395622306,19100.84947122442,15056.917896188372,24522.864864395488,14111.054748593047,9828.327480527632,29290.39779670211,12579.174617162043,24677.92078347295,24340.648271129845,2524.892792053819,3339.8956118632414,4198.589007930735,27540.049276755548,24502.655020912403,18155.210300376697
Carcinoma_AGSCC_2_26_tumorales.csv,2150.7405420267796,0.0,1915.795039219777,6831.387105880896,1451.9732800888219,28843.503346476708,3507.0735375961926,13960.829880374382,30364.882237639216,3483.609177034643,751.0054027427364,31598.77891295201,2984.3073869775717,3248.265570614106,1262.4062160038352,25781.247606415473,7400.531205606821,25610.754875332965,3912.7262510556316,25660.035643074323,3409.8332266773577,2761.576786133359,937.8205197833257,2404.2031133417613,26016.794976844205,25442.625643112293,3313.2061718172877,31559.79513478744,2778.971711447412,5032.870330285565,15760.32307749413,30841.126544830404,573.2870907766015,2572.178116884671,7329.671871341165,4011.730115838563,1578.360992368484,11604.739790453912,1661.6553062457124,30843.18942792633,31342.9716982448,31320.130407717046,16751.283000850133,2010.4193574683045,1377.1202557465656,24683.762151889252,25765.145571224628,5282.87376098498,1134.0666210606425,6314.890149645336,3097.7045465415767,25618.119874418484,3210.477501821781,38922.02829017874,3359.9926871327834,6572.513865509227,1538.321178791487,815.1125265893328,11904.966343607519,14042.649346867,17825.83810164319,9598.55160109462,30664.06832805256,671.3489135782115,4195.720753979866,8695.593671823795,35051.362527332145,1657.1475792277213,11561.304156506785,5720.820166701904,25119.039098406574,25794.291817639692,26296.431794298318,1889.7574517067185,28272.13467470407,8206.765234395285,28271.436588681445,25349.256676156278,3182.01622971356,26949.429251471007,30596.45136350528,28209.236779896797,3617.3704555979466,15772.758949445011,18099.551421337055,13830.237452839467,25233.03206587437,13749.448274678687,9178.471724922405,29670.95484175691,11586.578858106868,25253.756776120408,25192.33991839988,4440.402434864278,4111.615930359386,6171.277467361395,28041.077716134103,24698.017040498617,17330.489496814484
Carcinoma_AGSCC_2_30_tumorales.csv,893.0645201183221,1915.795039219777,0.0,7779.740291016391,1359.3870655117578,28211.221585101404,1751.6684144303356,15695.914386801203,29735.618886005956,4414.446872756296,2538.335886015653,31448.150668329636,2036.7998819541954,1524.0900861726889,1911.5899910875178,25147.22180269531,7519.902533849568,24944.140179742495,4071.8299808935008,24996.279446365068,5247.240166385465,4245.5021488405955,1143.6542692858807,1487.6678406199874,25352.56802809423,24776.32510342838,1926.4158481526238,30892.208764646144,4592.347931208034,5279.074525579211,15811.76089822057,30175.415780808704,1684.654739684259,965.1896145097381,5837.209669172222,4394.443554232758,3422.843467305511,11588.153609269651,3473.019753922966,30190.76205747747,30680.140926988413,30672.594153375623,16427.101947764062,2734.9323109286347,3052.0646287359527,24050.025358152503,25273.912892610548,6993.463948879772,2918.3894734245555,4553.754966669329,1358.686527946439,24960.222381449144,1625.567847111441,38376.928135559145,1751.3765601517598,5029.494757307729,3164.4231811221575,1692.4719952531004,12917.219980749556,13271.813821028789,17658.321922915282,8820.892993499288,29997.10910069264,1783.5667031798107,2664.82379672264,8111.637070820179,34660.71293919666,862.9953632362948,13348.524321880077,3919.7900304178843,24451.199349068866,25126.359204544242,25833.710951220375,3052.654826777102,27627.857713054575,9312.028957428482,27605.918315354967,24718.694748952294,1569.6818866826175,26297.385932059417,29936.140887071895,27550.57758438811,1929.647972898998,16222.274090080175,18547.734632687305,14490.846299150673,24579.37748219163,13626.719338837276,9281.603467110348,29116.65311133755,12025.241097328575,24622.066183467832,24522.601850798263,2683.447302302215,2808.7142307046984,4328.688791968288,27436.032646338153,24246.8635460146,17608.164337848073
Dysplasia_FAAGSCC_13_3_tumorales.csv,8373.556222592157,6831.387105880896,7779.740291016391,0.0,6639.578630205103,24631.64413647336,8514.269109277217,9700.527983301532,26052.596515142133,4615.42003482509,6608.254255544059,25720.651546669644,6300.960086962071,8168.459425362982,6491.2584157869505,21583.581899438923,2891.8478234118124,21921.87844942672,4212.074060404447,22037.419941250428,6230.600250203153,4542.045274711746,7461.527129215748,6762.680715342639,22359.514086997915,21845.15973402251,6971.310691713202,27972.506298805853,6695.779695064735,3091.369299019448,9893.554417004172,27170.8118831511,7058.352132192495,7588.793150243569,8854.635758728387,3605.20415039576,6276.444227889588,5993.249378002331,5690.379430339635,26907.434961181883,27561.301209749297,27318.69629385295,12187.147713982798,5128.559573948734,7104.1333664510785,20492.675642273174,20932.955633581725,5081.177731522625,6128.505456360609,10146.484912760521,8280.589086254608,21823.73160811275,7495.505890519383,34214.41737952783,7679.494163737506,8803.360536734739,7488.004741204995,6487.6697136930525,5162.365459052527,11477.562335003708,12283.884956739148,7655.381069973678,27084.589862917728,6743.522156627897,7616.207441377523,6072.2866622515285,29772.615520881613,7101.536900680663,8172.450844975286,9998.553491684865,21598.821987605457,22261.461981961085,21374.118879338028,5080.717973304816,24212.233889419786,1907.886890193108,24505.02790899069,21179.29942155389,7581.280412224798,23009.18871067711,26684.672332402988,24332.905076074672,8270.57027408526,9169.149335179089,11460.831395761934,7062.464896525298,21360.161104804025,8404.239076788448,4464.808917745878,25056.73704414933,5168.567469343536,21016.476537888608,21669.13598479545,9259.579285959613,7303.893280187972,10502.329277592606,23683.02503310906,19753.6100182304,10923.733360670782
Carcinoma_AGSCC_2_29_tumorales.csv,1779.097620429083,1451.9732800888219,1359.3870655117578,6639.578630205103,0.0,27938.184314378483,2860.681240127911,14385.392575599852,29443.50348446252,3495.8302383148575,1665.5922975386018,30629.814439064627,2030.7766539569402,2523.863162409214,1285.3839029428243,24878.891582298467,6555.136642981939,24834.439902578313,3138.4622080528356,24912.761459706973,4131.426231503851,3085.416359853222,1306.0049834055765,1300.533627347481,25258.96939208188,24702.67574136414,2308.9635280841408,30831.33337342306,3640.2056239715175,4281.19106957495,14906.79526433173,30073.00664099915,1283.2898538439142,1793.26861140767,6334.662356692638,3350.3030868856554,2568.9391467002033,10696.255041473554,2296.509632843256,30012.5405426893,30545.245978026716,30473.079939007068,15704.724822348377,1662.5701107293717,2583.8654103165977,23779.35819291587,24746.272957652363,5671.559764438686,2002.9460147580862,5580.48099093194,2452.5862613747754,24807.878556030286,2357.9343517804837,37939.931193824654,2433.166226371151,5584.596329961583,2712.333143050753,915.6510210928828,11789.905183350722,13337.791000917983,16833.15895975261,8768.519591881937,29928.942039088834,1021.1838948558252,3227.2522958422105,7760.54470554139,34001.01708129244,956.4378189851844,12022.947386777734,5038.004357668077,24403.208359422108,25081.9816844568,25264.58410606748,1960.6108267368948,27406.980531517976,8150.588255510875,27484.2356945158,24447.361598273463,2334.447323242521,26118.13798011148,29783.916099376278,27396.858307774335,2903.618741683207,15194.2910745211,17527.85336763135,13418.244542736413,24408.841511263043,12778.383906581943,8336.38957660978,28693.458663589212,10993.07814965447,24340.80818806185,24480.788058936632,3773.6396681920273,2919.8255874512215,5507.813094369381,27101.67342684034,23663.567360675075,16634.897705314066
Stroma_ad_Carcinoma_AGSCC_2_8_tumorales.csv,28267.19779891801,28843.503346476708,28211.221585101404,24631.64413647336,27938.184314378483,0.0,27289.53538731653,30234.652973611643,1704.682539092687,28284.1649545164,29060.068127673174,12154.359752308417,26417.328092632903,27368.79754186264,27825.24116836803,3283.683128061929,22253.423093571953,4603.112871213662,25252.25558343837,4690.025801928826,30036.725878525707,28500.62224232207,28696.08472382617,27123.239504475503,4908.984323514673,4927.233295330607,26571.89978526371,7584.094948547051,30031.31074497649,24402.815889241236,15554.923442847818,6644.5656869564,28916.561996407687,27435.09849308335,23500.285695867144,25333.352743868938,29504.568016766872,19232.93598872913,28887.378512645995,4193.407323202613,5496.191757571791,4221.5498651584985,12619.931110872376,27499.330855673652,29621.99652738051,4299.2693577781065,5243.880365861941,28791.885398951155,28402.89328524116,26071.61436059117,27455.670309008114,4540.9645045919815,27035.110841710375,11944.735659109565,26918.770828680645,24353.42092840809,29695.404824333724,28481.974196374922,23550.7153907554,15384.469858897653,12812.079006150421,19447.851653238493,6448.715674182456,28387.043610300265,25987.330296781016,20257.240450937872,10510.91406748719,27891.51332400518,30216.902198262025,26584.82031325642,5244.950557871402,5766.128804208116,4552.7554680161375,27992.053099104487,1651.3815645710697,25338.250210343158,3417.677555878332,3541.3466270430536,26939.361176966086,3119.7369071176463,2501.346604676758,1890.6127510772521,27033.62352883345,19023.25401875595,16031.393006609578,19748.101525140282,4355.626004160764,16547.852990759577,20408.268211847062,3973.608062639808,20963.642693420476,3748.2712719269875,5590.604249849354,26907.168351121978,26558.35882938322,26495.10935245108,1985.313760277611,5857.145855659146,17297.724013088435
Carcinoma_AGSCC_2_16_tumorales.csv,1783.008682900707,3507.0735375961926,1751.6684144303356,8514.269109277217,2860.681240127911,27289.53538731653,0.0,16996.460263234323,28819.55863711303,5527.2666152200345,4193.8923854262,30930.589771979237,2287.9044814104545,586.8616754739168,3388.984060661264,24222.600706337387,7645.147458742637,23909.863494660596,4435.642618481111,23949.515644370163,6893.009905521485,5579.923651000208,2845.1266582025983,2019.8817024995997,24306.222699709706,23719.873483526884,1679.7530904290857,29827.042502899498,6245.768723642082,5633.498768482011,15594.897534034479,29139.321515106785,3383.905917501363,1197.0807544736479,4296.042339536172,4958.886515336114,5008.514134552205,11437.204797884384,5036.210012069134,29197.95521687903,29664.620211945927,29686.23230724686,15820.905295567127,3808.7735729707497,4752.55906543892,23113.774987515437,24466.362055634345,8415.418633624968,4397.33402921434,2846.246100324801,522.1808294508011,23957.11582172957,1219.7659070025634,37534.48910083933,922.0698105400229,3436.4353453170456,4867.489794861102,3208.311464914356,13558.901737833756,12166.46417102179,17229.242693199543,7963.997008433235,28939.845035783826,3345.788379054363,1437.3168110155952,7412.5455029386785,33916.29344213013,2062.2522733516453,14735.272445300185,2230.2461844030613,23388.308996133517,24057.10827295369,25042.669862158014,4291.236051868187,26652.12474847758,10159.910604893243,26582.110534315736,23799.503187375525,1032.5748393792962,25301.84190021481,28926.124695884748,26544.10713166219,523.9525618652488,16351.004102262334,18647.344189308853,14826.395164078853,23584.64069946467,13287.9832018475,9345.824889320147,28275.717802060368,12275.353654836032,23700.024997804016,23449.332889968915,984.1795083613615,1804.9766019689691,2711.0176579209865,26545.19072424805,23471.925894618314,17617.384571364266
Dysplasia_FAAGSCC_13_2_tumorales.csv,16049.745329373709,13960.829880374382,15695.914386801203,9700.527983301532,14385.392575599852,30234.652973611643,16996.460263234323,0.0,31532.38385430332,11601.617011051596,13377.001491086896,28371.321059612015,14961.115153269442,16567.756437252257,13848.299284633827,27327.33620251965,12130.818858039533,28165.7591146155,13461.882591356276,28298.09769935356,11377.043093042132,11620.207492243568,14749.769587923161,15031.819523605784,28622.319625858665,28176.38229158942,15668.362886908793,34287.65565410141,11977.298793483315,12566.744663470234,15352.571337803733,33438.51297808068,14266.168521560976,15885.032347718732,18402.046641886303,12679.784235080975,12519.218732678653,12922.414265341966,12390.042597330517,32890.39000870701,33728.22663485277,33183.42478316893,18753.023112062314,13215.050148428181,13419.742000416463,26356.53155299069,25966.18680264659,8871.251258467944,12879.887305427827,19265.10754252775,16663.06829532928,28054.422909256486,16052.928378211996,38949.41345116684,16274.962040581288,18208.112011781668,13527.728773757006,14048.075241794564,7248.297949149428,19966.78998856783,17575.002120730016,17021.334880849176,33462.86561227155,14018.794741559544,16515.96903457042,15348.575720076597,33562.89513954369,15033.312366998467,2644.4013469360216,18959.39072650175,28011.275572100407,28695.958492844435,26247.85989484101,12749.712526290925,30044.02505564329,7894.129808714759,30687.08089297059,26994.98998027461,16118.33393182359,28908.53226815998,32517.345470047683,30247.266326089666,16900.003241222883,11844.703901226925,14755.699532237793,10844.08796788488,27506.26489748539,15061.671151890003,12516.169544517395,30160.55325363038,10408.496674858225,26761.109827844426,28072.355054714688,17809.59659448214,15993.52179838015,19456.242368017483,29115.31090236947,24753.76163275881,14205.74060368443
Stroma_ad_Carcinoma_AGSCC_2_2_tumorales.csv,29799.339196231667,30364.882237639216,29735.618886005956,26052.596515142133,29443.50348446252,1704.682539092687,28819.55863711303,31532.38385430332,0.0,29681.415911893535,30570.846170224002,11864.174068654944,27938.86992574266,28897.281344843126,29350.220560747053,4792.610586047843,23700.072817650173,5935.261200580881,26760.19565306313,5993.423953875147,31513.97297992127,29937.234615600457,30219.253241058694,28642.81191902902,6108.930300608615,6240.918430562587,28099.340852482317,8354.792299647734,31533.78604118183,25888.817196081895,16844.54625245788,7186.165704488164,30436.724672849898,28961.506467420717,25032.36578468498,26816.67020552562,31012.75009248175,20564.877731618133,30344.33552986494,4840.844840885342,5945.560845595669,4792.133564348853,14081.943713258353,28986.599193437265,31142.4192222816,5753.403105816094,6228.217222723597,30176.06438891973,29925.051633030533,27603.079908737956,28982.997767693665,5795.745147652958,28562.60784309733,10642.95078594663,28446.080848312347,25885.437386817484,31216.95853688328,29990.743825967416,24891.66814216036,16913.57441816918,14172.188890881804,20969.708534751993,7025.555636650107,29905.977570138428,27518.535187675894,21771.257289449368,9580.739409177173,29419.675058357607,31586.094030454326,28116.718913296638,6571.73679685148,6967.321548968975,5502.729819696368,29487.857566463885,2883.3035995710375,26725.072626120767,4231.4283269211155,5068.459122020352,28467.972400027775,4376.079387722024,1930.2249503601233,3079.769763077211,28562.118897623524,20203.113885555456,17307.910067975554,20976.261179698366,5668.499801468483,17926.06814302069,21878.005844697152,3129.4445466761376,22253.758358123097,5184.097013730573,6899.250431694095,28438.85756354523,28047.088099231834,28026.989211212946,2924.6665848128837,6912.687867190519,18280.82041832721
Carcinoma_AGSCC_2_2_tumorales.csv,5114.087937023772,3483.609177034643,4414.446872756296,4615.42003482509,3495.8302383148575,28284.1649545164,5527.2666152200345,11601.617011051596,29681.415911893535,0.0,3469.0327659742743,29233.483725804865,3880.4689899198406,5005.886153440251,3944.0839906461792,25268.32172516093,6516.7825346695645,25852.721663086642,4137.477851879302,25986.17476278515,4106.66612883418,1472.4765714158777,3990.1213483840515,3786.4654229875587,26304.570822629943,25837.4694606652,4273.354218676357,31953.935047691986,4380.723390254217,4727.7315839531975,13421.41306395745,31124.352343993505,3742.465552541643,4404.307945961791,8119.139079248258,3774.934100426188,3269.3650309179784,9413.156877048468,2275.162849681333,30686.424329034908,31452.299604660715,31047.73002777621,16177.202742955285,2325.192342060663,4206.432349069206,24217.098455471976,24462.15245773848,3166.4515655184214,3713.5389736911925,7820.7786849631175,5172.797513912013,25743.826159116183,4515.02172660376,37704.36329217848,4780.677099682504,7499.011781417523,4699.33765906237,3056.5413451539057,8870.642545230186,14621.258041785242,15773.700580290482,10000.525832786552,31104.684943822664,3588.6877313546033,5459.382865141468,8649.248451705096,33262.73088093213,3805.479131520751,9386.845194283702,7440.839272154608,25646.703384120865,26301.649613767248,24890.84979394062,2126.0654718259207,27932.93967015464,5201.3667895771705,28399.633430729904,24871.85572715297,4647.638103736699,26752.44119263387,30415.327443070448,28099.85601965803,5420.504649307656,12848.13733687525,15154.425420109448,10790.364558672796,25219.432495654644,11854.824225874778,8508.852627838061,28606.286761477262,8756.92808653394,24696.87254982252,25706.769270308872,6345.784158511028,4492.0322779907065,7927.2204990460905,27305.374213781248,23270.567965394766,14559.871051391976
