CellID,X_centroid,Y_centroid,phenotype_key
27,11242.149693251533,8777.411042944785,Ki67+ tumor cells
71,11194.558386411887,8868.605095541401,M1/M0 macrophages
77,12039.798866855524,9147.33852691218,tumor cells
82,12081.699055330637,9115.657219973007,Ki67+ tumor cells
152,11625.678244972578,8957.97806215722,tumor cells
169,11601.843450479231,9260.242811501595,tumor cells
201,11433.578163771712,9449.883374689827,tumor cells
226,12385.966292134832,8628.220224719102,Ki67+ tumor cells
251,11253.936486486486,9555.997297297296,tumor cells
255,11552.853002070393,9042.128364389237,tumor cells
280,12213.662460567824,9119.832807570978,tumor cells
316,11618.718309859154,9681.774647887323,regulatory T cells
327,11509.426136363636,9259.839015151516,M1/M0 macrophages
398,11863.957983193275,8888.050420168067,tumor cells
400,11256.29263913824,9287.88330341113,tumor cells
440,12045.732905982906,8514.123931623932,M1/M0 macrophages
444,11869.260869565218,8806.623188405798,tumor cells
446,11954.063095238096,8948.65,Ki67+ tumor cells
452,11777.652806652806,9496.700623700624,Ki67+ tumor cells
454,10961.297008547008,8971.418803418803,tumor cells
467,12127.33867276888,8776.089244851259,Ki67+ tumor cells
479,11825.69572368421,8835.708881578947,tumor cells
488,12274.242857142855,9186.577551020408,Ki67+ tumor cells
531,11155.818181818182,8816.148484848485,Ki67+ tumor cells
535,11285.501259445844,9517.86146095718,tumor cells
537,11161.653846153846,9102.833916083917,tumor cells
555,11554.24089068826,9221.651821862348,Ki67+ tumor cells
590,12267.721030042918,8727.82618025751,Ki67+ tumor cells
625,11586.23178807947,9587.834437086092,tumor cells
656,11747.84055944056,9578.008391608391,Ki67+ tumor cells
683,11563.142574257428,9065.938613861386,tumor cells
686,11575.70923379175,9135.968565815325,Ki67+ tumor cells
688,11129.497297297296,9008.70990990991,Ki67+ tumor cells
710,12031.21568627451,9443.519607843138,Ki67+ tumor cells
718,11557.228417266188,9512.969424460432,tumor cells
743,11894.875939849624,8745.385338345865,tumor cells
745,11397.677200902934,9396.629796839728,Ki67+ tumor cells
749,11654.009074410164,8578.437386569873,tumor cells
777,11972.994444444445,8796.224074074074,tumor cells
793,11051.715425531916,9171.38829787234,Ki67+ tumor cells
795,11681.464125560538,8726.264573991031,tumor cells
806,11543.53663003663,9704.64652014652,M1/M0 macrophages
811,11240.45019157088,9384.124521072798,tumor cells
813,12360.871428571429,9304.641071428572,tumor cells
831,11333.019801980196,8707.762376237624,tumor cells
867,12067.710280373833,9202.642990654203,tumor cells
870,12061.25959367946,9034.76072234763,tumor cells
898,11580.438461538462,8935.142307692307,tumor cells
900,11188.508333333331,9477.833333333334,Ki67+ tumor cells
910,11953.52998065764,8774.224371373308,tumor cells
921,11149.51376146789,8799.737003058104,Ki67+ tumor cells
950,10945.223642172525,9130.345047923323,Ki67+ tumor cells
951,11409.118279569891,9625.43870967742,tumor cells
956,11584.247767857143,9198.401785714286,tumor cells
964,11773.243362831858,8662.004424778761,tumor cells
967,11283.988727858294,8798.359098228664,Ki67+ tumor cells
982,11443.496124031008,9386.147286821706,Ki67+ tumor cells
1000,12091.03937007874,8566.568897637795,Ki67+ tumor cells
1034,11377.730679156908,8804.40281030445,tumor cells
1044,11172.246200607902,9138.395136778116,M1/M0 macrophages
1055,11085.661764705885,8957.926470588236,tumor cells
1181,11661.10975609756,8651.47386759582,Ki67+ tumor cells
1356,12425.186878727634,9133.411530815109,Ki67+ tumor cells
1369,11834.082352941175,8690.99294117647,tumor cells
1399,11101.09958506224,8925.827800829875,Ki67+ tumor cells
1405,11268.22869022869,9059.33471933472,Ki67+ tumor cells
1439,11686.627737226278,8960.191240875913,M1/M0 macrophages
1444,11233.311023622047,9327.1437007874,tumor cells
1449,12199.076252723313,9513.70806100218,tumor cells
1478,12375.91825613079,8842.351498637603,Ki67+ tumor cells
1525,12301.455066921606,9026.537284894835,tumor cells
1544,11595.91845493562,9559.731759656652,tumor cells
1566,12134.53804347826,8627.014492753624,tumor cells
1571,11464.190909090908,9087.934090909092,tumor cells
1601,11665.629032258064,8615.916666666666,tumor cells
1610,11709.980561555076,9084.51403887689,tumor cells
1616,10974.990039840635,9296.852589641434,tumor cells
1641,11817.63325183374,8635.01466992665,M1/M0 macrophages
1646,11553.823770491805,9345.223360655738,tumor cells
1647,11926.048625792811,9325.91754756871,memory CD4+ T cells
1667,11444.975,9212.998076923075,tumor cells
1752,11114.043103448275,8770.894396551725,tumor cells
1777,11006.032986111111,9233.559027777776,tumor cells
1807,11130.717171717171,9201.708754208754,tumor cells
1814,11512.027985074626,9330.492537313432,tumor cells
1843,11861.870192307691,8765.865384615385,tumor cells
1860,12178.861413043478,9051.127717391304,tumor cells
1865,11333.703947368422,9217.868421052632,tumor cells
1875,11463.424175824175,9024.123076923075,tumor cells
1888,11897.271328671328,9036.064335664336,tumor cells
1939,12261.703349282296,8484.693779904306,M1/M0 macrophages
1972,11804.569051580698,8770.059900166389,M1/M0 macrophages
2007,11279.416666666666,9274.393115942028,tumor cells
2027,11122.803519061585,8748.275659824047,M1/M0 macrophages
2078,11106.087037037038,9060.581481481482,tumor cells
2081,11384.422572178475,8925.225721784776,tumor cells
2084,11654.883858267716,8874.330708661417,Ki67+ tumor cells
2145,11956.014851485148,8745.25495049505,tumor cells
2147,12296.614583333334,8855.767361111111,tumor cells
2162,11854.543032786883,8503.75,tumor cells
2169,11984.49042145594,8436.28735632184,M1/M0 macrophages
2185,12257.52103960396,9377.268564356436,Ki67+ tumor cells
2187,11036.1914893617,8753.725768321514,M1/M0 macrophages
2245,11824.228205128204,9311.78717948718,tumor cells
