CellID,X_centroid,Y_centroid,phenotype_key
18,4502.603260869565,2881.648550724637,Ki67+ tumor cells
25,4833.951923076923,2449.3846153846152,tumor cells
33,4953.119047619048,2760.7337662337663,M1/M0 macrophages
46,4267.681904761905,3082.5314285714285,tumor cells
60,4947.745856353591,2911.1132596685084,tumor cells
197,4852.619392185239,2700.492040520984,tumor cells
218,4665.472789115646,2835.0068027210887,Ki67+ tumor cells
348,4521.3954081632655,2920.436224489796,M1/M0 macrophages
376,4793.633898305085,2887.5491525423727,other APCs
408,4619.548449612403,2630.554263565892,neutrophils
511,4838.003144654088,2979.51572327044,dendritic cells
556,4449.325581395349,2750.25,tumor cells
723,4531.345454545454,2783.5434343434345,Ki67+ tumor cells
801,4087.4275862068966,2945.862068965517,tumor cells
852,4650.098765432099,3061.669135802469,Ki67+ tumor cells
887,4561.468571428572,2934.097142857143,tumor cells
1006,4286.559082892416,3188.779541446208,Ki67+ tumor cells
1130,4936.689320388349,2720.5589459084604,tumor cells
1213,4280.083900226758,3054.052154195012,Ki67+ tumor cells
1328,4645.749283667622,2774.951289398281,Ki67+ tumor cells
1569,4605.756385068762,2551.730844793713,tumor cells
1587,4388.449339207048,3150.938325991189,Ki67+ tumor cells
1652,4267.421397379912,3132.0720524017465,Ki67+ tumor cells
1804,4624.0684647302905,2568.155601659751,M1/M0 macrophages
1837,4268.6777041942605,2831.655629139073,tumor cells
2065,4906.115879828326,2861.845493562232,endothelial cells
2125,4429.645070422535,3000.292957746479,NK
2140,4424.168738898757,2922.8543516873888,M2 macrophages
2214,4523.520930232558,2300.788372093023,M1/M0 macrophages
2230,4243.908045977011,2512.029885057472,Ki67+ tumor cells
2240,4342.258160237388,2829.454005934718,Ki67+ tumor cells
2293,4606.046558704454,2750.797570850202,tumor cells
2316,4588.757142857143,2629.6880952380952,neutrophils
2323,4810.202898550725,2474.9565217391305,tumor cells
2374,4474.666666666667,2612.395061728395,Ki67+ tumor cells
2403,5025.651595744681,2684.441489361702,tumor cells
2434,4995.974025974026,2640.844155844156,Ki67+ tumor cells
2522,4685.05289672544,2915.9823677581862,Ki67+ tumor cells
2560,4293.37194127243,2529.027732463296,M1/M0 macrophages
2605,4208.858050847458,2616.987288135593,Ki67+ tumor cells
2663,4981.91825613079,2854.6457765667574,tumor cells
2741,4827.546038543897,2644.845824411135,Ki67+ tumor cells
2753,4210.32057416268,2717.3803827751194,tumor cells
2808,4560.404371584699,3268.191256830601,tumor cells
2824,4486.113585746102,2960.476614699332,Ki67+ tumor cells
2904,4786.533783783784,3047.626126126126,M1/M0 macrophages
2906,4890.3130081300815,2876.211382113821,endothelial cells
2907,4966.167647058824,2983.808823529412,tumor cells
3072,4083.6565217391294,2865.8695652173915,other APCs
3135,4895.12987012987,2474.815295815296,Ki67+ tumor cells
3155,4748.314868804665,3206.545189504373,M1/M0 macrophages
3216,4356.3105263157895,2548.942105263158,M1/M0 macrophages
3355,4521.379581151832,2945.6282722513088,M1/M0 macrophages
3445,4865.590457256461,2557.3538767395626,tumor cells
3619,4229.986666666667,2594.215238095238,M1/M0 macrophages
3632,4949.450549450549,3006.013736263736,Ki67+ tumor cells
3671,4699.609498680738,2854.195250659631,tumor cells
