CellID,X_centroid,Y_centroid,phenotype_key
63,8833.667493796525,10806.672456575683,dendritic cells
199,8712.30633802817,11854.06338028169,endothelial cells
225,9237.611320754717,10852.64716981132,Ki67+ tumor cells
348,8760.062921348315,11826.267415730335,M2 macrophages
441,8554.11396011396,11749.225071225072,endothelial cells
462,8900.35044642857,11370.35044642857,neutrophils
469,8348.108974358975,11273.423076923076,endothelial cells
690,8366.502380952381,10978.490476190476,stromal cells
717,8818.840255591054,10736.361022364215,M1/M0 macrophages
923,8624.610789980732,10840.244701348747,dendritic cells
959,9358.10888252149,11505.724928366762,memory CD8+ T cells
1014,8799.446153846155,11806.215384615383,M1/M0 macrophages
1064,8855.916256157636,11627.495073891623,tumor cells
1097,8698.137362637362,11409.82142857143,M1/M0 macrophages
1128,8731.878378378378,11132.408108108108,endothelial cells
1143,8466.410071942446,10859.723021582731,dendritic cells
1161,9347.596026490066,11147.693156732892,M2 macrophages
1323,8424.163580246914,11778.203703703704,endothelial cells
1407,8737.811846689896,11882.344947735191,endothelial cells
1414,8689.67356321839,11612.319540229884,endothelial cells
1435,8566.459807073956,11831.971061093249,endothelial cells
1452,8869.49720670391,11943.310055865924,M1/M0 macrophages
1480,9057.057432432432,10778.16554054054,endothelial cells
1490,9341.433333333332,11259.378571428571,endothelial cells
1493,8350.358333333334,11423.733333333334,stromal cells
1582,8965.439655172413,10911.413793103447,dendritic cells
1622,8393.691489361701,10967.75,stromal cells
1711,9169.475059382425,10824.171021377671,tumor cells
1716,9200.9375,10819.782196969696,tumor cells
1758,8272.148688046647,11052.014577259475,tumor cells
1857,8415.599045346062,11121.988066825776,M1/M0 macrophages
1899,9185.077272727272,11834.50681818182,M1/M0 macrophages
1913,9254.552631578948,10868.795112781954,Ki67+ tumor cells
1925,8738.220630372492,11056.246418338107,Ki67+ tumor cells
2070,9328.660256410256,10982.942307692309,M1/M0 macrophages
2139,8612.944785276073,11405.390593047036,endothelial cells
2144,8635.850793650794,11778.768253968254,dendritic cells
2390,8630.319109461967,11113.706864564008,stromal cells
2460,8730.689895470383,11571.292682926827,stromal cells
2531,8342.654237288136,11108.189830508474,tumor cells
2632,8229.885304659498,11412.26164874552,M1/M0 macrophages
2730,8860.424657534246,11347.682974559686,M1/M0 macrophages
2736,8560.923423423423,10937.506756756757,tumor cells
2761,9107.820788530466,10991.652329749104,M2 macrophages
2783,9232.902608695653,10901.67304347826,M1/M0 macrophages
2826,8988.234375,10897.833333333334,endothelial cells
2920,8834.0,11178.027888446217,stromal cells
3058,8759.347692307692,11880.64,CD4+ T cells
3074,8959.060606060606,11117.310606060606,M2 macrophages
3159,8696.396121883656,11208.301939058172,stromal cells
3193,8682.490974729242,11585.559566787004,tumor cells
3236,8749.041916167665,11897.631736526946,endothelial cells
3240,8794.101910828025,11741.831210191083,endothelial cells
3243,8591.850775193798,11488.143410852714,stromal cells
3426,8889.472527472528,11435.653846153846,neutrophils
3435,8582.415954415954,11768.418803418805,endothelial cells
3491,9379.291913214993,11196.31952662722,endothelial cells
3541,9438.350180505417,11418.851985559566,M1/M0 macrophages
3721,8684.46812749004,10795.537848605578,dendritic cells
3797,8492.357400722021,11665.462093862816,M1/M0 macrophages
3830,9090.04802259887,10772.505649717514,M1/M0 macrophages
3859,8248.857827476038,11467.785942492012,M1/M0 macrophages
3896,8714.125,10763.766447368422,endothelial cells
3959,8401.603658536585,11764.899390243903,dendritic cells
3992,9446.334246575345,11169.372602739726,stromal cells
4092,8538.511111111111,11828.247222222222,effector CD8+ T cells
4140,8691.245551601423,11766.252669039146,endothelial cells
4165,8396.51724137931,10990.157088122603,stromal cells
4175,9207.426829268292,10847.774390243903,Ki67+ tumor cells
4182,8524.935975609756,11768.094512195124,dendritic cells
4242,8700.805111821086,11900.811501597444,endothelial cells
4250,8454.269035532994,11137.738578680202,endothelial cells
4277,8702.938718662952,11812.236768802228,dendritic cells
4315,8317.517307692307,11401.278846153846,M1/M0 macrophages
4355,9071.691358024693,11555.627160493828,other APCs
4517,8441.428104575163,11642.176470588236,M1/M0 macrophages
4763,8523.195767195768,10917.462962962964,Ki67+ tumor cells
4827,8822.271523178808,11202.456953642384,stromal cells
4836,8563.374631268436,11414.374631268436,endothelial cells
4866,9276.792706333974,11300.251439539348,endothelial cells
4916,8831.419023136246,11622.146529562982,endothelial cells
4985,8379.595870206489,11684.548672566372,M1/M0 macrophages
5045,8811.559701492537,10829.58208955224,dendritic cells
5060,8833.543103448275,11681.862068965518,dendritic cells
5144,9264.775544388607,10917.9229480737,Ki67+ tumor cells
5192,8947.060240963856,10820.481927710844,stromal cells
5281,8714.538812785388,11537.570776255709,neutrophils
5340,8665.027777777777,11914.486111111111,M2 macrophages
5579,8400.91517857143,11711.75892857143,endothelial cells
5605,8455.672897196262,11696.177570093458,M1/M0 macrophages
5749,8399.79176755448,11745.11138014528,dendritic cells
5797,8733.389067524116,11809.485530546624,M2 macrophages
6023,8511.519298245614,11802.22105263158,M1/M0 macrophages
6053,8864.987987987988,10779.852852852851,effector CD8+ T cells
6271,8390.037037037036,11014.898148148148,stromal cells
6276,9114.434895833334,11660.447916666666,stromal cells
6403,8739.201954397395,11784.472312703583,endothelial cells
6408,8239.28838174274,11373.69294605809,Ki67+ tumor cells
6451,8976.929530201342,10765.6644295302,stromal cells
6546,9022.416,10959.738666666666,dendritic cells
6597,8861.305045871559,11796.08256880734,M1/M0 macrophages
6598,8510.120401337792,10999.503344481604,Ki67+ tumor cells
6761,8672.762039660056,11723.461756373938,endothelial cells
6806,8592.069832402234,11113.333798882682,tumor cells
6825,8715.942528735632,11601.206896551725,M2 macrophages
6874,8918.005347593584,10880.7807486631,endothelial cells
6931,8359.713846153847,10914.741538461538,dendritic cells
6950,8773.762214983713,11655.938110749186,M1/M0 macrophages
6965,8509.646586345381,11646.66265060241,M1/M0 macrophages
6999,8461.633333333333,11664.455555555556,M2 macrophages
7053,9272.057432432432,10843.094594594597,tumor cells
7100,8424.225388601037,11752.453367875649,M1/M0 macrophages
7131,8821.786802030458,11748.324873096446,endothelial cells
7244,9088.013574660634,10860.35294117647,tumor cells
7342,8641.31899641577,11734.379928315411,endothelial cells
7382,8587.601374570446,11741.154639175258,M1/M0 macrophages
